,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
14,0.321,0.067,0.075,0.141,0.161,0.063,0.102,0.059,0.049,0.069,0.071,0.259,0.78,0.522,0.304,0.625,0.418,0.161,0.406,0.219,0.105,0.213,0.835,0.486,0.397,0.689,0.64,0.479,0.3,0.341,0.608,0.592,0.602,0.442,0.402,0.417,0.59,0.515,0.518
15,0.345,0.06,0.066,0.151,0.166,0.059,0.122,0.057,0.07,0.066,0.058,0.22,0.759,0.544,0.321,0.651,0.422,0.18,0.433,0.224,0.132,0.265,0.836,0.472,0.416,0.672,0.521,0.589,0.519,0.407,0.627,0.587,0.594,0.394,0.331,0.345,0.592,0.515,0.515
16,0.357,0.05,0.064,0.144,0.165,0.058,0.103,0.071,0.062,0.077,0.06,0.203,0.752,0.554,0.302,0.659,0.378,0.179,0.429,0.255,0.132,0.253,0.841,0.524,0.417,0.609,0.523,0.518,0.303,0.384,0.782,0.716,0.72,0.407,0.392,0.408,0.557,0.505,0.507
17,0.348,0.061,0.073,0.136,0.159,0.061,0.135,0.066,0.056,0.067,0.062,0.277,0.807,0.531,0.32,0.591,0.349,0.158,0.383,0.215,0.103,0.221,0.898,0.53,0.413,0.633,0.67,0.479,0.489,0.374,0.566,0.595,0.61,0.37,0.353,0.367,0.57,0.511,0.51
18,0.362,0.051,0.06,0.151,0.166,0.063,0.118,0.06,0.075,0.073,0.062,0.158,0.733,0.575,0.33,0.68,0.455,0.185,0.442,0.245,0.132,0.257,0.846,0.468,0.419,0.632,0.474,0.539,0.435,0.378,0.769,0.682,0.684,0.444,0.374,0.389,0.657,0.567,0.567
19,0.327,0.072,0.079,0.147,0.159,0.065,0.115,0.061,0.054,0.066,0.069,0.24,0.769,0.529,0.318,0.639,0.426,0.16,0.415,0.212,0.106,0.207,0.828,0.477,0.386,0.731,0.645,0.5,0.365,0.324,0.553,0.553,0.565,0.443,0.381,0.397,0.66,0.582,0.584
20,0.34,0.059,0.07,0.149,0.163,0.061,0.115,0.058,0.053,0.065,0.068,0.204,0.751,0.552,0.328,0.66,0.418,0.167,0.416,0.226,0.115,0.221,0.836,0.512,0.401,0.671,0.576,0.509,0.417,0.335,0.577,0.569,0.58,0.436,0.391,0.407,0.572,0.513,0.514
21,0.345,0.049,0.052,0.159,0.181,0.058,0.116,0.065,0.044,0.074,0.077,0.229,0.772,0.544,0.316,0.635,0.421,0.174,0.417,0.229,0.106,0.198,0.857,0.475,0.417,0.649,0.447,0.463,0.325,0.312,0.834,0.704,0.713,0.472,0.405,0.421,0.499,0.472,0.475
22,0.364,0.066,0.079,0.151,0.168,0.067,0.133,0.067,0.057,0.068,0.069,0.17,0.735,0.567,0.337,0.678,0.427,0.174,0.432,0.232,0.115,0.217,0.836,0.478,0.403,0.672,0.62,0.496,0.441,0.32,0.583,0.572,0.586,0.422,0.379,0.394,0.562,0.508,0.507
23,0.333,0.064,0.067,0.146,0.164,0.05,0.094,0.064,0.075,0.075,0.065,0.209,0.747,0.538,0.299,0.665,0.458,0.187,0.459,0.239,0.138,0.28,0.809,0.448,0.407,0.706,0.496,0.577,0.27,0.421,0.696,0.653,0.66,0.441,0.397,0.411,0.589,0.534,0.535
24,0.314,0.048,0.062,0.139,0.162,0.07,0.107,0.058,0.064,0.062,0.048,0.25,0.764,0.514,0.307,0.646,0.377,0.139,0.355,0.21,0.125,0.24,0.796,0.531,0.392,0.662,0.598,0.595,0.45,0.372,0.616,0.594,0.603,0.346,0.337,0.355,0.562,0.497,0.5
25,0.327,0.063,0.071,0.141,0.155,0.054,0.101,0.064,0.071,0.069,0.067,0.235,0.767,0.532,0.306,0.642,0.443,0.179,0.443,0.227,0.129,0.247,0.829,0.463,0.404,0.704,0.532,0.568,0.3,0.385,0.606,0.585,0.592,0.42,0.37,0.385,0.698,0.626,0.627
26,0.329,0.067,0.071,0.137,0.15,0.057,0.114,0.063,0.064,0.052,0.054,0.233,0.761,0.529,0.313,0.649,0.426,0.165,0.417,0.216,0.115,0.235,0.815,0.469,0.396,0.703,0.595,0.532,0.469,0.362,0.626,0.587,0.599,0.398,0.356,0.373,0.649,0.575,0.576
27,0.343,0.061,0.068,0.144,0.164,0.062,0.116,0.065,0.068,0.066,0.065,0.223,0.764,0.541,0.316,0.645,0.439,0.175,0.432,0.226,0.117,0.264,0.839,0.453,0.405,0.686,0.538,0.518,0.408,0.409,0.646,0.586,0.597,0.374,0.339,0.353,0.611,0.538,0.54
28,0.343,0.063,0.07,0.139,0.16,0.06,0.116,0.058,0.064,0.064,0.058,0.21,0.75,0.54,0.313,0.661,0.435,0.17,0.428,0.228,0.122,0.272,0.817,0.453,0.397,0.706,0.554,0.535,0.47,0.411,0.637,0.604,0.615,0.378,0.351,0.367,0.639,0.555,0.557
29,0.319,0.06,0.066,0.134,0.157,0.06,0.094,0.063,0.063,0.067,0.061,0.255,0.772,0.522,0.297,0.636,0.415,0.17,0.413,0.226,0.126,0.256,0.821,0.489,0.412,0.659,0.562,0.558,0.293,0.403,0.616,0.551,0.56,0.393,0.354,0.368,0.469,0.427,0.43
30,0.354,0.073,0.08,0.145,0.157,0.058,0.127,0.062,0.068,0.061,0.059,0.239,0.773,0.535,0.308,0.634,0.417,0.173,0.438,0.228,0.125,0.245,0.844,0.434,0.395,0.717,0.617,0.548,0.533,0.386,0.569,0.569,0.582,0.379,0.347,0.363,0.7,0.631,0.633
31,0.374,0.082,0.082,0.149,0.169,0.057,0.12,0.063,0.071,0.072,0.067,0.183,0.744,0.561,0.308,0.668,0.423,0.19,0.482,0.254,0.138,0.284,0.84,0.444,0.394,0.753,0.573,0.543,0.457,0.425,0.606,0.596,0.607,0.387,0.364,0.381,0.573,0.517,0.518
32,0.317,0.06,0.068,0.133,0.153,0.058,0.1,0.057,0.067,0.058,0.057,0.249,0.768,0.519,0.302,0.64,0.42,0.16,0.405,0.218,0.118,0.247,0.811,0.483,0.395,0.706,0.566,0.541,0.377,0.386,0.641,0.604,0.612,0.411,0.371,0.387,0.66,0.584,0.587
33,0.353,0.076,0.073,0.14,0.158,0.049,0.102,0.06,0.072,0.068,0.075,0.204,0.739,0.539,0.288,0.674,0.449,0.198,0.479,0.251,0.136,0.283,0.8,0.414,0.413,0.717,0.525,0.542,0.346,0.42,0.64,0.584,0.598,0.417,0.384,0.403,0.507,0.468,0.471
34,0.363,0.054,0.057,0.152,0.166,0.057,0.112,0.068,0.072,0.077,0.063,0.192,0.749,0.558,0.308,0.663,0.408,0.181,0.444,0.252,0.136,0.264,0.842,0.48,0.408,0.685,0.448,0.54,0.361,0.398,0.809,0.696,0.702,0.401,0.38,0.398,0.627,0.557,0.558
35,0.356,0.045,0.053,0.129,0.152,0.057,0.137,0.052,0.079,0.066,0.049,0.231,0.777,0.547,0.328,0.63,0.389,0.169,0.403,0.22,0.138,0.31,0.868,0.491,0.419,0.651,0.445,0.627,0.768,0.492,0.778,0.703,0.707,0.311,0.322,0.339,0.569,0.522,0.523
36,0.301,0.059,0.063,0.148,0.164,0.074,0.098,0.054,0.057,0.063,0.065,0.283,0.77,0.491,0.288,0.638,0.438,0.163,0.402,0.203,0.108,0.24,0.77,0.434,0.405,0.675,0.555,0.532,0.334,0.376,0.632,0.56,0.567,0.412,0.36,0.375,0.453,0.416,0.421
37,0.317,0.044,0.052,0.156,0.172,0.063,0.102,0.066,0.049,0.059,0.067,0.251,0.769,0.518,0.305,0.639,0.41,0.158,0.386,0.215,0.109,0.202,0.811,0.498,0.409,0.627,0.485,0.507,0.308,0.316,0.779,0.66,0.669,0.441,0.387,0.403,0.601,0.53,0.534
38,0.356,0.056,0.059,0.145,0.161,0.072,0.138,0.054,0.061,0.066,0.063,0.225,0.771,0.548,0.33,0.636,0.41,0.162,0.4,0.218,0.111,0.251,0.862,0.468,0.405,0.667,0.532,0.509,0.64,0.395,0.752,0.667,0.674,0.415,0.367,0.384,0.563,0.53,0.532
39,0.339,0.068,0.069,0.148,0.161,0.06,0.11,0.07,0.067,0.069,0.068,0.224,0.767,0.544,0.315,0.642,0.442,0.182,0.444,0.229,0.122,0.256,0.847,0.462,0.41,0.709,0.531,0.533,0.329,0.399,0.624,0.59,0.594,0.397,0.349,0.366,0.701,0.633,0.634
40,0.328,0.064,0.065,0.151,0.164,0.06,0.104,0.067,0.064,0.072,0.07,0.221,0.757,0.536,0.312,0.654,0.487,0.184,0.449,0.224,0.124,0.261,0.82,0.427,0.41,0.712,0.492,0.554,0.269,0.399,0.666,0.617,0.627,0.408,0.363,0.38,0.595,0.523,0.526
41,0.322,0.048,0.054,0.145,0.164,0.055,0.111,0.064,0.06,0.057,0.049,0.271,0.791,0.52,0.31,0.612,0.413,0.164,0.402,0.211,0.12,0.221,0.85,0.482,0.408,0.671,0.464,0.569,0.444,0.361,0.746,0.67,0.677,0.4,0.364,0.381,0.543,0.494,0.494
42,0.343,0.079,0.084,0.143,0.158,0.058,0.123,0.056,0.063,0.059,0.052,0.238,0.771,0.534,0.315,0.637,0.402,0.161,0.423,0.22,0.126,0.234,0.838,0.478,0.381,0.745,0.679,0.573,0.597,0.367,0.566,0.551,0.565,0.377,0.357,0.373,0.59,0.527,0.527
43,0.33,0.07,0.076,0.146,0.174,0.055,0.1,0.067,0.06,0.065,0.058,0.244,0.774,0.532,0.303,0.633,0.403,0.174,0.439,0.23,0.127,0.233,0.84,0.504,0.396,0.713,0.589,0.552,0.327,0.368,0.592,0.578,0.589,0.451,0.385,0.402,0.509,0.472,0.473
44,0.353,0.08,0.079,0.15,0.171,0.061,0.126,0.066,0.063,0.06,0.058,0.21,0.758,0.548,0.322,0.652,0.439,0.171,0.444,0.227,0.126,0.241,0.84,0.446,0.385,0.743,0.626,0.555,0.506,0.37,0.554,0.563,0.575,0.377,0.34,0.357,0.603,0.534,0.536
45,0.362,0.046,0.049,0.162,0.179,0.061,0.138,0.059,0.079,0.066,0.056,0.182,0.751,0.568,0.344,0.661,0.432,0.169,0.424,0.224,0.141,0.29,0.859,0.479,0.399,0.675,0.417,0.629,0.625,0.439,0.86,0.74,0.741,0.346,0.321,0.338,0.627,0.552,0.556
46,0.38,0.065,0.071,0.167,0.192,0.078,0.134,0.059,0.055,0.093,0.088,0.151,0.751,0.6,0.354,0.661,0.421,0.173,0.428,0.247,0.111,0.24,0.908,0.525,0.404,0.659,0.596,0.449,0.358,0.363,0.633,0.602,0.61,0.441,0.397,0.41,0.543,0.491,0.494
47,0.37,0.074,0.083,0.153,0.173,0.064,0.146,0.069,0.069,0.063,0.062,0.204,0.768,0.564,0.34,0.641,0.406,0.166,0.43,0.226,0.125,0.233,0.88,0.478,0.386,0.741,0.638,0.553,0.562,0.363,0.557,0.554,0.568,0.376,0.343,0.36,0.648,0.574,0.576
48,0.338,0.05,0.056,0.137,0.153,0.076,0.129,0.054,0.066,0.056,0.048,0.165,0.71,0.545,0.337,0.704,0.435,0.149,0.387,0.214,0.143,0.276,0.774,0.478,0.385,0.671,0.53,0.668,0.69,0.392,0.664,0.61,0.619,0.305,0.32,0.334,0.545,0.494,0.492
49,0.313,0.041,0.055,0.129,0.153,0.077,0.11,0.06,0.055,0.062,0.054,0.294,0.797,0.506,0.304,0.604,0.367,0.138,0.344,0.204,0.12,0.208,0.838,0.529,0.401,0.645,0.539,0.588,0.442,0.344,0.702,0.618,0.623,0.375,0.34,0.355,0.491,0.443,0.445
50,0.358,0.058,0.066,0.138,0.16,0.067,0.12,0.071,0.056,0.073,0.072,0.186,0.758,0.572,0.335,0.653,0.394,0.168,0.41,0.238,0.123,0.209,0.876,0.548,0.41,0.649,0.569,0.517,0.341,0.32,0.695,0.648,0.656,0.443,0.402,0.418,0.647,0.562,0.562
51,0.329,0.079,0.081,0.145,0.162,0.063,0.112,0.059,0.049,0.071,0.071,0.253,0.777,0.523,0.306,0.63,0.435,0.168,0.428,0.217,0.105,0.214,0.83,0.446,0.393,0.726,0.656,0.484,0.345,0.34,0.55,0.55,0.564,0.444,0.393,0.41,0.582,0.516,0.52
52,0.349,0.077,0.079,0.156,0.17,0.062,0.109,0.065,0.058,0.063,0.067,0.188,0.749,0.562,0.322,0.662,0.438,0.174,0.446,0.24,0.12,0.262,0.849,0.486,0.39,0.747,0.6,0.5,0.366,0.396,0.544,0.573,0.586,0.405,0.363,0.381,0.686,0.602,0.6
53,0.335,0.07,0.073,0.143,0.163,0.065,0.121,0.053,0.066,0.062,0.062,0.232,0.759,0.528,0.313,0.652,0.433,0.16,0.412,0.215,0.119,0.263,0.81,0.446,0.388,0.725,0.616,0.553,0.529,0.403,0.584,0.562,0.575,0.384,0.342,0.358,0.536,0.483,0.486
54,0.326,0.072,0.076,0.132,0.158,0.068,0.104,0.058,0.058,0.069,0.059,0.251,0.764,0.517,0.296,0.645,0.399,0.15,0.399,0.223,0.124,0.23,0.802,0.481,0.376,0.74,0.667,0.556,0.384,0.357,0.564,0.536,0.544,0.414,0.371,0.386,0.502,0.455,0.458
55,0.33,0.063,0.074,0.136,0.16,0.061,0.115,0.062,0.063,0.063,0.051,0.246,0.773,0.527,0.313,0.634,0.39,0.155,0.397,0.217,0.12,0.222,0.831,0.508,0.39,0.697,0.634,0.553,0.452,0.35,0.585,0.577,0.587,0.391,0.364,0.383,0.693,0.604,0.606
56,0.33,0.051,0.056,0.145,0.164,0.079,0.131,0.05,0.06,0.061,0.058,0.274,0.789,0.523,0.325,0.614,0.403,0.154,0.381,0.199,0.1,0.224,0.852,0.481,0.404,0.682,0.51,0.503,0.653,0.365,0.687,0.576,0.58,0.414,0.338,0.35,0.416,0.392,0.395
57,0.354,0.071,0.072,0.149,0.158,0.056,0.128,0.057,0.068,0.066,0.065,0.218,0.754,0.54,0.314,0.657,0.439,0.177,0.452,0.227,0.131,0.256,0.822,0.424,0.392,0.751,0.538,0.577,0.546,0.39,0.586,0.566,0.575,0.373,0.337,0.35,0.619,0.539,0.541
58,0.328,0.049,0.053,0.145,0.158,0.068,0.112,0.069,0.046,0.066,0.068,0.227,0.769,0.543,0.327,0.639,0.406,0.164,0.394,0.217,0.109,0.207,0.85,0.534,0.416,0.622,0.5,0.502,0.328,0.324,0.757,0.682,0.69,0.421,0.381,0.398,0.598,0.531,0.534
59,0.316,0.068,0.077,0.134,0.157,0.073,0.113,0.055,0.054,0.061,0.056,0.267,0.769,0.503,0.302,0.64,0.397,0.147,0.386,0.204,0.111,0.227,0.786,0.474,0.381,0.714,0.69,0.544,0.468,0.355,0.531,0.535,0.546,0.4,0.353,0.368,0.541,0.49,0.494
60,0.346,0.05,0.056,0.128,0.144,0.067,0.13,0.047,0.077,0.072,0.054,0.231,0.768,0.539,0.323,0.641,0.399,0.163,0.395,0.218,0.133,0.295,0.841,0.484,0.413,0.644,0.505,0.61,0.719,0.46,0.73,0.674,0.682,0.375,0.364,0.381,0.586,0.55,0.553
61,0.36,0.076,0.078,0.16,0.174,0.061,0.125,0.078,0.071,0.067,0.067,0.182,0.755,0.574,0.338,0.656,0.457,0.183,0.465,0.236,0.129,0.25,0.875,0.468,0.394,0.743,0.566,0.547,0.369,0.381,0.614,0.583,0.593,0.39,0.347,0.362,0.689,0.608,0.609
62,0.337,0.053,0.062,0.132,0.149,0.077,0.133,0.062,0.058,0.067,0.061,0.268,0.79,0.529,0.326,0.613,0.376,0.144,0.364,0.205,0.119,0.217,0.863,0.513,0.396,0.674,0.593,0.58,0.526,0.354,0.583,0.564,0.573,0.377,0.327,0.339,0.467,0.425,0.427
63,0.355,0.082,0.084,0.164,0.179,0.063,0.111,0.075,0.071,0.07,0.069,0.148,0.718,0.571,0.327,0.696,0.491,0.187,0.487,0.244,0.135,0.257,0.82,0.44,0.384,0.765,0.58,0.553,0.302,0.369,0.605,0.568,0.581,0.419,0.367,0.384,0.695,0.608,0.611
64,0.317,0.055,0.065,0.137,0.152,0.064,0.105,0.055,0.055,0.073,0.067,0.271,0.774,0.504,0.293,0.633,0.385,0.156,0.388,0.213,0.107,0.23,0.796,0.486,0.402,0.66,0.583,0.502,0.321,0.363,0.663,0.615,0.624,0.417,0.373,0.387,0.56,0.501,0.504
65,0.366,0.056,0.059,0.158,0.181,0.06,0.148,0.065,0.075,0.063,0.053,0.222,0.781,0.56,0.342,0.625,0.401,0.164,0.41,0.219,0.13,0.277,0.896,0.484,0.4,0.689,0.509,0.594,0.644,0.443,0.736,0.649,0.649,0.34,0.31,0.329,0.558,0.503,0.504
66,0.314,0.057,0.063,0.141,0.157,0.064,0.106,0.064,0.048,0.055,0.066,0.281,0.789,0.508,0.301,0.614,0.4,0.147,0.383,0.208,0.099,0.183,0.827,0.49,0.384,0.694,0.588,0.476,0.348,0.298,0.639,0.579,0.587,0.443,0.379,0.394,0.595,0.527,0.533
67,0.358,0.07,0.077,0.166,0.184,0.083,0.145,0.063,0.053,0.061,0.07,0.186,0.756,0.571,0.358,0.655,0.443,0.165,0.429,0.213,0.113,0.215,0.872,0.483,0.385,0.721,0.618,0.531,0.579,0.328,0.529,0.533,0.545,0.409,0.34,0.353,0.529,0.479,0.48
68,0.344,0.077,0.087,0.16,0.177,0.063,0.112,0.069,0.058,0.069,0.068,0.21,0.755,0.546,0.314,0.655,0.414,0.168,0.437,0.233,0.117,0.234,0.834,0.488,0.384,0.756,0.646,0.502,0.323,0.357,0.525,0.545,0.559,0.413,0.361,0.378,0.709,0.628,0.628
69,0.329,0.049,0.065,0.142,0.165,0.078,0.128,0.066,0.036,0.068,0.068,0.256,0.788,0.532,0.336,0.616,0.347,0.125,0.315,0.202,0.093,0.165,0.864,0.605,0.397,0.576,0.792,0.46,0.425,0.268,0.578,0.571,0.579,0.369,0.36,0.371,0.589,0.525,0.527
70,0.347,0.062,0.066,0.148,0.166,0.06,0.123,0.061,0.065,0.06,0.057,0.202,0.754,0.552,0.329,0.656,0.432,0.163,0.413,0.225,0.124,0.251,0.841,0.477,0.395,0.693,0.566,0.551,0.497,0.383,0.663,0.613,0.623,0.392,0.359,0.375,0.692,0.631,0.631
71,0.325,0.051,0.057,0.136,0.16,0.059,0.096,0.063,0.067,0.069,0.064,0.252,0.774,0.526,0.297,0.633,0.423,0.173,0.409,0.229,0.122,0.256,0.831,0.475,0.423,0.647,0.482,0.533,0.286,0.404,0.692,0.611,0.617,0.394,0.354,0.369,0.468,0.427,0.431
72,0.347,0.056,0.056,0.167,0.175,0.064,0.114,0.061,0.068,0.082,0.078,0.203,0.749,0.547,0.314,0.663,0.48,0.19,0.455,0.233,0.129,0.254,0.825,0.419,0.418,0.679,0.434,0.554,0.315,0.383,0.736,0.657,0.664,0.444,0.385,0.399,0.705,0.631,0.633
73,0.331,0.053,0.056,0.157,0.166,0.065,0.106,0.054,0.059,0.064,0.064,0.208,0.741,0.537,0.312,0.671,0.424,0.168,0.418,0.226,0.124,0.243,0.8,0.488,0.402,0.649,0.5,0.549,0.412,0.362,0.676,0.623,0.631,0.418,0.382,0.397,0.526,0.483,0.482
74,0.333,0.061,0.068,0.143,0.162,0.064,0.096,0.054,0.07,0.071,0.063,0.207,0.744,0.543,0.306,0.668,0.445,0.171,0.419,0.238,0.131,0.279,0.813,0.472,0.408,0.673,0.561,0.55,0.334,0.418,0.649,0.577,0.587,0.393,0.366,0.382,0.448,0.407,0.41
75,0.312,0.06,0.067,0.149,0.166,0.063,0.092,0.061,0.061,0.064,0.059,0.22,0.745,0.525,0.305,0.667,0.432,0.166,0.427,0.221,0.125,0.264,0.787,0.493,0.389,0.717,0.534,0.566,0.302,0.396,0.619,0.599,0.615,0.417,0.376,0.39,0.627,0.548,0.55
76,0.354,0.036,0.048,0.151,0.164,0.058,0.132,0.052,0.084,0.071,0.049,0.231,0.771,0.544,0.322,0.637,0.412,0.165,0.406,0.223,0.146,0.305,0.854,0.461,0.406,0.685,0.372,0.655,0.731,0.479,0.904,0.764,0.769,0.327,0.331,0.348,0.52,0.489,0.491
77,0.341,0.073,0.071,0.159,0.169,0.061,0.101,0.062,0.069,0.069,0.072,0.198,0.739,0.542,0.303,0.674,0.468,0.185,0.471,0.24,0.135,0.261,0.804,0.432,0.393,0.757,0.514,0.563,0.31,0.387,0.62,0.583,0.593,0.429,0.369,0.386,0.694,0.632,0.633
78,0.318,0.07,0.073,0.136,0.144,0.053,0.094,0.064,0.071,0.064,0.062,0.254,0.767,0.515,0.291,0.641,0.432,0.174,0.439,0.224,0.124,0.261,0.803,0.456,0.396,0.724,0.567,0.554,0.282,0.407,0.625,0.604,0.616,0.426,0.382,0.399,0.684,0.609,0.612
79,0.343,0.074,0.08,0.153,0.166,0.073,0.125,0.055,0.069,0.059,0.06,0.21,0.753,0.545,0.328,0.658,0.443,0.16,0.429,0.218,0.132,0.27,0.828,0.458,0.373,0.756,0.636,0.606,0.593,0.41,0.468,0.472,0.481,0.314,0.273,0.285,0.525,0.451,0.453
80,0.347,0.082,0.087,0.136,0.151,0.056,0.121,0.063,0.059,0.065,0.061,0.255,0.786,0.532,0.306,0.618,0.378,0.171,0.426,0.227,0.119,0.238,0.861,0.492,0.401,0.708,0.698,0.524,0.451,0.385,0.537,0.552,0.566,0.389,0.361,0.378,0.598,0.534,0.535
81,0.342,0.079,0.085,0.139,0.162,0.046,0.087,0.056,0.079,0.077,0.064,0.206,0.732,0.526,0.272,0.681,0.432,0.199,0.485,0.255,0.143,0.278,0.772,0.428,0.41,0.704,0.586,0.561,0.281,0.408,0.576,0.601,0.614,0.447,0.404,0.423,0.61,0.551,0.552
82,0.333,0.045,0.055,0.151,0.162,0.051,0.085,0.059,0.074,0.08,0.053,0.211,0.73,0.522,0.273,0.683,0.426,0.19,0.462,0.25,0.147,0.3,0.764,0.444,0.411,0.653,0.403,0.588,0.286,0.439,0.835,0.706,0.707,0.368,0.339,0.352,0.529,0.469,0.47
83,0.354,0.066,0.068,0.149,0.159,0.059,0.127,0.069,0.073,0.065,0.061,0.217,0.762,0.547,0.321,0.647,0.433,0.179,0.442,0.227,0.129,0.257,0.845,0.446,0.405,0.709,0.528,0.568,0.462,0.397,0.636,0.588,0.595,0.368,0.329,0.344,0.733,0.663,0.664
84,0.374,0.058,0.06,0.163,0.176,0.08,0.17,0.053,0.071,0.048,0.048,0.188,0.751,0.563,0.359,0.661,0.449,0.167,0.412,0.205,0.117,0.256,0.852,0.421,0.405,0.659,0.536,0.571,1.0,0.387,0.672,0.604,0.614,0.354,0.319,0.334,0.536,0.501,0.501
