,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
16,0.358,0.045,0.041,0.138,0.145,0.062,0.111,0.055,0.063,0.085,0.085,0.168,0.713,0.546,0.3,0.701,0.464,0.188,0.42,0.248,0.143,0.231,0.779,0.407,0.448,0.67,0.341,0.577,0.433,0.33,0.831,0.694,0.702,0.35,0.32,0.333,0.492,0.479,0.476
17,0.353,0.05,0.045,0.116,0.129,0.065,0.125,0.062,0.06,0.082,0.076,0.172,0.707,0.535,0.31,0.707,0.452,0.169,0.387,0.228,0.137,0.219,0.757,0.412,0.437,0.74,0.38,0.601,0.572,0.31,0.61,0.538,0.546,0.283,0.25,0.262,0.357,0.377,0.373
18,0.355,0.053,0.048,0.127,0.129,0.071,0.113,0.059,0.062,0.086,0.083,0.156,0.714,0.558,0.317,0.7,0.48,0.182,0.409,0.243,0.139,0.23,0.797,0.427,0.445,0.681,0.407,0.572,0.432,0.329,0.716,0.595,0.608,0.359,0.31,0.327,0.463,0.504,0.5
19,0.348,0.043,0.043,0.123,0.138,0.064,0.111,0.055,0.059,0.083,0.085,0.193,0.729,0.535,0.299,0.685,0.474,0.191,0.416,0.238,0.138,0.227,0.781,0.397,0.459,0.628,0.358,0.58,0.433,0.331,0.863,0.645,0.655,0.328,0.287,0.303,0.396,0.385,0.383
20,0.352,0.044,0.041,0.131,0.141,0.063,0.105,0.058,0.063,0.088,0.089,0.158,0.707,0.549,0.304,0.707,0.482,0.191,0.427,0.247,0.145,0.234,0.777,0.411,0.447,0.66,0.337,0.587,0.325,0.331,0.832,0.639,0.649,0.307,0.277,0.292,0.381,0.374,0.372
21,0.33,0.045,0.043,0.122,0.127,0.052,0.102,0.053,0.061,0.075,0.079,0.241,0.746,0.505,0.278,0.666,0.439,0.177,0.405,0.229,0.14,0.234,0.758,0.401,0.437,0.684,0.364,0.611,0.439,0.351,0.828,0.652,0.663,0.313,0.283,0.299,0.41,0.405,0.402
22,0.364,0.058,0.05,0.128,0.131,0.072,0.123,0.054,0.057,0.084,0.087,0.156,0.707,0.551,0.312,0.707,0.463,0.174,0.405,0.242,0.138,0.231,0.779,0.41,0.43,0.741,0.419,0.57,0.554,0.327,0.629,0.579,0.584,0.344,0.304,0.317,0.364,0.421,0.416
23,0.347,0.045,0.038,0.146,0.138,0.05,0.105,0.055,0.057,0.084,0.086,0.235,0.745,0.51,0.269,0.668,0.422,0.187,0.418,0.243,0.144,0.219,0.763,0.389,0.447,0.652,0.34,0.593,0.383,0.328,0.914,0.775,0.782,0.413,0.383,0.396,0.591,0.587,0.587
24,0.326,0.046,0.037,0.147,0.142,0.063,0.108,0.05,0.048,0.074,0.079,0.252,0.753,0.501,0.287,0.658,0.401,0.152,0.353,0.219,0.117,0.192,0.761,0.446,0.431,0.776,0.352,0.534,0.499,0.292,0.675,0.568,0.576,0.32,0.285,0.3,0.35,0.376,0.377
25,0.357,0.05,0.047,0.138,0.146,0.066,0.104,0.058,0.064,0.086,0.088,0.148,0.712,0.565,0.313,0.702,0.482,0.197,0.427,0.254,0.133,0.235,0.805,0.434,0.461,0.64,0.385,0.524,0.325,0.335,0.823,0.677,0.685,0.374,0.347,0.364,0.474,0.479,0.477
26,0.343,0.039,0.039,0.119,0.129,0.066,0.106,0.057,0.07,0.078,0.08,0.175,0.719,0.544,0.308,0.695,0.484,0.195,0.415,0.237,0.14,0.253,0.783,0.417,0.47,0.626,0.32,0.591,0.428,0.364,0.828,0.655,0.664,0.31,0.274,0.289,0.373,0.419,0.414
27,0.319,0.052,0.046,0.125,0.13,0.068,0.098,0.053,0.048,0.08,0.075,0.243,0.749,0.508,0.29,0.663,0.41,0.173,0.382,0.222,0.117,0.204,0.766,0.471,0.453,0.699,0.405,0.527,0.376,0.308,0.704,0.615,0.623,0.378,0.338,0.354,0.465,0.544,0.538
28,0.345,0.05,0.044,0.139,0.139,0.068,0.112,0.056,0.059,0.08,0.078,0.208,0.745,0.538,0.307,0.667,0.443,0.175,0.391,0.233,0.128,0.214,0.807,0.44,0.448,0.674,0.398,0.549,0.475,0.321,0.727,0.611,0.622,0.356,0.306,0.322,0.435,0.45,0.447
29,0.358,0.048,0.044,0.152,0.152,0.068,0.109,0.058,0.055,0.091,0.086,0.145,0.728,0.583,0.336,0.685,0.472,0.19,0.407,0.249,0.132,0.227,0.851,0.483,0.467,0.632,0.383,0.53,0.344,0.331,0.643,0.466,0.481,0.255,0.229,0.243,0.253,0.262,0.259
30,0.348,0.056,0.044,0.158,0.151,0.063,0.1,0.05,0.049,0.077,0.083,0.215,0.724,0.51,0.265,0.69,0.431,0.187,0.432,0.249,0.134,0.214,0.739,0.385,0.433,0.738,0.362,0.538,0.399,0.31,0.813,0.654,0.664,0.387,0.355,0.366,0.48,0.49,0.488
31,0.319,0.053,0.047,0.132,0.145,0.064,0.085,0.047,0.052,0.081,0.081,0.236,0.755,0.519,0.287,0.655,0.437,0.172,0.401,0.234,0.125,0.217,0.792,0.46,0.429,0.738,0.394,0.534,0.248,0.331,0.709,0.592,0.6,0.353,0.33,0.349,0.427,0.426,0.423
32,0.347,0.043,0.044,0.129,0.135,0.064,0.102,0.056,0.063,0.088,0.084,0.142,0.701,0.559,0.315,0.713,0.494,0.199,0.441,0.245,0.143,0.24,0.784,0.433,0.451,0.648,0.337,0.584,0.317,0.337,0.89,0.705,0.717,0.345,0.317,0.335,0.4,0.414,0.409
33,0.335,0.047,0.044,0.121,0.123,0.068,0.115,0.05,0.055,0.081,0.087,0.217,0.721,0.505,0.288,0.692,0.427,0.175,0.385,0.222,0.121,0.213,0.73,0.407,0.455,0.703,0.37,0.545,0.499,0.308,0.69,0.598,0.603,0.349,0.31,0.322,0.408,0.426,0.422
34,0.326,0.049,0.041,0.12,0.112,0.068,0.104,0.058,0.052,0.085,0.08,0.191,0.723,0.532,0.315,0.691,0.445,0.173,0.384,0.222,0.124,0.208,0.77,0.481,0.451,0.717,0.363,0.559,0.354,0.301,0.652,0.575,0.582,0.32,0.283,0.299,0.326,0.395,0.394
35,0.351,0.045,0.044,0.129,0.134,0.075,0.104,0.056,0.065,0.085,0.081,0.116,0.685,0.57,0.324,0.728,0.491,0.194,0.436,0.248,0.142,0.243,0.783,0.45,0.445,0.691,0.332,0.573,0.386,0.334,0.809,0.655,0.663,0.344,0.308,0.324,0.411,0.444,0.439
36,0.346,0.041,0.042,0.128,0.135,0.074,0.103,0.056,0.066,0.087,0.087,0.158,0.732,0.575,0.331,0.681,0.511,0.191,0.427,0.244,0.15,0.257,0.844,0.448,0.447,0.639,0.34,0.615,0.346,0.377,0.767,0.587,0.598,0.278,0.242,0.256,0.313,0.323,0.32
37,0.316,0.039,0.036,0.124,0.132,0.059,0.093,0.051,0.06,0.076,0.078,0.234,0.75,0.516,0.293,0.662,0.441,0.174,0.392,0.224,0.135,0.247,0.779,0.454,0.444,0.678,0.318,0.603,0.359,0.373,0.714,0.545,0.558,0.241,0.215,0.229,0.293,0.287,0.287
38,0.342,0.056,0.049,0.125,0.116,0.073,0.108,0.055,0.056,0.09,0.082,0.144,0.707,0.563,0.333,0.707,0.48,0.179,0.398,0.234,0.129,0.22,0.796,0.475,0.45,0.721,0.407,0.551,0.373,0.311,0.656,0.557,0.566,0.346,0.302,0.318,0.46,0.506,0.505
39,0.329,0.04,0.036,0.122,0.124,0.056,0.107,0.053,0.055,0.075,0.075,0.275,0.773,0.499,0.279,0.634,0.42,0.175,0.39,0.222,0.129,0.208,0.787,0.407,0.449,0.657,0.33,0.581,0.502,0.328,0.905,0.724,0.73,0.343,0.307,0.322,0.517,0.502,0.5
40,0.326,0.042,0.036,0.131,0.132,0.071,0.098,0.056,0.053,0.082,0.076,0.19,0.725,0.535,0.31,0.689,0.451,0.175,0.379,0.228,0.121,0.207,0.776,0.472,0.462,0.686,0.325,0.531,0.346,0.3,0.768,0.65,0.66,0.345,0.305,0.324,0.406,0.455,0.449
41,0.377,0.045,0.041,0.149,0.145,0.081,0.127,0.058,0.056,0.093,0.088,0.105,0.702,0.596,0.348,0.712,0.489,0.19,0.42,0.251,0.137,0.233,0.837,0.454,0.452,0.674,0.336,0.546,0.497,0.327,0.769,0.581,0.592,0.294,0.255,0.271,0.369,0.405,0.401
42,0.358,0.05,0.047,0.128,0.138,0.066,0.108,0.057,0.062,0.088,0.086,0.15,0.708,0.558,0.309,0.706,0.485,0.193,0.425,0.25,0.142,0.24,0.79,0.414,0.454,0.648,0.388,0.568,0.379,0.34,0.78,0.584,0.592,0.317,0.279,0.295,0.402,0.393,0.392
43,0.364,0.041,0.041,0.122,0.129,0.064,0.113,0.056,0.065,0.09,0.089,0.175,0.751,0.577,0.325,0.66,0.433,0.199,0.436,0.252,0.148,0.231,0.874,0.492,0.456,0.623,0.331,0.587,0.396,0.35,0.837,0.657,0.669,0.333,0.29,0.306,0.389,0.387,0.385
44,0.315,0.044,0.038,0.136,0.127,0.055,0.091,0.05,0.052,0.083,0.084,0.274,0.785,0.512,0.29,0.619,0.412,0.163,0.368,0.224,0.132,0.211,0.827,0.483,0.443,0.675,0.373,0.589,0.266,0.341,0.836,0.736,0.743,0.403,0.392,0.408,0.567,0.558,0.557
45,0.347,0.047,0.043,0.146,0.142,0.057,0.105,0.054,0.058,0.083,0.082,0.238,0.761,0.523,0.282,0.649,0.435,0.185,0.409,0.242,0.144,0.222,0.806,0.407,0.452,0.643,0.378,0.595,0.452,0.342,0.847,0.728,0.737,0.395,0.364,0.379,0.563,0.552,0.551
46,0.345,0.048,0.046,0.136,0.137,0.062,0.102,0.052,0.061,0.092,0.092,0.154,0.698,0.545,0.303,0.716,0.469,0.186,0.423,0.244,0.142,0.237,0.761,0.429,0.44,0.694,0.364,0.582,0.32,0.331,0.854,0.676,0.687,0.374,0.35,0.365,0.479,0.493,0.489
47,0.326,0.043,0.042,0.137,0.134,0.058,0.1,0.051,0.055,0.079,0.079,0.246,0.751,0.505,0.281,0.661,0.427,0.161,0.375,0.226,0.13,0.209,0.764,0.424,0.429,0.72,0.366,0.575,0.402,0.316,0.573,0.467,0.476,0.249,0.217,0.232,0.277,0.269,0.267
48,0.339,0.045,0.038,0.131,0.135,0.068,0.11,0.055,0.058,0.081,0.074,0.206,0.745,0.539,0.315,0.667,0.45,0.172,0.379,0.229,0.125,0.207,0.808,0.458,0.454,0.686,0.352,0.546,0.504,0.31,0.776,0.614,0.624,0.338,0.289,0.306,0.427,0.457,0.453
49,0.362,0.038,0.04,0.132,0.144,0.07,0.112,0.06,0.069,0.086,0.082,0.134,0.712,0.579,0.33,0.702,0.5,0.195,0.426,0.249,0.152,0.251,0.825,0.436,0.458,0.631,0.317,0.61,0.453,0.358,0.852,0.69,0.698,0.325,0.284,0.3,0.409,0.423,0.418
50,0.329,0.045,0.043,0.132,0.133,0.058,0.093,0.053,0.053,0.083,0.082,0.248,0.755,0.508,0.272,0.655,0.428,0.182,0.409,0.236,0.126,0.214,0.776,0.421,0.445,0.67,0.361,0.534,0.282,0.327,0.825,0.611,0.621,0.336,0.298,0.313,0.394,0.385,0.383
51,0.309,0.045,0.043,0.116,0.126,0.065,0.091,0.054,0.058,0.071,0.07,0.232,0.727,0.495,0.278,0.687,0.439,0.175,0.399,0.219,0.126,0.217,0.721,0.426,0.439,0.703,0.358,0.575,0.39,0.316,0.785,0.608,0.615,0.337,0.299,0.314,0.343,0.399,0.393
52,0.351,0.052,0.046,0.128,0.133,0.067,0.106,0.056,0.062,0.09,0.085,0.148,0.71,0.562,0.32,0.704,0.48,0.185,0.414,0.245,0.138,0.234,0.798,0.446,0.447,0.681,0.389,0.563,0.366,0.332,0.75,0.621,0.629,0.354,0.318,0.335,0.42,0.456,0.45
53,0.347,0.049,0.047,0.128,0.132,0.064,0.096,0.054,0.076,0.087,0.086,0.138,0.707,0.57,0.319,0.707,0.496,0.199,0.431,0.252,0.157,0.276,0.806,0.45,0.462,0.633,0.381,0.623,0.308,0.39,0.75,0.611,0.622,0.336,0.311,0.326,0.42,0.46,0.453
54,0.333,0.054,0.046,0.133,0.134,0.072,0.115,0.053,0.051,0.077,0.072,0.218,0.747,0.53,0.315,0.665,0.434,0.154,0.365,0.218,0.124,0.205,0.797,0.465,0.422,0.792,0.41,0.569,0.575,0.308,0.606,0.551,0.558,0.342,0.291,0.306,0.448,0.483,0.481
55,0.347,0.049,0.045,0.134,0.136,0.067,0.105,0.053,0.057,0.09,0.09,0.165,0.708,0.543,0.303,0.707,0.471,0.184,0.423,0.243,0.136,0.226,0.768,0.42,0.435,0.707,0.362,0.56,0.335,0.32,0.818,0.638,0.651,0.365,0.329,0.346,0.42,0.437,0.432
56,0.362,0.047,0.042,0.148,0.151,0.065,0.121,0.056,0.058,0.079,0.078,0.196,0.748,0.552,0.312,0.664,0.435,0.193,0.401,0.242,0.132,0.217,0.831,0.441,0.481,0.591,0.39,0.545,0.584,0.327,0.764,0.595,0.601,0.304,0.264,0.277,0.361,0.354,0.352
57,0.326,0.051,0.044,0.123,0.124,0.063,0.094,0.043,0.057,0.086,0.084,0.234,0.732,0.499,0.267,0.681,0.429,0.179,0.404,0.233,0.138,0.229,0.733,0.406,0.443,0.693,0.383,0.592,0.361,0.336,0.809,0.673,0.68,0.388,0.363,0.377,0.53,0.53,0.525
58,0.347,0.044,0.04,0.132,0.141,0.065,0.11,0.059,0.063,0.08,0.083,0.186,0.733,0.547,0.311,0.68,0.468,0.189,0.389,0.238,0.135,0.224,0.804,0.427,0.486,0.566,0.393,0.567,0.414,0.329,0.816,0.598,0.609,0.302,0.258,0.273,0.359,0.357,0.355
59,0.359,0.064,0.06,0.139,0.146,0.056,0.105,0.054,0.058,0.089,0.091,0.183,0.724,0.541,0.287,0.69,0.425,0.205,0.453,0.254,0.149,0.238,0.784,0.428,0.453,0.634,0.477,0.587,0.349,0.345,0.665,0.497,0.505,0.336,0.306,0.32,0.346,0.374,0.371
60,0.353,0.051,0.047,0.13,0.131,0.066,0.105,0.056,0.063,0.088,0.084,0.145,0.706,0.561,0.316,0.708,0.481,0.186,0.417,0.247,0.142,0.235,0.792,0.439,0.446,0.672,0.392,0.575,0.376,0.332,0.753,0.615,0.625,0.351,0.315,0.332,0.423,0.459,0.454
61,0.331,0.046,0.041,0.122,0.133,0.064,0.097,0.059,0.055,0.081,0.077,0.206,0.734,0.528,0.296,0.679,0.454,0.176,0.388,0.234,0.128,0.217,0.778,0.438,0.454,0.676,0.366,0.547,0.348,0.32,0.783,0.639,0.647,0.353,0.31,0.326,0.426,0.455,0.452
62,0.348,0.047,0.04,0.155,0.154,0.07,0.101,0.055,0.051,0.089,0.084,0.179,0.733,0.554,0.312,0.68,0.439,0.178,0.389,0.247,0.125,0.205,0.815,0.483,0.458,0.697,0.351,0.506,0.323,0.301,0.714,0.574,0.583,0.323,0.282,0.299,0.341,0.351,0.348
63,0.332,0.048,0.041,0.137,0.137,0.057,0.098,0.054,0.054,0.079,0.083,0.252,0.763,0.512,0.279,0.647,0.424,0.177,0.393,0.235,0.129,0.217,0.791,0.429,0.45,0.667,0.377,0.549,0.349,0.335,0.866,0.722,0.73,0.409,0.378,0.394,0.549,0.541,0.54
64,0.347,0.048,0.044,0.135,0.136,0.066,0.101,0.054,0.052,0.09,0.087,0.161,0.716,0.555,0.312,0.698,0.465,0.18,0.406,0.246,0.124,0.216,0.795,0.456,0.443,0.694,0.368,0.504,0.288,0.309,0.634,0.441,0.455,0.251,0.227,0.243,0.257,0.25,0.248
65,0.305,0.046,0.042,0.119,0.122,0.05,0.079,0.047,0.06,0.08,0.082,0.256,0.75,0.494,0.269,0.662,0.431,0.171,0.397,0.226,0.143,0.24,0.746,0.441,0.431,0.696,0.37,0.633,0.212,0.363,0.854,0.66,0.672,0.343,0.327,0.343,0.438,0.429,0.427
66,0.337,0.044,0.039,0.128,0.138,0.07,0.107,0.056,0.054,0.079,0.077,0.212,0.741,0.529,0.303,0.671,0.443,0.17,0.371,0.23,0.122,0.201,0.788,0.445,0.458,0.688,0.355,0.53,0.446,0.3,0.759,0.604,0.611,0.32,0.277,0.292,0.374,0.396,0.392
67,0.363,0.045,0.042,0.133,0.135,0.067,0.115,0.06,0.064,0.085,0.084,0.143,0.7,0.557,0.312,0.714,0.465,0.188,0.409,0.249,0.143,0.241,0.78,0.426,0.46,0.649,0.357,0.574,0.443,0.338,0.751,0.616,0.627,0.334,0.289,0.307,0.401,0.425,0.421
68,0.35,0.048,0.042,0.131,0.139,0.063,0.101,0.056,0.062,0.083,0.082,0.137,0.704,0.568,0.32,0.71,0.477,0.189,0.425,0.249,0.148,0.262,0.8,0.461,0.445,0.683,0.349,0.594,0.366,0.369,0.6,0.444,0.455,0.229,0.202,0.215,0.227,0.234,0.232
69,0.347,0.055,0.05,0.129,0.132,0.072,0.099,0.057,0.064,0.085,0.08,0.14,0.71,0.57,0.324,0.704,0.487,0.193,0.429,0.248,0.142,0.241,0.81,0.462,0.45,0.674,0.404,0.573,0.33,0.342,0.706,0.591,0.601,0.343,0.312,0.329,0.483,0.511,0.506
70,0.363,0.046,0.045,0.138,0.146,0.066,0.108,0.056,0.076,0.085,0.087,0.125,0.701,0.576,0.321,0.713,0.497,0.196,0.429,0.256,0.156,0.267,0.808,0.431,0.457,0.638,0.364,0.609,0.396,0.374,0.771,0.611,0.622,0.327,0.294,0.31,0.37,0.39,0.386
71,0.351,0.05,0.044,0.135,0.133,0.065,0.105,0.052,0.058,0.091,0.091,0.156,0.706,0.55,0.306,0.709,0.466,0.188,0.42,0.246,0.138,0.234,0.776,0.433,0.448,0.681,0.367,0.561,0.33,0.33,0.825,0.681,0.692,0.392,0.35,0.368,0.484,0.516,0.51
72,0.344,0.043,0.041,0.13,0.14,0.062,0.101,0.054,0.067,0.091,0.088,0.162,0.726,0.564,0.322,0.687,0.465,0.192,0.41,0.243,0.14,0.253,0.821,0.475,0.468,0.609,0.359,0.576,0.298,0.368,0.816,0.633,0.643,0.344,0.308,0.323,0.396,0.419,0.415
73,0.368,0.052,0.046,0.117,0.114,0.08,0.121,0.06,0.057,0.092,0.086,0.111,0.715,0.603,0.36,0.7,0.484,0.185,0.411,0.247,0.132,0.234,0.861,0.498,0.45,0.681,0.389,0.534,0.434,0.334,0.726,0.606,0.617,0.348,0.307,0.324,0.464,0.544,0.537
74,0.366,0.052,0.05,0.132,0.141,0.066,0.114,0.058,0.066,0.089,0.088,0.147,0.711,0.564,0.312,0.703,0.486,0.195,0.442,0.252,0.147,0.246,0.802,0.409,0.441,0.682,0.383,0.583,0.421,0.35,0.787,0.582,0.597,0.321,0.283,0.299,0.423,0.409,0.408
75,0.354,0.044,0.04,0.139,0.145,0.081,0.113,0.061,0.054,0.092,0.087,0.133,0.72,0.587,0.347,0.694,0.478,0.188,0.401,0.241,0.135,0.237,0.846,0.492,0.469,0.617,0.362,0.56,0.354,0.341,0.762,0.56,0.568,0.282,0.249,0.263,0.315,0.338,0.337
76,0.363,0.048,0.045,0.135,0.14,0.067,0.114,0.055,0.066,0.084,0.084,0.137,0.698,0.562,0.314,0.716,0.469,0.193,0.416,0.25,0.142,0.244,0.785,0.429,0.464,0.642,0.375,0.568,0.484,0.341,0.733,0.617,0.627,0.332,0.291,0.307,0.394,0.419,0.415
77,0.333,0.043,0.041,0.129,0.13,0.061,0.104,0.052,0.056,0.077,0.079,0.237,0.743,0.506,0.278,0.67,0.434,0.171,0.392,0.23,0.134,0.21,0.755,0.401,0.436,0.702,0.35,0.583,0.458,0.313,0.842,0.678,0.687,0.338,0.312,0.327,0.45,0.474,0.468
78,0.345,0.055,0.051,0.131,0.137,0.059,0.1,0.055,0.058,0.086,0.087,0.172,0.713,0.541,0.296,0.701,0.457,0.188,0.435,0.245,0.137,0.234,0.772,0.429,0.432,0.707,0.398,0.559,0.302,0.334,0.746,0.554,0.563,0.319,0.291,0.308,0.379,0.373,0.372
79,0.329,0.046,0.04,0.136,0.136,0.067,0.102,0.052,0.049,0.086,0.081,0.207,0.739,0.533,0.311,0.673,0.421,0.154,0.361,0.228,0.119,0.201,0.792,0.504,0.427,0.773,0.361,0.522,0.352,0.299,0.675,0.571,0.579,0.331,0.3,0.316,0.358,0.401,0.395
80,0.332,0.042,0.041,0.129,0.138,0.064,0.107,0.054,0.059,0.079,0.077,0.227,0.748,0.521,0.297,0.664,0.43,0.175,0.381,0.225,0.133,0.218,0.785,0.442,0.459,0.651,0.364,0.591,0.482,0.328,0.798,0.622,0.632,0.338,0.292,0.308,0.403,0.434,0.429
81,0.347,0.05,0.042,0.137,0.143,0.073,0.105,0.056,0.053,0.087,0.086,0.189,0.749,0.56,0.32,0.663,0.437,0.174,0.386,0.242,0.124,0.214,0.845,0.492,0.451,0.69,0.383,0.512,0.346,0.323,0.714,0.605,0.614,0.343,0.308,0.324,0.391,0.419,0.415
82,0.356,0.045,0.042,0.13,0.139,0.071,0.103,0.056,0.058,0.092,0.086,0.122,0.704,0.582,0.33,0.711,0.506,0.201,0.448,0.252,0.137,0.237,0.819,0.451,0.449,0.657,0.33,0.544,0.317,0.333,0.819,0.665,0.675,0.35,0.317,0.335,0.419,0.44,0.434
83,0.326,0.047,0.036,0.128,0.127,0.071,0.098,0.055,0.044,0.087,0.076,0.194,0.728,0.534,0.31,0.686,0.448,0.172,0.377,0.228,0.119,0.199,0.778,0.482,0.456,0.698,0.346,0.522,0.333,0.29,0.816,0.615,0.624,0.343,0.301,0.319,0.437,0.46,0.457
84,0.336,0.043,0.041,0.137,0.145,0.069,0.099,0.054,0.052,0.087,0.087,0.181,0.723,0.542,0.306,0.691,0.45,0.171,0.382,0.238,0.121,0.219,0.784,0.46,0.448,0.719,0.341,0.508,0.277,0.317,0.764,0.647,0.655,0.361,0.332,0.347,0.39,0.437,0.43
