,"ex-en,en-en","ls-sto,sto-li",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,0.436,0.302,0.5479999999999999,0.478,0.485,0.33299999999999996,0.28800000000000003,0.303,0.299,0.298,0.301
1,0.624,0.0,0.526,0.473,0.47200000000000003,0.34600000000000003,0.316,0.318,0.265,0.23,0.23
2,0.527,0.78,0.619,0.495,0.498,0.221,0.19399999999999998,0.203,0.37,0.365,0.368
3,0.654,0.391,0.649,0.5,0.503,0.35700000000000004,0.26899999999999996,0.281,0.436,0.42700000000000005,0.43
4,0.5539999999999999,0.307,0.596,0.473,0.47700000000000004,0.28800000000000003,0.244,0.265,0.405,0.39899999999999997,0.4
5,0.5529999999999999,0.728,0.772,0.701,0.7020000000000001,0.34700000000000003,0.28,0.289,0.588,0.593,0.5920000000000001
6,0.602,0.33299999999999996,0.542,0.45899999999999996,0.456,0.27,0.245,0.254,0.43,0.41600000000000004,0.41600000000000004
7,0.47600000000000003,0.165,0.502,0.47,0.46799999999999997,0.331,0.29,0.302,0.446,0.435,0.435
8,0.5529999999999999,0.304,0.488,0.41600000000000004,0.414,0.272,0.22399999999999998,0.24,0.40299999999999997,0.402,0.396
9,0.496,0.157,0.647,0.475,0.479,0.41700000000000004,0.345,0.354,0.451,0.435,0.43799999999999994
10,0.56,0.071,0.56,0.589,0.586,0.524,0.488,0.49200000000000005,0.455,0.457,0.462
11,0.541,0.247,0.425,0.423,0.425,0.319,0.243,0.262,0.348,0.345,0.348
12,0.591,0.222,0.47600000000000003,0.489,0.48700000000000004,0.31,0.265,0.275,0.42700000000000005,0.44299999999999995,0.44299999999999995
13,0.462,0.124,0.581,0.479,0.48,0.243,0.23399999999999999,0.237,0.456,0.42700000000000005,0.428
14,0.579,0.14,0.561,0.428,0.42700000000000005,0.272,0.231,0.237,0.442,0.36200000000000004,0.363
15,0.47100000000000003,0.226,0.7709999999999999,0.597,0.605,0.401,0.306,0.325,0.48700000000000004,0.47100000000000003,0.474
16,0.602,0.127,0.615,0.46299999999999997,0.462,0.317,0.28300000000000003,0.292,0.433,0.419,0.42200000000000004
17,0.74,0.32,0.8029999999999999,0.628,0.629,0.301,0.29100000000000004,0.3,0.932,0.8079999999999999,0.807
18,0.552,0.735,0.79,0.6,0.622,0.233,0.198,0.204,0.652,0.586,0.59
19,0.606,0.42100000000000004,0.682,0.526,0.528,0.316,0.252,0.259,0.603,0.591,0.593
20,0.597,0.341,0.655,0.457,0.456,0.32299999999999995,0.284,0.301,0.636,0.617,0.618
21,0.552,0.47700000000000004,0.792,0.612,0.614,0.233,0.212,0.22,0.619,0.603,0.604
22,0.491,0.7,0.652,0.5589999999999999,0.561,0.24100000000000002,0.221,0.226,0.451,0.441,0.445
23,0.711,0.16,0.764,0.524,0.53,0.34,0.294,0.299,0.527,0.496,0.498
24,0.64,0.342,0.46399999999999997,0.436,0.43799999999999994,0.243,0.231,0.23600000000000002,0.295,0.294,0.298
25,0.505,0.532,0.765,0.648,0.65,0.255,0.22699999999999998,0.23199999999999998,0.491,0.47700000000000004,0.479
26,0.455,0.303,0.515,0.46299999999999997,0.46399999999999997,0.3,0.24,0.264,0.384,0.345,0.34700000000000003
27,0.631,0.317,0.648,0.546,0.547,0.368,0.294,0.31,0.43799999999999994,0.426,0.428
28,0.578,0.264,0.602,0.46399999999999997,0.46799999999999997,0.376,0.321,0.331,0.506,0.47100000000000003,0.47100000000000003
29,0.6459999999999999,0.374,0.727,0.573,0.585,0.308,0.292,0.293,0.52,0.488,0.48700000000000004
30,0.613,0.111,0.735,0.635,0.64,0.494,0.446,0.45,0.626,0.593,0.594
31,0.385,0.5379999999999999,0.795,0.698,0.7,0.36700000000000005,0.326,0.332,0.67,0.6509999999999999,0.65
32,0.5670000000000001,0.5579999999999999,0.684,0.5710000000000001,0.5760000000000001,0.239,0.214,0.221,0.40700000000000003,0.374,0.38
33,0.687,0.222,0.757,0.5720000000000001,0.575,0.289,0.26899999999999996,0.272,0.551,0.5489999999999999,0.5489999999999999
34,0.547,0.247,0.483,0.41,0.41100000000000003,0.3,0.266,0.27,0.386,0.37799999999999995,0.37799999999999995
35,0.56,0.247,0.46,0.384,0.38299999999999995,0.375,0.297,0.3,0.337,0.32,0.321
36,0.504,0.495,0.514,0.384,0.39,0.29100000000000004,0.233,0.23600000000000002,0.46299999999999997,0.452,0.452
37,0.5820000000000001,0.495,0.8009999999999999,0.589,0.591,0.20199999999999999,0.177,0.184,0.508,0.489,0.49200000000000005
38,0.513,0.332,0.5820000000000001,0.483,0.48700000000000004,0.322,0.27699999999999997,0.292,0.431,0.418,0.419
39,0.509,0.33,0.484,0.442,0.445,0.306,0.257,0.268,0.301,0.311,0.313
40,0.76,0.4,0.6920000000000001,0.5670000000000001,0.568,0.261,0.24100000000000002,0.247,0.851,0.8340000000000001,0.84
41,0.419,0.247,0.677,0.614,0.614,0.256,0.221,0.221,0.424,0.41,0.41200000000000003
42,0.6,0.129,0.637,0.509,0.507,0.341,0.289,0.29600000000000004,0.39299999999999996,0.381,0.379
43,0.617,0.5489999999999999,0.696,0.573,0.57,0.21100000000000002,0.204,0.204,0.568,0.536,0.54
44,0.513,0.41200000000000003,0.521,0.461,0.46299999999999997,0.18899999999999997,0.18,0.18600000000000003,0.38799999999999996,0.37200000000000005,0.374
45,0.547,0.247,0.614,0.46399999999999997,0.466,0.243,0.213,0.222,0.239,0.242,0.243
46,0.537,0.247,0.568,0.465,0.474,0.28,0.254,0.27,0.385,0.381,0.38
47,0.57,0.627,0.777,0.698,0.698,0.31,0.273,0.278,0.675,0.664,0.6659999999999999
48,0.644,0.552,0.47200000000000003,0.452,0.474,0.26,0.24,0.248,0.569,0.535,0.5429999999999999
49,0.626,0.27699999999999997,0.42100000000000004,0.441,0.43,0.301,0.272,0.27699999999999997,0.435,0.397,0.40299999999999997
50,0.631,0.484,0.703,0.6709999999999999,0.6709999999999999,0.223,0.212,0.21100000000000002,0.59,0.583,0.585
51,0.556,0.302,0.774,0.551,0.545,0.331,0.263,0.27399999999999997,0.47100000000000003,0.449,0.449
52,0.5760000000000001,0.522,0.634,0.501,0.502,0.293,0.23199999999999998,0.24600000000000002,0.565,0.562,0.565
53,0.498,0.573,0.69,0.5429999999999999,0.5429999999999999,0.223,0.188,0.19899999999999998,0.501,0.48100000000000004,0.48200000000000004
54,0.662,0.434,0.624,0.546,0.552,0.278,0.272,0.27899999999999997,0.465,0.48,0.474
55,0.507,0.163,0.466,0.46299999999999997,0.461,0.305,0.27699999999999997,0.28800000000000003,0.562,0.5589999999999999,0.5579999999999999
56,0.642,0.354,0.6,0.503,0.503,0.213,0.18600000000000003,0.188,0.565,0.43200000000000005,0.435
57,0.534,0.156,0.5529999999999999,0.456,0.457,0.305,0.268,0.28300000000000003,0.5660000000000001,0.546,0.547
58,0.601,0.156,0.5489999999999999,0.415,0.409,0.27399999999999997,0.233,0.239,0.43799999999999994,0.341,0.34
59,0.51,0.0,0.557,0.45399999999999996,0.45299999999999996,0.408,0.35600000000000004,0.363,0.521,0.496,0.496
60,0.5489999999999999,0.335,0.489,0.415,0.415,0.245,0.249,0.249,0.44299999999999995,0.42200000000000004,0.42200000000000004
61,0.598,0.096,0.511,0.461,0.461,0.41,0.34299999999999997,0.363,0.6679999999999999,0.381,0.382
62,0.624,0.319,0.547,0.514,0.514,0.39299999999999996,0.324,0.34299999999999997,0.584,0.581,0.58
63,0.631,0.5529999999999999,0.573,0.455,0.46299999999999997,0.252,0.221,0.22899999999999998,0.414,0.38,0.381
64,0.547,0.207,0.415,0.419,0.42,0.218,0.19399999999999998,0.2,0.386,0.418,0.41200000000000003
65,0.6,0.163,0.815,0.599,0.606,0.4,0.332,0.342,0.605,0.575,0.5760000000000001
66,0.574,0.5,0.66,0.563,0.569,0.249,0.221,0.23199999999999998,0.473,0.45899999999999996,0.462
67,0.354,0.42100000000000004,0.638,0.5770000000000001,0.581,0.20600000000000002,0.203,0.209,0.642,0.6509999999999999,0.65
68,0.633,0.41200000000000003,0.8140000000000001,0.551,0.55,0.23600000000000002,0.222,0.223,0.511,0.424,0.43
69,0.621,0.179,0.47600000000000003,0.44,0.44299999999999995,0.39299999999999996,0.319,0.33299999999999996,0.489,0.484,0.489
70,0.6990000000000001,0.247,0.633,0.414,0.418,0.325,0.273,0.28,1.0,1.0,1.0
71,0.595,0.35600000000000004,0.623,0.547,0.551,0.198,0.18100000000000002,0.185,0.528,0.535,0.536
72,0.47600000000000003,0.45399999999999996,0.627,0.613,0.613,0.235,0.192,0.196,0.455,0.374,0.376
73,0.6779999999999999,0.254,0.55,0.47700000000000004,0.483,0.228,0.251,0.25,0.376,0.35,0.35
74,0.655,0.736,0.36200000000000004,0.321,0.316,0.2,0.18600000000000003,0.185,0.28600000000000003,0.276,0.28
75,0.52,0.17600000000000002,0.5429999999999999,0.527,0.531,0.32899999999999996,0.27699999999999997,0.294,0.34700000000000003,0.306,0.3
76,0.56,0.124,0.537,0.45399999999999996,0.45299999999999996,0.36,0.331,0.33299999999999996,0.285,0.28800000000000003,0.287
77,0.594,0.561,0.524,0.46399999999999997,0.46399999999999997,0.258,0.218,0.225,0.442,0.428,0.429
78,0.462,0.247,0.703,0.578,0.5820000000000001,0.382,0.315,0.326,0.452,0.436,0.436
79,0.597,0.36200000000000004,0.551,0.488,0.489,0.32799999999999996,0.27699999999999997,0.28600000000000003,0.598,0.5760000000000001,0.5760000000000001
80,0.5489999999999999,0.489,0.588,0.47100000000000003,0.47200000000000003,0.293,0.23800000000000002,0.243,0.449,0.43200000000000005,0.434
81,0.5539999999999999,0.495,0.794,0.6809999999999999,0.682,0.231,0.217,0.22699999999999998,0.46399999999999997,0.452,0.452
82,0.43,0.154,0.521,0.48,0.483,0.33399999999999996,0.265,0.27,0.523,0.515,0.514
83,0.67,0.539,0.622,0.478,0.47,0.22899999999999998,0.225,0.226,0.429,0.4,0.402
84,0.452,0.376,0.545,0.45299999999999996,0.455,0.321,0.237,0.249,0.414,0.40700000000000003,0.409
85,0.542,0.581,0.5770000000000001,0.569,0.568,0.239,0.223,0.226,0.447,0.44799999999999995,0.446
86,0.621,0.499,0.564,0.515,0.52,0.255,0.21100000000000002,0.223,0.578,0.593,0.595
87,0.642,0.39899999999999997,0.5770000000000001,0.48100000000000004,0.48700000000000004,0.28,0.244,0.248,0.428,0.387,0.389
88,0.39799999999999996,0.728,0.649,0.599,0.599,0.336,0.292,0.295,0.519,0.493,0.49200000000000005
89,0.409,0.28,0.594,0.531,0.534,0.384,0.308,0.327,0.489,0.493,0.493
90,0.703,0.271,0.597,0.541,0.545,0.33299999999999996,0.27899999999999997,0.284,0.519,0.502,0.502
91,0.6890000000000001,0.455,0.7879999999999999,0.5870000000000001,0.595,0.342,0.254,0.268,0.546,0.522,0.519
92,0.495,0.198,0.551,0.46,0.45899999999999996,0.35600000000000004,0.292,0.307,0.517,0.5,0.503
93,0.565,0.5710000000000001,0.53,0.465,0.466,0.235,0.212,0.215,0.434,0.42100000000000004,0.424
94,0.511,0.365,0.735,0.596,0.598,0.293,0.275,0.27899999999999997,0.597,0.58,0.578
95,0.556,0.6659999999999999,0.5479999999999999,0.451,0.452,0.233,0.20199999999999999,0.213,0.28300000000000003,0.316,0.314
96,0.6679999999999999,0.223,0.745,0.5710000000000001,0.574,0.35600000000000004,0.32799999999999996,0.34,0.512,0.469,0.469
97,0.718,0.12,0.5760000000000001,0.507,0.516,0.38799999999999996,0.361,0.369,0.37,0.35700000000000004,0.363
98,0.583,0.386,0.8540000000000001,0.691,0.6970000000000001,0.247,0.225,0.22399999999999998,0.434,0.428,0.428
99,0.5820000000000001,0.182,0.289,0.312,0.317,0.34700000000000003,0.294,0.298,0.264,0.214,0.215
100,0.633,0.39399999999999996,0.6409999999999999,0.527,0.534,0.295,0.228,0.242,0.5,0.503,0.503
101,0.595,0.225,0.484,0.41600000000000004,0.41700000000000004,0.316,0.258,0.273,0.33799999999999997,0.316,0.318
102,0.6779999999999999,0.18899999999999997,0.575,0.525,0.525,0.384,0.341,0.355,0.402,0.40299999999999997,0.405
103,0.5539999999999999,0.124,0.79,0.642,0.648,0.442,0.348,0.376,0.48200000000000004,0.46799999999999997,0.47100000000000003
104,0.48200000000000004,0.642,0.637,0.521,0.523,0.293,0.239,0.251,0.43700000000000006,0.414,0.41700000000000004
105,0.556,0.124,0.6809999999999999,0.45,0.46,0.546,0.43799999999999994,0.442,0.511,0.501,0.502
106,0.48,0.247,0.62,0.542,0.5429999999999999,0.359,0.295,0.305,0.674,0.6609999999999999,0.6629999999999999
107,0.494,0.308,0.66,0.561,0.56,0.32299999999999995,0.259,0.272,0.6729999999999999,0.6629999999999999,0.6629999999999999
108,0.5489999999999999,0.405,0.59,0.467,0.47,0.321,0.24100000000000002,0.255,0.465,0.43799999999999994,0.441
109,0.527,0.4,0.441,0.387,0.391,0.263,0.21100000000000002,0.222,0.40299999999999997,0.385,0.389
110,0.441,0.221,0.39399999999999996,0.36200000000000004,0.36700000000000005,0.34700000000000003,0.29600000000000004,0.302,0.34700000000000003,0.303,0.304
111,0.595,0.293,0.7120000000000001,0.514,0.514,0.3,0.247,0.247,0.415,0.377,0.377
112,0.515,0.39899999999999997,0.46299999999999997,0.39899999999999997,0.406,0.318,0.24100000000000002,0.257,0.45,0.43799999999999994,0.441
113,1.0,0.368,0.63,0.501,0.499,0.33399999999999996,0.297,0.303,0.522,0.502,0.502
114,0.675,0.17800000000000002,0.581,0.48,0.483,0.381,0.325,0.331,0.327,0.331,0.327
115,0.516,0.42,0.49,0.389,0.389,0.309,0.259,0.259,0.45899999999999996,0.496,0.496
116,0.589,0.545,0.613,0.516,0.523,0.207,0.184,0.195,0.389,0.409,0.413
117,0.775,0.28300000000000003,0.758,0.6609999999999999,0.6609999999999999,0.43799999999999994,0.37200000000000005,0.386,0.8590000000000001,0.841,0.841
118,0.652,0.29600000000000004,0.447,0.428,0.428,0.327,0.284,0.29600000000000004,0.457,0.45799999999999996,0.46
119,0.654,0.637,0.715,0.5660000000000001,0.5670000000000001,0.209,0.205,0.21,0.45399999999999996,0.439,0.43700000000000006
120,0.529,0.139,0.621,0.5579999999999999,0.562,0.27399999999999997,0.23600000000000002,0.24600000000000002,0.26,0.267,0.263
121,0.478,0.121,0.519,0.426,0.42700000000000005,0.37799999999999995,0.317,0.32,0.38,0.385,0.385
122,0.735,0.11,0.6459999999999999,0.597,0.596,0.396,0.361,0.374,0.638,0.626,0.629
123,0.48100000000000004,0.376,0.6829999999999999,0.535,0.542,0.29100000000000004,0.244,0.256,0.512,0.48700000000000004,0.496
124,0.63,0.94,0.617,0.528,0.528,0.243,0.214,0.22,0.491,0.5,0.5
125,0.5539999999999999,0.135,0.539,0.489,0.486,0.349,0.306,0.325,0.397,0.38799999999999996,0.391
126,0.5660000000000001,0.461,0.639,0.499,0.503,0.395,0.322,0.337,0.435,0.42100000000000004,0.42200000000000004
127,0.556,0.441,0.526,0.455,0.45399999999999996,0.21100000000000002,0.203,0.20199999999999999,0.376,0.36,0.36
128,0.6659999999999999,0.396,0.6659999999999999,0.615,0.615,0.259,0.26,0.264,0.48700000000000004,0.496,0.49700000000000005
129,0.616,0.192,0.516,0.504,0.512,0.392,0.348,0.355,0.6659999999999999,0.431,0.434
130,0.518,0.33,0.595,0.47700000000000004,0.48200000000000004,0.385,0.32299999999999995,0.34,0.483,0.473,0.47200000000000003
131,0.519,0.54,0.48200000000000004,0.457,0.455,0.32,0.257,0.262,0.521,0.511,0.518
132,0.47600000000000003,0.256,0.588,0.562,0.5660000000000001,0.268,0.218,0.221,0.22,0.259,0.258
133,0.528,0.573,0.565,0.47100000000000003,0.47,0.23,0.19399999999999998,0.204,0.276,0.289,0.29100000000000004
134,0.441,0.501,0.617,0.56,0.562,0.28,0.24600000000000002,0.256,0.41700000000000004,0.428,0.429
135,0.588,0.315,0.696,0.565,0.5670000000000001,0.355,0.3,0.313,0.615,0.62,0.619
136,0.42100000000000004,0.141,0.706,0.5579999999999999,0.5579999999999999,0.27899999999999997,0.245,0.25,0.38299999999999995,0.36200000000000004,0.364
137,0.52,0.631,0.742,0.56,0.562,0.235,0.21,0.213,0.504,0.488,0.491
138,0.7090000000000001,0.731,0.648,0.441,0.444,0.45399999999999996,0.353,0.35200000000000004,1.0,1.0,1.0
139,0.509,0.13,0.6629999999999999,0.524,0.521,0.392,0.32799999999999996,0.34299999999999997,0.49200000000000005,0.46799999999999997,0.46799999999999997
140,0.5539999999999999,0.434,0.512,0.47200000000000003,0.469,0.179,0.175,0.177,0.245,0.248,0.253
141,0.5,0.48700000000000004,0.691,0.594,0.594,0.251,0.242,0.247,0.525,0.507,0.507
142,0.5589999999999999,0.376,0.715,0.575,0.5820000000000001,0.31,0.257,0.26899999999999996,0.52,0.514,0.515
143,0.633,0.382,0.5529999999999999,0.488,0.49200000000000005,0.327,0.256,0.267,0.47700000000000004,0.46,0.456
144,0.595,0.147,0.42,0.446,0.446,0.322,0.275,0.294,0.498,0.488,0.489
145,0.5489999999999999,0.303,0.516,0.501,0.502,0.303,0.259,0.27899999999999997,0.47700000000000004,0.46,0.46299999999999997
146,0.6579999999999999,0.132,0.644,0.516,0.521,0.37799999999999995,0.322,0.337,0.588,0.578,0.5760000000000001
147,0.653,0.17300000000000001,0.48100000000000004,0.456,0.466,0.34299999999999997,0.267,0.27399999999999997,0.486,0.431,0.43
148,0.47600000000000003,0.258,0.513,0.552,0.545,0.265,0.235,0.23800000000000002,0.39899999999999997,0.332,0.331
149,0.564,0.545,0.47,0.433,0.435,0.228,0.19,0.19699999999999998,0.324,0.321,0.324
