,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
26,chosensame/same82/same00651.png,125.064,19.026,17.205,15.652,35.128,17.117,39.319,36.346,32.14,20.809,25.495,56.223,97.165,153.17,221.531,143.014,57.559,44.181,87.0,288.043,201.062,111.018,90.272,76.007,23.022,0.908,0.496,0.402,0.768,0.372,0.623,1.21,0.439,-0.17399999499320984,0.296999990940094,0.787,0.622,0.628,0.243,0.269,0.279,0.605,0.479,0.481
27,chosensame/same82/same03811.png,130.246,19.105,22.627,20.809,42.048,26.173,45.541,43.012,27.074,25.632,29.069,43.417,82.298,161.623,222.612,139.918,54.452,45.277,87.0,296.243,209.344,121.017,88.566,79.101,21.095,0.94,0.489,0.389,0.832,0.48,0.49,1.104,0.37,-0.2409999966621399,0.3370000123977661,0.653,0.524,0.533,0.286,0.283,0.296,0.549,0.512,0.509
28,chosensame/same82/same02391.png,129.097,17.0,22.023,19.209,37.855,21.587,45.177,42.297,25.08,29.12,33.121,46.174,83.295,153.73,222.991,138.521,55.227,44.102,96.0,308.526,212.763,121.824,92.049,84.012,14.318,0.954,0.546,0.399,0.799,0.467,0.502,0.842,0.374,0.07900000363588333,0.3009999990463257,0.691,0.57,0.575,0.398,0.345,0.357,0.655,0.544,0.543
29,chosensame/same82/same00291.png,127.769,19.026,20.248,19.799,39.812,25.495,47.0,46.325,25.08,25.962,28.601,46.174,86.209,167.003,225.056,145.279,57.14,45.1,78.0,291.988,214.348,126.289,88.204,86.579,19.105,0.952,0.518,0.393,0.789,0.444,0.523,1.004,0.383,0.05700000002980232,0.38999998569488525,0.561,0.491,0.497,0.284,0.283,0.295,0.487,0.44,0.437
30,chosensame/same82/same02591.png,133.555,19.416,25.0,23.259,43.29,21.378,47.127,43.738,27.459,26.627,30.364,47.539,89.989,162.015,224.878,152.611,60.729,47.074,79.0,288.078,210.238,119.854,90.471,76.688,22.361,0.935,0.473,0.398,0.775,0.513,0.525,1.152,0.4,-0.38499999046325684,0.24799999594688416,0.496,0.432,0.437,0.26,0.259,0.271,0.426,0.334,0.336
31,chosensame/same82/same03191.png,122.691,18.111,19.416,17.692,38.639,23.77,45.011,43.417,25.08,25.962,28.018,45.1,80.306,161.003,215.188,140.289,55.082,44.102,60.0,263.919,204.189,120.071,84.214,81.498,18.111,0.949,0.506,0.393,0.801,0.421,0.536,1.0,0.373,0.16899999976158142,0.31200000643730164,0.622,0.53,0.537,0.288,0.285,0.298,0.485,0.426,0.424
32,chosensame/same82/same01401.png,132.242,19.105,23.345,21.633,42.012,18.028,51.478,51.157,28.284,22.472,26.926,50.636,93.744,158.07,231.51,144.534,56.719,45.011,81.0,290.291,209.404,119.067,90.449,77.162,26.077,0.905,0.488,0.392,0.794,0.5,0.56,1.365,0.405,0.10899999737739563,0.2639999985694885,0.578,0.478,0.483,0.253,0.256,0.267,0.408,0.354,0.355
33,chosensame/same82/same01501.png,127.098,19.105,17.029,14.56,39.459,19.416,50.99,45.177,26.476,21.541,30.48,53.759,89.269,143.293,223.376,133.195,52.393,44.147,108.0,313.014,205.022,117.273,88.685,78.026,23.087,0.918,0.545,0.393,0.843,0.358,0.606,1.208,0.4,0.024000000208616257,0.3310000002384186,0.828,0.68,0.683,0.273,0.28,0.293,0.563,0.462,0.465
34,chosensame/same82/same02281.png,126.115,21.378,20.616,20.125,36.222,23.022,44.272,43.417,26.476,25.239,27.514,46.325,82.462,163.713,227.741,145.523,57.28,46.098,79.0,285.035,206.814,116.966,90.028,80.753,16.279,0.908,0.493,0.394,0.805,0.442,0.515,0.761,0.362,0.04100000113248825,0.3100000023841858,0.553,0.475,0.48,0.279,0.273,0.289,0.46,0.37,0.37
35,chosensame/same82/same03391.png,125.3,19.235,14.142,15.524,39.0,25.179,66.94,66.03,25.495,26.0,31.385,42.202,85.329,163.884,222.686,127.816,50.961,41.485,90.0,294.065,204.534,118.207,86.885,79.31,16.279,0.918,0.484,0.399,0.814,0.358,0.486,0.846,0.383,0.2160000056028366,0.36399999260902405,0.822,0.665,0.667,0.288,0.28,0.293,0.492,0.403,0.405
36,chosensame/same82/same03651.png,128.269,18.248,19.849,18.868,43.105,26.019,48.765,46.0,23.345,27.731,31.623,42.953,80.062,161.298,219.986,137.481,52.173,44.911,72.0,277.13,205.526,120.416,85.329,77.318,18.248,0.934,0.479,0.379,0.861,0.431,0.503,1.0,0.364,0.10400000214576721,0.33399999141693115,0.615,0.502,0.509,0.297,0.275,0.289,0.517,0.431,0.429
37,chosensame/same82/same02431.png,128.472,17.117,16.971,15.652,49.0,28.018,49.041,46.098,27.166,26.401,29.155,43.417,92.542,166.208,220.302,141.283,58.694,42.755,61.0,269.602,208.777,129.19,79.762,80.306,26.077,0.948,0.483,0.415,0.728,0.382,0.544,1.523,0.42,-0.09700000286102295,0.25099998712539673,0.671,0.571,0.58,0.251,0.245,0.256,0.541,0.477,0.478
38,chosensame/same82/same00141.png,142.201,19.416,24.413,23.259,48.166,24.187,50.695,48.508,26.476,26.926,30.676,46.573,91.679,167.335,231.487,154.003,60.745,48.765,87.0,305.635,220.077,125.766,94.641,77.878,26.306,0.951,0.465,0.394,0.803,0.489,0.492,1.355,0.396,-0.16200000047683716,0.3619999885559082,0.482,0.436,0.445,0.27,0.259,0.27,0.438,0.356,0.357
39,chosensame/same82/same03641.png,125.16,20.1,14.142,15.232,42.048,28.018,49.649,48.0,24.187,25.942,29.732,43.738,81.744,163.783,220.966,135.713,54.129,42.72,72.0,275.96,204.299,121.264,83.361,79.228,20.224,0.925,0.484,0.399,0.789,0.344,0.525,1.006,0.37,0.0989999994635582,0.3140000104904175,0.732,0.614,0.622,0.276,0.261,0.274,0.536,0.438,0.439
40,chosensame/same82/same02771.png,116.914,18.682,21.401,19.698,28.636,20.1,43.324,39.623,29.12,24.207,28.46,50.596,95.189,167.631,228.002,144.544,58.189,45.607,92.0,292.33,201.854,113.772,88.323,85.159,10.296,0.885,0.508,0.403,0.784,0.451,0.573,0.551,0.417,-0.32100000977516174,0.24400000274181366,0.54,0.449,0.454,0.268,0.271,0.281,0.473,0.369,0.371
41,chosensame/same82/same03311.png,123.911,22.091,15.0,16.492,34.059,17.029,46.573,46.0,27.295,22.472,26.833,47.074,83.952,157.496,224.771,143.391,56.515,44.911,86.0,283.706,198.013,108.227,89.944,74.169,17.263,0.881,0.471,0.394,0.795,0.351,0.523,0.781,0.374,-0.13699999451637268,0.28600001335144043,0.77,0.609,0.615,0.289,0.283,0.298,0.458,0.371,0.372
42,chosensame/same82/same02911.png,123.584,17.263,14.866,14.866,36.125,22.561,46.325,44.181,28.284,22.847,29.155,48.052,84.528,155.769,227.343,129.294,54.342,41.231,98.0,298.429,200.639,113.004,88.284,77.104,18.111,0.883,0.495,0.42,0.759,0.361,0.544,1.049,0.372,0.15600000321865082,0.3310000002384186,0.81,0.636,0.64,0.286,0.288,0.3,0.566,0.449,0.452
43,chosensame/same82/same03201.png,124.145,21.024,15.652,15.0,41.195,23.345,47.043,46.872,24.021,26.571,27.785,44.011,80.0,155.631,217.147,137.033,56.036,41.012,91.0,297.204,206.293,123.329,83.024,82.152,20.025,0.95,0.528,0.409,0.732,0.374,0.53,0.952,0.368,-0.5979999899864197,0.3050000071525574,0.669,0.576,0.584,0.273,0.261,0.274,0.53,0.473,0.473
44,chosensame/same82/same04091.png,128.035,19.026,19.849,19.799,46.174,31.016,48.166,46.174,22.0,22.472,24.187,40.012,74.007,157.178,219.647,129.016,49.041,44.102,96.0,300.042,204.061,122.016,82.298,76.026,28.0,0.929,0.484,0.38,0.899,0.45,0.486,1.472,0.337,-0.32199999690055847,0.3440000116825104,0.672,0.516,0.52,0.276,0.27,0.282,0.588,0.55,0.55
45,chosensame/same82/same00571.png,126.151,15.033,17.493,15.556,46.325,22.472,43.0,41.761,33.136,22.136,26.907,51.157,109.225,156.627,221.057,136.528,57.219,41.049,97.0,302.036,205.526,125.447,80.225,79.404,30.265,0.93,0.507,0.419,0.717,0.403,0.638,2.013,0.494,-0.028999999165534973,0.2879999876022339,0.723,0.599,0.606,0.229,0.256,0.262,0.503,0.46,0.458
46,chosensame/same82/same02241.png,134.807,19.416,20.616,20.125,46.098,24.0,47.127,43.105,26.683,26.926,30.676,46.573,89.022,159.38,225.843,142.369,55.362,46.098,62.0,275.637,214.112,125.483,89.051,79.404,24.187,0.948,0.498,0.389,0.833,0.442,0.523,1.246,0.394,0.11500000208616257,0.3160000145435333,0.61,0.488,0.495,0.263,0.256,0.266,0.5,0.39,0.392
47,chosensame/same82/same01321.png,125.036,20.0,15.811,14.866,32.249,14.036,49.092,53.235,25.0,22.825,26.249,52.038,88.091,153.16,224.181,146.578,58.421,45.044,48.0,241.168,193.21,100.499,93.005,68.264,18.028,0.862,0.446,0.399,0.771,0.341,0.56,0.901,0.393,-0.3479999899864197,0.24699999392032623,0.798,0.676,0.678,0.298,0.293,0.307,0.468,0.381,0.383
48,chosensame/same82/same00371.png,118.258,17.263,20.0,18.788,31.145,23.0,43.966,40.112,27.459,26.926,29.732,47.539,87.321,167.61,230.673,139.463,56.045,44.147,72.0,269.904,198.595,111.647,87.321,80.505,10.44,0.861,0.48,0.402,0.788,0.439,0.544,0.605,0.379,-0.20000000298023224,0.2770000100135803,0.612,0.5,0.508,0.304,0.305,0.318,0.507,0.398,0.4
49,chosensame/same82/same02101.png,120.071,18.248,24.083,22.472,31.016,21.024,44.721,42.107,30.414,25.06,29.967,49.244,91.005,159.831,222.032,145.134,57.489,45.398,75.0,275.656,200.9,112.071,89.269,81.056,11.402,0.905,0.507,0.396,0.79,0.513,0.552,0.625,0.41,0.2290000021457672,0.28299999237060547,0.582,0.472,0.48,0.271,0.284,0.297,0.486,0.399,0.401
50,chosensame/same82/same01991.png,131.187,21.024,21.401,20.518,42.19,21.587,42.0,40.447,24.0,25.632,28.302,47.0,79.025,158.202,224.02,142.032,57.0,44.102,76.0,287.446,211.606,122.691,89.051,80.505,22.0,0.945,0.509,0.401,0.774,0.475,0.528,1.046,0.353,0.003000000026077032,0.32100000977516174,0.626,0.536,0.545,0.295,0.283,0.295,0.672,0.624,0.623
51,chosensame/same82/same03171.png,123.454,21.378,18.974,14.866,34.482,18.974,44.553,43.463,24.331,26.306,28.32,44.553,80.062,154.729,218.979,138.755,54.918,42.297,97.0,302.166,207.126,118.14,89.051,83.678,14.318,0.946,0.541,0.396,0.77,0.4,0.5,0.67,0.366,0.05299999937415123,0.3449999988079071,0.682,0.595,0.6,0.309,0.296,0.311,0.607,0.525,0.523
52,chosensame/same82/same03061.png,123.016,18.682,18.439,14.866,34.0,17.493,41.593,40.706,28.636,20.1,26.926,50.01,94.726,148.57,222.445,137.117,54.918,41.976,108.0,306.34,201.762,112.361,89.739,78.746,18.974,0.907,0.53,0.401,0.764,0.397,0.557,1.016,0.426,0.5080000162124634,0.3310000002384186,0.737,0.634,0.641,0.279,0.279,0.289,0.73,0.699,0.699
53,chosensame/same82/same01281.png,128.004,17.117,21.26,18.788,38.0,20.0,42.72,40.112,28.443,23.324,29.155,50.448,95.901,164.712,230.931,142.864,57.723,44.911,61.0,268.263,207.634,117.427,90.427,79.63,21.213,0.899,0.483,0.404,0.778,0.446,0.558,1.239,0.415,0.14000000059604645,0.21199999749660492,0.6,0.494,0.5,0.252,0.269,0.277,0.51,0.402,0.404
54,chosensame/same82/same01811.png,132.034,18.0,20.616,19.849,46.271,26.476,47.096,46.271,25.02,26.571,28.653,44.011,83.024,165.979,226.716,140.014,56.009,45.011,76.0,291.139,215.188,129.468,86.023,83.217,24.021,0.949,0.501,0.4,0.804,0.45,0.512,1.335,0.366,-0.3569999933242798,0.3089999854564667,0.626,0.529,0.537,0.296,0.278,0.292,0.547,0.509,0.508
55,chosensame/same82/same02141.png,127.566,20.1,16.553,14.422,38.639,24.739,59.008,58.694,25.179,27.659,30.232,44.102,84.214,159.201,220.002,134.134,55.036,41.012,93.0,301.803,209.16,120.208,89.14,81.615,16.031,0.951,0.513,0.41,0.745,0.378,0.495,0.798,0.383,-0.5139999985694885,0.32899999618530273,0.718,0.643,0.646,0.29,0.289,0.305,0.6,0.489,0.489
56,chosensame/same82/same00261.png,127.13,19.647,18.111,13.454,36.77,20.591,51.196,51.894,21.587,27.019,29.732,45.354,76.4,157.166,221.269,136.795,54.818,42.579,87.0,291.796,208.082,117.745,90.521,80.994,15.524,0.94,0.515,0.401,0.777,0.371,0.501,0.79,0.345,0.1770000010728836,0.414000004529953,0.671,0.595,0.598,0.322,0.305,0.319,0.585,0.552,0.553
57,chosensame/same82/same00391.png,118.068,17.464,22.204,20.591,32.14,23.0,43.417,41.195,27.659,25.942,31.016,45.607,87.801,169.098,228.232,140.186,56.045,43.738,73.0,271.662,199.271,113.534,86.122,81.394,10.77,0.873,0.481,0.4,0.78,0.489,0.53,0.617,0.385,-0.14300000667572021,0.27399998903274536,0.59,0.476,0.483,0.298,0.301,0.313,0.511,0.402,0.402
58,chosensame/same82/same00381.png,119.239,16.492,21.401,20.125,33.136,22.0,43.417,40.2,28.636,27.295,31.016,47.539,90.708,166.904,227.015,141.156,57.009,44.911,73.0,270.897,198.595,112.641,86.348,79.511,10.77,0.875,0.476,0.404,0.788,0.462,0.551,0.653,0.4,-0.12300000339746475,0.27000001072883606,0.604,0.49,0.498,0.295,0.297,0.31,0.546,0.426,0.427
59,chosensame/same82/same03781.png,119.05,16.279,15.62,15.232,34.234,27.019,45.222,42.0,25.318,26.926,29.12,44.147,80.808,162.361,220.239,136.499,54.129,44.385,50.0,251.676,202.092,117.516,84.929,83.295,12.649,0.918,0.513,0.397,0.82,0.348,0.52,0.777,0.367,-0.41600000858306885,0.328000009059906,0.698,0.583,0.588,0.302,0.298,0.312,0.533,0.433,0.433
60,chosensame/same82/same03451.png,134.937,20.396,23.854,22.825,47.096,26.173,53.759,51.971,22.804,26.926,29.833,42.059,82.28,166.481,232.775,143.59,56.921,45.122,85.0,293.874,210.04,122.053,88.6,75.133,25.08,0.902,0.451,0.396,0.793,0.517,0.475,1.23,0.353,-0.3149999976158142,0.2919999957084656,0.47,0.426,0.431,0.27,0.257,0.271,0.396,0.334,0.334
61,chosensame/same82/same03221.png,125.256,19.026,20.809,19.105,39.319,23.195,42.012,42.755,27.0,24.698,27.459,48.01,92.0,161.078,217.0,143.056,56.036,44.011,74.0,282.512,208.694,122.801,86.052,83.487,20.025,0.962,0.518,0.392,0.785,0.453,0.558,1.053,0.424,0.03700000047683716,0.28299999237060547,0.589,0.505,0.512,0.26,0.259,0.269,0.523,0.446,0.444
62,chosensame/same82/same02671.png,122.201,17.117,13.892,14.866,39.115,25.495,46.325,44.407,28.16,25.632,29.53,45.398,84.717,160.823,230.521,130.981,52.469,41.437,71.0,273.09,202.121,119.038,83.6,80.0,18.028,0.877,0.497,0.401,0.79,0.347,0.543,1.053,0.368,-0.017000000923871994,0.3540000021457672,0.79,0.65,0.655,0.268,0.272,0.285,0.514,0.47,0.467
63,chosensame/same82/same03831.png,126.0,19.026,20.616,19.209,41.195,27.166,47.518,46.174,29.0,24.352,27.785,45.011,87.0,164.985,222.092,142.127,54.037,45.1,73.0,280.002,207.002,122.102,85.094,81.006,21.024,0.932,0.491,0.38,0.835,0.442,0.529,1.105,0.392,-0.1899999976158142,0.35100001096725464,0.597,0.518,0.524,0.267,0.266,0.278,0.5,0.472,0.471
64,chosensame/same82/same02161.png,131.004,19.026,23.345,22.023,42.107,21.095,51.157,50.04,26.0,25.632,28.653,44.045,84.054,156.719,219.447,144.281,56.143,45.0,75.0,284.044,209.06,120.204,89.022,78.102,21.0,0.953,0.498,0.389,0.802,0.504,0.495,1.104,0.383,0.01600000075995922,0.27399998903274536,0.584,0.495,0.502,0.282,0.277,0.292,0.547,0.443,0.445
65,chosensame/same82/same04071.png,114.438,15.033,20.518,19.849,32.0,34.713,48.052,47.043,22.023,23.707,24.166,39.013,82.055,155.913,219.672,133.24,48.26,46.174,75.0,288.25,213.338,131.015,82.608,99.02,13.038,0.971,0.635,0.362,0.957,0.437,0.472,0.867,0.374,-0.012000000104308128,0.32899999618530273,0.645,0.501,0.505,0.313,0.3,0.312,0.454,0.442,0.441
