,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosensame/same658/kidjo06551.jpg,189.842,21.378,24.698,25.807,74.33,36.222,68.359,75.0,28.636,48.662,47.413,60.415,113.6,216.965,321.375,181.246,77.878,46.325,70.0,347.071,278.097,162.496,116.211,88.284,32.062,0.865,0.407,0.43,0.595,0.545,0.52,1.5,0.353,-0.21899999678134918,0.4740000069141388,0.492,0.457,0.459,0.32,0.253,0.268,0.291,0.296,0.298
1,chosensame/same658/kidjo06751.jpg,204.534,25.495,25.807,26.926,84.172,35.847,76.295,77.104,29.428,47.424,47.854,56.436,117.712,221.081,317.151,182.321,80.062,47.518,85.0,376.076,291.973,172.026,120.503,88.057,41.773,0.921,0.398,0.439,0.594,0.555,0.468,1.638,0.371,-0.23999999463558197,0.4620000123977661,0.522,0.48,0.48,0.32,0.244,0.257,0.291,0.291,0.294
2,chosensame/same658/kidjo07326.jpg,192.588,29.833,26.627,28.653,69.123,34.54,79.429,77.524,29.614,47.508,47.265,57.871,120.304,218.014,312.554,186.317,80.231,50.488,151.0,433.457,284.83,161.555,123.628,92.445,28.16,0.911,0.424,0.431,0.629,0.547,0.468,0.944,0.385,-0.12700000405311584,0.4230000078678131,0.474,0.437,0.438,0.33,0.25,0.265,0.289,0.286,0.289
3,chosensame/same658/kidjo04576.jpg,197.821,24.187,25.495,27.203,71.568,33.734,77.647,74.0,29.155,50.567,49.82,59.304,117.958,219.112,306.418,193.662,83.295,52.154,76.0,366.15,290.451,164.222,126.321,92.655,27.166,0.948,0.423,0.43,0.626,0.505,0.469,1.123,0.385,-0.45500001311302185,0.4819999933242798,0.523,0.489,0.491,0.347,0.273,0.288,0.343,0.34,0.343
4,chosensame/same658/kidjo03101.jpg,192.938,26.306,27.659,28.018,66.753,33.956,79.404,77.162,28.284,47.927,48.052,56.223,117.239,220.009,313.517,189.763,84.38,50.04,129.0,413.57,285.281,159.305,126.321,92.574,24.515,0.91,0.421,0.445,0.593,0.556,0.445,0.932,0.374,-0.12800000607967377,0.4180000126361847,0.532,0.49,0.491,0.349,0.275,0.291,0.35,0.339,0.343
5,chosensame/same658/kidjo06826.jpg,180.801,26.173,19.849,22.361,59.682,31.623,66.611,61.294,30.15,47.011,47.297,59.135,115.261,213.002,309.414,182.888,83.385,47.381,106.0,385.249,279.723,158.676,121.264,98.995,18.682,0.904,0.465,0.456,0.568,0.445,0.488,0.714,0.373,-0.1379999965429306,0.4399999976158142,0.638,0.573,0.576,0.358,0.281,0.298,0.318,0.316,0.319
6,chosensame/same658/kidjo02876.jpg,195.164,20.396,25.495,25.495,69.051,32.558,67.365,72.367,31.401,52.612,52.839,66.098,115.412,223.6,308.501,194.363,85.329,52.173,80.0,363.595,284.607,158.493,126.115,89.443,24.331,0.923,0.4,0.439,0.611,0.489,0.524,1.193,0.374,-0.10899999737739563,0.41999998688697815,0.477,0.514,0.513,0.368,0.299,0.315,0.405,0.403,0.406
7,chosensame/same658/kidjo08426.jpg,184.456,20.224,23.087,19.209,57.706,20.396,56.719,48.27,34.366,46.573,45.793,70.036,125.028,217.706,304.765,192.782,87.664,50.961,67.0,330.651,264.577,137.873,126.752,80.281,21.378,0.868,0.369,0.455,0.581,0.415,0.553,1.057,0.41,-0.2720000147819519,0.4399999976158142,0.628,0.608,0.609,0.347,0.295,0.308,0.579,0.582,0.585
8,chosensame/same658/kidjo01926.jpg,152.643,21.024,21.932,22.204,52.24,24.021,53.339,56.009,26.173,38.079,38.328,48.26,91.662,169.189,236.476,154.324,66.121,43.012,55.0,276.523,221.653,121.264,100.404,69.065,20.224,0.937,0.408,0.428,0.651,0.513,0.481,0.962,0.388,-0.37700000405311584,0.39399999380111694,0.588,0.582,0.583,0.402,0.332,0.35,0.466,0.455,0.459
9,chosensame/same658/kidjo07876.jpg,197.588,23.345,27.019,26.926,81.049,36.401,70.214,67.365,31.401,44.777,43.932,61.522,122.984,224.437,310.551,190.78,80.623,52.345,91.0,379.223,288.924,172.456,116.619,91.411,42.426,0.93,0.407,0.423,0.649,0.515,0.528,1.817,0.396,-0.07000000029802322,0.4410000145435333,0.457,0.428,0.43,0.305,0.232,0.244,0.304,0.303,0.306
