,filename,n-sto,sto-li,ps-pi1,ps-pi2,sn-sto,sn-c,or-pi1,or-pi2,cph-cph,sbal-ls1,sbal-ls2,al-al,ch-ch,go-go,zy-zy,ex-ex,en-en,ex-en,tn-n,tn-gn,n-gn,sn-gn,n-sn,sto-gn,ls-sto,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",DD,EOS,cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
0,chosensame/same149/same05361.png,96.509,16.125,18.358,21.401,33.061,16.125,41.773,44.721,17.464,18.028,17.029,35.44,66.219,113.088,182.694,118.6,48.508,31.953,63.0,212.042,149.482,86.209,63.789,53.151,20.025,0.818,0.47,0.409,0.659,0.622,0.556,1.242,0.362,0.39399999380111694,0.28600001335144043,0.567,0.572,0.584,0.404,0.372,0.388,0.639,0.548,0.549
1,chosensame/same149/same03931.png,94.53,16.125,21.401,21.213,28.071,18.111,44.102,48.094,19.105,20.248,20.809,36.346,73.335,136.781,185.691,131.746,51.352,39.459,53.0,203.553,150.748,84.291,66.483,56.223,13.038,0.812,0.411,0.39,0.768,0.54,0.547,0.809,0.395,0.7419999837875366,0.30000001192092896,0.602,0.583,0.595,0.437,0.38,0.395,0.699,0.635,0.636
2,chosensame/same149/same03621.png,98.02,20.025,19.849,21.932,34.059,18.974,42.012,48.01,16.0,18.358,17.493,34.132,64.125,116.927,187.297,119.206,46.098,33.377,81.0,237.053,156.08,92.439,64.125,58.421,20.025,0.833,0.5,0.387,0.724,0.626,0.532,1.0,0.342,0.2590000033378601,0.37299999594688416,0.59,0.578,0.587,0.414,0.37,0.388,0.651,0.574,0.578
3,chosensame/same149/same00881.png,104.173,20.0,19.209,22.627,39.0,19.416,43.046,48.01,18.028,20.616,20.125,32.14,67.119,123.0,190.919,126.396,49.092,35.511,70.0,232.009,162.012,97.082,65.276,58.138,22.0,0.849,0.473,0.388,0.723,0.589,0.492,1.1,0.352,0.27300000190734863,0.3569999933242798,0.573,0.565,0.575,0.416,0.363,0.379,0.658,0.6,0.603
4,chosensame/same149/same03971.png,100.319,16.031,18.439,19.416,35.511,17.088,42.107,46.174,22.023,17.692,15.652,39.013,84.054,128.658,188.024,124.145,49.041,35.014,55.0,211.533,156.719,91.924,65.031,56.436,25.08,0.834,0.439,0.395,0.714,0.541,0.6,1.564,0.447,0.3179999887943268,0.27000001072883606,0.665,0.614,0.626,0.36,0.33,0.347,0.577,0.51,0.511
5,chosensame/same149/same05411.png,94.048,16.0,18.601,22.627,30.594,16.155,36.014,42.048,19.105,17.029,11.662,38.21,74.545,109.444,183.614,117.427,46.174,32.985,61.0,207.155,146.219,82.735,64.07,52.24,22.023,0.796,0.477,0.393,0.714,0.625,0.596,1.376,0.406,0.009999999776482582,0.3019999861717224,0.563,0.59,0.601,0.356,0.371,0.39,0.657,0.582,0.585
6,chosensame/same149/same01721.png,150.615,23.195,18.788,18.439,59.034,36.222,66.272,73.164,28.16,31.623,31.385,51.624,102.108,189.156,285.96,173.277,71.568,45.044,95.0,339.511,245.098,153.47,92.195,94.53,33.015,0.857,0.5,0.413,0.629,0.413,0.56,1.423,0.357,0.5210000276565552,0.42899999022483826,0.692,0.602,0.601,0.342,0.284,0.296,0.449,0.389,0.391
7,chosensame/same149/same07061.png,90.094,18.111,13.601,17.0,25.0,14.765,36.497,42.426,17.029,21.26,16.763,35.0,67.007,104.12,173.289,116.039,48.042,31.064,58.0,201.249,144.156,79.404,65.376,54.406,11.18,0.832,0.523,0.414,0.647,0.493,0.535,0.617,0.387,-0.12800000607967377,0.27000001072883606,0.783,0.691,0.694,0.43,0.4,0.416,0.558,0.504,0.506
8,chosensame/same149/same06241.png,96.187,20.1,11.402,13.928,32.14,19.313,51.788,57.009,17.029,15.62,15.811,36.014,60.075,122.332,183.003,115.352,46.098,31.401,69.0,222.65,153.942,90.094,64.07,58.052,22.091,0.841,0.475,0.4,0.681,0.403,0.562,1.099,0.328,0.10400000214576721,0.3449999988079071,0.906,0.759,0.759,0.407,0.363,0.378,0.516,0.473,0.473
9,chosensame/same149/same05681.png,99.504,19.026,22.627,20.0,34.059,17.0,45.398,50.16,15.133,23.707,23.087,33.061,62.29,131.548,186.687,127.475,51.245,40.0,66.0,224.27,158.382,93.048,65.49,59.008,15.033,0.848,0.449,0.402,0.781,0.533,0.505,0.79,0.334,0.10999999940395355,0.3440000116825104,0.609,0.598,0.61,0.463,0.399,0.415,0.547,0.51,0.512
10,chosensame/same149/same01021.png,101.597,19.026,20.0,21.932,34.059,18.248,42.297,45.044,19.026,18.788,18.028,34.525,70.576,125.419,192.398,125.3,49.497,35.903,54.0,213.338,159.452,92.049,67.602,58.009,21.095,0.829,0.463,0.395,0.725,0.584,0.511,1.109,0.367,0.5519999861717224,0.32199999690055847,0.629,0.593,0.605,0.41,0.374,0.391,0.673,0.592,0.594
11,chosensame/same149/same02421.png,100.02,17.029,20.0,20.518,31.064,17.72,40.012,46.011,23.087,17.804,15.811,39.205,82.152,129.074,193.933,128.25,51.157,35.511,56.0,216.021,160.028,91.005,69.116,60.008,21.0,0.825,0.465,0.399,0.694,0.57,0.567,1.233,0.424,0.01899999938905239,0.3269999921321869,0.629,0.602,0.612,0.377,0.345,0.361,0.676,0.593,0.596
12,chosensame/same149/same03991.png,99.141,18.248,20.0,21.095,33.541,19.235,42.755,48.27,17.117,18.439,18.028,36.222,72.56,122.102,191.377,123.471,47.676,35.057,90.0,244.845,155.913,90.471,65.62,57.009,20.224,0.815,0.467,0.386,0.735,0.586,0.552,1.108,0.379,0.2800000011920929,0.3199999928474426,0.595,0.566,0.58,0.405,0.355,0.369,0.506,0.461,0.466
13,chosensame/same149/same01071.png,98.25,19.235,14.866,16.125,33.377,20.616,45.398,49.041,19.026,20.809,18.974,34.015,70.114,123.321,191.065,116.155,47.096,32.062,75.0,234.546,159.803,95.037,65.031,61.66,17.117,0.836,0.5,0.405,0.681,0.483,0.523,0.89,0.367,0.1459999978542328,0.37299999594688416,0.777,0.695,0.699,0.4,0.355,0.372,0.595,0.521,0.525
14,chosensame/same149/same01221.png,98.046,18.111,20.518,22.804,31.016,19.313,43.046,49.254,15.033,21.024,21.541,32.0,65.069,127.769,191.042,124.036,49.041,34.059,79.0,238.411,159.615,92.779,67.03,61.984,14.0,0.835,0.485,0.395,0.695,0.636,0.477,0.773,0.341,0.0820000022649765,0.40400001406669617,0.608,0.592,0.602,0.442,0.402,0.417,0.59,0.515,0.518
15,chosensame/same149/same02981.png,100.17,16.492,17.464,19.209,35.355,17.029,43.932,48.27,20.396,19.313,16.971,38.275,76.922,122.772,189.114,125.96,52.202,35.114,64.0,220.656,158.142,93.172,65.146,57.974,22.361,0.836,0.472,0.414,0.673,0.522,0.588,1.356,0.407,0.3869999945163727,0.3190000057220459,0.627,0.587,0.594,0.394,0.331,0.345,0.592,0.515,0.515
