,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
17,0.353,0.04,0.054,0.161,0.161,0.068,0.144,0.056,0.064,0.075,0.079,0.271,0.794,0.524,0.315,0.608,0.383,0.138,0.348,0.209,0.145,0.216,0.84,0.449,0.397,0.696,0.49,0.694,0.311,0.355,0.492,0.41,0.414,0.215,0.2,0.203,0.353,0.284,0.283
18,0.332,0.064,0.06,0.151,0.145,0.079,0.121,0.054,0.079,0.082,0.081,0.205,0.778,0.573,0.362,0.628,0.441,0.181,0.434,0.212,0.169,0.314,0.889,0.546,0.417,0.702,0.488,0.797,0.22,0.5,0.434,0.421,0.421,0.193,0.208,0.211,0.575,0.469,0.469
19,0.335,0.046,0.042,0.151,0.146,0.081,0.138,0.046,0.046,0.089,0.085,0.262,0.807,0.545,0.348,0.59,0.401,0.157,0.328,0.197,0.118,0.19,0.901,0.524,0.479,0.586,0.478,0.599,0.284,0.322,0.73,0.546,0.548,0.256,0.238,0.243,0.555,0.602,0.599
20,0.382,0.045,0.045,0.12,0.122,0.06,0.16,0.04,0.083,0.089,0.1,0.18,0.762,0.582,0.36,0.648,0.447,0.181,0.382,0.224,0.181,0.321,0.875,0.447,0.474,0.663,0.375,0.808,0.505,0.495,0.588,0.557,0.555,0.167,0.217,0.215,0.345,0.263,0.262
21,0.379,0.033,0.033,0.117,0.117,0.078,0.177,0.044,0.073,0.085,0.065,0.233,0.788,0.555,0.357,0.616,0.4,0.146,0.322,0.206,0.146,0.263,0.878,0.45,0.453,0.507,0.446,0.709,0.527,0.427,0.743,0.704,0.705,0.164,0.161,0.158,0.526,0.485,0.486
22,0.345,0.049,0.044,0.127,0.14,0.079,0.109,0.046,0.049,0.094,0.111,0.278,0.818,0.54,0.309,0.576,0.411,0.155,0.342,0.236,0.14,0.218,0.914,0.494,0.453,0.51,0.589,0.593,0.134,0.378,0.639,0.563,0.565,0.248,0.239,0.238,0.411,0.437,0.436
23,0.367,0.056,0.056,0.122,0.111,0.056,0.145,0.068,0.089,0.071,0.079,0.178,0.745,0.567,0.346,0.667,0.467,0.178,0.434,0.223,0.178,0.323,0.828,0.43,0.41,0.753,0.418,0.798,0.292,0.484,0.534,0.462,0.467,0.131,0.197,0.197,0.58,0.435,0.435
24,0.331,0.045,0.04,0.145,0.131,0.063,0.131,0.045,0.058,0.103,0.095,0.298,0.777,0.485,0.287,0.63,0.412,0.143,0.357,0.201,0.128,0.215,0.75,0.386,0.401,0.818,0.363,0.637,0.198,0.341,0.34,0.363,0.365,0.262,0.26,0.265,0.337,0.346,0.346
25,0.316,0.055,0.058,0.144,0.144,0.067,0.109,0.062,0.066,0.08,0.085,0.272,0.797,0.525,0.319,0.603,0.437,0.183,0.397,0.207,0.144,0.245,0.849,0.483,0.461,0.574,0.538,0.696,0.138,0.406,0.528,0.46,0.453,0.205,0.221,0.226,0.421,0.385,0.386
26,0.358,0.036,0.046,0.162,0.179,0.083,0.147,0.067,0.051,0.103,0.087,0.211,0.785,0.576,0.366,0.62,0.423,0.195,0.392,0.212,0.147,0.245,0.905,0.522,0.497,0.508,0.414,0.693,0.198,0.395,0.764,0.582,0.582,0.218,0.203,0.205,0.407,0.334,0.334
27,0.336,0.049,0.049,0.127,0.127,0.084,0.15,0.058,0.059,0.09,0.073,0.254,0.807,0.554,0.369,0.591,0.398,0.173,0.38,0.188,0.15,0.23,0.913,0.55,0.455,0.671,0.422,0.798,0.277,0.389,0.741,0.498,0.501,0.238,0.201,0.204,0.647,0.542,0.541
28,0.328,0.059,0.045,0.129,0.115,0.032,0.086,0.043,0.086,0.083,0.061,0.257,0.728,0.471,0.229,0.686,0.444,0.2,0.457,0.243,0.2,0.314,0.67,0.322,0.438,0.645,0.403,0.823,0.272,0.458,0.71,0.683,0.684,0.266,0.239,0.243,0.391,0.363,0.36
29,0.305,0.041,0.036,0.136,0.147,0.08,0.124,0.057,0.068,0.078,0.074,0.293,0.801,0.508,0.33,0.598,0.412,0.153,0.361,0.181,0.147,0.244,0.827,0.5,0.424,0.739,0.341,0.812,0.236,0.408,0.504,0.494,0.492,0.169,0.178,0.18,0.498,0.37,0.371
30,0.32,0.047,0.036,0.131,0.121,0.061,0.113,0.061,0.061,0.085,0.089,0.294,0.796,0.502,0.296,0.605,0.373,0.147,0.355,0.208,0.156,0.208,0.809,0.491,0.414,0.769,0.367,0.75,0.14,0.344,0.888,0.795,0.795,0.228,0.244,0.248,0.508,0.398,0.403
31,0.334,0.047,0.054,0.148,0.143,0.091,0.128,0.056,0.056,0.096,0.098,0.24,0.808,0.568,0.364,0.589,0.417,0.143,0.348,0.207,0.144,0.227,0.94,0.568,0.411,0.615,0.574,0.696,0.163,0.385,0.468,0.398,0.399,0.268,0.224,0.228,0.351,0.342,0.338
32,0.375,0.064,0.06,0.154,0.153,0.074,0.154,0.062,0.068,0.094,0.097,0.187,0.767,0.58,0.358,0.642,0.46,0.193,0.432,0.222,0.148,0.273,0.88,0.446,0.447,0.648,0.496,0.667,0.237,0.425,0.391,0.418,0.419,0.19,0.195,0.198,0.338,0.305,0.303
33,0.362,0.054,0.058,0.155,0.166,0.072,0.14,0.068,0.072,0.101,0.1,0.162,0.758,0.597,0.375,0.652,0.477,0.205,0.435,0.222,0.162,0.268,0.893,0.491,0.471,0.566,0.483,0.73,0.16,0.411,0.412,0.376,0.367,0.194,0.19,0.192,0.327,0.261,0.262
34,0.401,0.074,0.074,0.153,0.144,0.086,0.181,0.058,0.077,0.102,0.098,0.19,0.771,0.581,0.361,0.636,0.429,0.163,0.412,0.222,0.163,0.268,0.891,0.422,0.396,0.724,0.627,0.734,0.359,0.421,0.245,0.345,0.347,0.155,0.184,0.187,0.458,0.361,0.363
35,0.318,0.041,0.029,0.159,0.138,0.07,0.116,0.044,0.059,0.089,0.099,0.283,0.787,0.514,0.315,0.617,0.397,0.149,0.326,0.205,0.132,0.218,0.812,0.501,0.457,0.685,0.343,0.644,0.18,0.353,0.785,0.61,0.614,0.259,0.269,0.268,0.694,0.713,0.712
36,0.326,0.033,0.043,0.104,0.112,0.067,0.142,0.022,0.067,0.068,0.047,0.245,0.757,0.512,0.327,0.654,0.454,0.149,0.336,0.186,0.149,0.253,0.763,0.41,0.443,0.597,0.427,0.801,1.0,0.387,0.666,0.508,0.508,0.139,0.191,0.187,0.422,0.342,0.341
37,0.364,0.054,0.051,0.18,0.181,0.084,0.133,0.06,0.072,0.091,0.103,0.132,0.747,0.616,0.385,0.665,0.498,0.205,0.433,0.231,0.168,0.265,0.903,0.508,0.473,0.527,0.486,0.727,0.202,0.398,0.649,0.448,0.449,0.214,0.181,0.186,0.323,0.219,0.22
38,0.364,0.067,0.071,0.158,0.159,0.065,0.143,0.063,0.063,0.106,0.1,0.222,0.76,0.539,0.317,0.65,0.444,0.19,0.444,0.222,0.158,0.253,0.808,0.394,0.428,0.674,0.539,0.712,0.198,0.389,0.445,0.472,0.469,0.172,0.197,0.202,0.476,0.427,0.428
39,0.353,0.034,0.047,0.11,0.133,0.066,0.157,0.058,0.068,0.071,0.058,0.289,0.796,0.508,0.314,0.606,0.379,0.147,0.335,0.201,0.144,0.263,0.817,0.414,0.439,0.531,0.519,0.716,0.396,0.434,0.629,0.498,0.498,0.136,0.175,0.172,0.568,0.419,0.421
40,0.333,0.039,0.051,0.114,0.125,0.039,0.086,0.057,0.086,0.088,0.082,0.257,0.753,0.496,0.249,0.658,0.439,0.191,0.448,0.248,0.191,0.295,0.735,0.371,0.426,0.654,0.36,0.77,0.132,0.448,0.764,0.656,0.653,0.225,0.252,0.257,0.294,0.257,0.257
41,0.335,0.028,0.028,0.099,0.099,0.075,0.124,0.051,0.05,0.094,0.1,0.272,0.793,0.52,0.31,0.61,0.406,0.161,0.349,0.212,0.149,0.211,0.83,0.458,0.461,0.547,0.318,0.703,0.198,0.346,0.275,0.692,0.695,0.283,0.26,0.26,0.436,0.412,0.418
42,0.359,0.051,0.054,0.137,0.129,0.054,0.107,0.038,0.091,0.086,0.096,0.186,0.728,0.547,0.296,0.686,0.45,0.198,0.45,0.252,0.182,0.305,0.777,0.42,0.44,0.652,0.407,0.722,0.198,0.445,0.584,0.48,0.48,0.214,0.214,0.214,0.277,0.298,0.297
43,0.334,0.049,0.049,0.167,0.157,0.059,0.118,0.059,0.039,0.097,0.097,0.255,0.786,0.53,0.316,0.619,0.413,0.177,0.383,0.217,0.148,0.226,0.834,0.477,0.462,0.61,0.454,0.682,0.131,0.365,0.719,0.502,0.505,0.266,0.259,0.264,0.551,0.462,0.46
44,0.338,0.019,0.019,0.094,0.096,0.042,0.151,0.038,0.075,0.084,0.042,0.244,0.77,0.527,0.34,0.638,0.431,0.151,0.357,0.188,0.15,0.282,0.805,0.439,0.423,0.623,0.202,0.798,0.589,0.442,1.0,1.0,1.0,0.163,0.189,0.185,0.465,0.418,0.418
45,0.361,0.073,0.073,0.165,0.171,0.077,0.154,0.043,0.069,0.099,0.097,0.196,0.771,0.577,0.37,0.637,0.464,0.189,0.44,0.207,0.154,0.252,0.883,0.466,0.43,0.635,0.608,0.744,0.355,0.396,0.408,0.428,0.429,0.238,0.246,0.252,0.352,0.332,0.329
46,0.382,0.045,0.028,0.161,0.141,0.089,0.146,0.04,0.06,0.122,0.117,0.2,0.784,0.585,0.349,0.621,0.422,0.18,0.362,0.24,0.16,0.241,0.918,0.483,0.497,0.567,0.358,0.667,0.223,0.388,0.773,0.554,0.558,0.321,0.303,0.303,0.575,0.523,0.523
47,0.341,0.059,0.055,0.151,0.156,0.078,0.122,0.068,0.073,0.089,0.091,0.219,0.788,0.57,0.351,0.615,0.449,0.191,0.429,0.22,0.161,0.258,0.904,0.51,0.445,0.639,0.467,0.732,0.143,0.42,0.554,0.444,0.44,0.231,0.236,0.24,0.487,0.403,0.412
48,0.352,0.057,0.062,0.138,0.122,0.05,0.135,0.057,0.063,0.075,0.079,0.26,0.806,0.55,0.333,0.591,0.374,0.164,0.38,0.218,0.15,0.247,0.907,0.532,0.432,0.659,0.551,0.688,0.261,0.418,0.249,0.38,0.376,0.16,0.188,0.193,0.502,0.504,0.503
49,0.343,0.059,0.059,0.132,0.142,0.064,0.127,0.049,0.078,0.096,0.088,0.205,0.763,0.558,0.343,0.646,0.446,0.176,0.391,0.215,0.156,0.274,0.842,0.482,0.45,0.636,0.527,0.726,0.218,0.424,0.476,0.449,0.447,0.225,0.229,0.235,0.408,0.393,0.39
50,0.377,0.055,0.059,0.124,0.122,0.072,0.164,0.042,0.081,0.087,0.068,0.234,0.773,0.54,0.325,0.634,0.433,0.163,0.399,0.217,0.174,0.275,0.83,0.376,0.409,0.712,0.491,0.802,0.529,0.434,0.577,0.514,0.518,0.246,0.205,0.203,0.485,0.417,0.416
51,0.341,0.071,0.065,0.143,0.143,0.078,0.1,0.05,0.064,0.099,0.099,0.22,0.745,0.525,0.285,0.667,0.447,0.192,0.447,0.241,0.192,0.262,0.767,0.414,0.43,0.703,0.504,0.797,0.111,0.393,0.426,0.446,0.442,0.35,0.298,0.295,0.488,0.385,0.387
52,0.35,0.036,0.032,0.113,0.113,0.071,0.192,0.034,0.068,0.064,0.066,0.237,0.802,0.566,0.41,0.598,0.406,0.147,0.316,0.158,0.158,0.259,0.922,0.539,0.465,0.537,0.43,1.0,0.857,0.433,0.681,0.554,0.554,0.198,0.156,0.158,0.518,0.49,0.494
53,0.381,0.062,0.058,0.146,0.138,0.067,0.128,0.077,0.082,0.1,0.099,0.158,0.744,0.587,0.334,0.669,0.461,0.213,0.455,0.253,0.184,0.303,0.855,0.449,0.468,0.587,0.48,0.727,0.139,0.453,0.449,0.453,0.454,0.187,0.219,0.234,0.646,0.65,0.65
54,0.339,0.036,0.036,0.113,0.098,0.048,0.145,0.066,0.081,0.072,0.081,0.274,0.79,0.516,0.324,0.613,0.403,0.161,0.355,0.194,0.145,0.322,0.821,0.447,0.454,0.609,0.367,0.747,0.291,0.525,0.896,0.714,0.724,0.148,0.179,0.178,0.306,0.278,0.276
55,0.386,0.046,0.046,0.165,0.157,0.071,0.157,0.055,0.056,0.107,0.113,0.22,0.771,0.551,0.323,0.637,0.393,0.197,0.417,0.228,0.157,0.212,0.843,0.42,0.472,0.558,0.418,0.689,0.227,0.333,0.736,0.571,0.573,0.22,0.236,0.24,0.476,0.435,0.433
56,0.333,0.049,0.057,0.147,0.137,0.079,0.128,0.049,0.059,0.084,0.092,0.225,0.793,0.568,0.363,0.609,0.424,0.176,0.392,0.207,0.157,0.255,0.909,0.554,0.449,0.557,0.541,0.758,0.243,0.419,0.567,0.458,0.458,0.295,0.237,0.241,0.435,0.408,0.406
57,0.329,0.049,0.039,0.121,0.122,0.071,0.104,0.052,0.071,0.077,0.086,0.259,0.795,0.536,0.312,0.606,0.401,0.156,0.364,0.225,0.156,0.294,0.862,0.519,0.429,0.776,0.364,0.693,0.198,0.485,0.462,0.41,0.409,0.191,0.227,0.228,0.466,0.332,0.336
58,0.308,0.041,0.049,0.136,0.142,0.075,0.114,0.044,0.067,0.075,0.088,0.228,0.754,0.529,0.336,0.657,0.46,0.178,0.41,0.195,0.16,0.298,0.785,0.483,0.434,0.652,0.388,0.821,0.257,0.454,0.422,0.411,0.41,0.176,0.191,0.191,0.358,0.289,0.288
59,0.357,0.041,0.04,0.135,0.121,0.055,0.157,0.045,0.082,0.075,0.076,0.224,0.759,0.535,0.337,0.651,0.393,0.176,0.379,0.202,0.145,0.302,0.801,0.458,0.464,0.614,0.375,0.718,0.454,0.464,0.574,0.563,0.564,0.141,0.183,0.18,0.351,0.328,0.325
60,0.342,0.054,0.053,0.144,0.15,0.063,0.132,0.075,0.069,0.079,0.093,0.205,0.768,0.563,0.355,0.641,0.468,0.187,0.413,0.21,0.163,0.264,0.856,0.479,0.453,0.572,0.5,0.776,0.182,0.412,0.54,0.496,0.49,0.192,0.199,0.202,0.501,0.438,0.433
61,0.337,0.053,0.053,0.126,0.137,0.067,0.085,0.053,0.064,0.104,0.104,0.273,0.8,0.527,0.277,0.6,0.394,0.179,0.4,0.253,0.158,0.221,0.856,0.487,0.447,0.531,0.558,0.625,0.041,0.368,0.439,0.535,0.541,0.458,0.374,0.374,0.345,0.36,0.36
62,0.423,0.053,0.053,0.135,0.144,0.072,0.225,0.054,0.081,0.081,0.09,0.198,0.783,0.585,0.387,0.621,0.414,0.189,0.414,0.198,0.162,0.27,0.918,0.391,0.457,0.571,0.491,0.818,0.595,0.435,0.67,0.471,0.473,0.185,0.137,0.139,0.351,0.304,0.305
63,0.315,0.047,0.048,0.132,0.115,0.078,0.107,0.058,0.066,0.089,0.081,0.263,0.798,0.535,0.329,0.603,0.423,0.148,0.355,0.208,0.148,0.239,0.865,0.527,0.417,0.777,0.413,0.712,0.14,0.396,0.363,0.437,0.441,0.2,0.217,0.224,0.405,0.401,0.399
64,0.34,0.066,0.07,0.159,0.156,0.073,0.114,0.052,0.068,0.105,0.1,0.197,0.751,0.561,0.335,0.66,0.448,0.197,0.442,0.226,0.179,0.286,0.828,0.493,0.446,0.609,0.567,0.792,0.141,0.433,0.315,0.303,0.304,0.233,0.241,0.244,0.284,0.235,0.237
65,0.335,0.056,0.057,0.143,0.144,0.064,0.12,0.056,0.072,0.086,0.086,0.223,0.789,0.566,0.351,0.614,0.47,0.199,0.407,0.215,0.16,0.279,0.899,0.491,0.489,0.523,0.543,0.744,0.198,0.454,0.518,0.493,0.495,0.211,0.237,0.244,0.531,0.481,0.48
66,0.315,0.047,0.047,0.105,0.107,0.066,0.107,0.042,0.042,0.094,0.086,0.315,0.777,0.463,0.259,0.629,0.399,0.147,0.336,0.211,0.126,0.19,0.717,0.383,0.437,0.571,0.56,0.597,0.198,0.302,0.373,0.412,0.41,0.268,0.278,0.277,0.303,0.25,0.249
67,0.378,0.053,0.066,0.165,0.158,0.068,0.132,0.066,0.058,0.085,0.096,0.239,0.774,0.536,0.29,0.633,0.428,0.173,0.428,0.247,0.181,0.255,0.826,0.369,0.404,0.665,0.517,0.733,0.198,0.403,0.533,0.493,0.495,0.238,0.227,0.228,0.363,0.333,0.335
68,0.355,0.067,0.062,0.152,0.145,0.065,0.13,0.051,0.08,0.094,0.097,0.217,0.782,0.565,0.34,0.623,0.442,0.188,0.442,0.225,0.152,0.268,0.884,0.475,0.425,0.654,0.524,0.676,0.225,0.43,0.415,0.44,0.442,0.216,0.244,0.251,0.515,0.474,0.475
69,0.355,0.058,0.059,0.124,0.118,0.068,0.132,0.058,0.074,0.085,0.096,0.239,0.785,0.546,0.323,0.62,0.429,0.183,0.432,0.223,0.173,0.289,0.859,0.445,0.424,0.678,0.472,0.776,0.226,0.466,0.369,0.4,0.401,0.179,0.206,0.212,0.362,0.302,0.303
70,0.389,0.068,0.061,0.153,0.154,0.065,0.133,0.061,0.078,0.107,0.11,0.222,0.77,0.549,0.293,0.638,0.416,0.194,0.454,0.256,0.174,0.286,0.839,0.387,0.427,0.686,0.485,0.68,0.156,0.448,0.46,0.453,0.447,0.209,0.232,0.235,0.397,0.358,0.358
71,0.325,0.044,0.051,0.129,0.147,0.076,0.129,0.051,0.068,0.064,0.081,0.246,0.793,0.548,0.357,0.609,0.425,0.14,0.35,0.197,0.15,0.256,0.877,0.541,0.4,0.636,0.534,0.761,0.303,0.42,0.654,0.445,0.449,0.21,0.198,0.203,0.336,0.254,0.255
72,0.341,0.042,0.027,0.143,0.124,0.068,0.117,0.039,0.057,0.063,0.08,0.274,0.796,0.524,0.302,0.605,0.412,0.151,0.341,0.227,0.142,0.237,0.844,0.451,0.443,0.755,0.303,0.626,0.341,0.392,0.732,0.606,0.603,0.266,0.242,0.243,0.589,0.58,0.577
73,0.304,0.036,0.036,0.114,0.115,0.077,0.127,0.038,0.089,0.085,0.081,0.253,0.773,0.52,0.344,0.634,0.469,0.165,0.369,0.178,0.178,0.293,0.799,0.463,0.447,0.618,0.353,1.0,0.329,0.462,0.37,0.35,0.348,0.198,0.204,0.198,0.308,0.243,0.242
74,0.327,0.058,0.056,0.139,0.139,0.063,0.11,0.058,0.076,0.089,0.087,0.22,0.78,0.56,0.343,0.626,0.456,0.191,0.427,0.217,0.165,0.283,0.872,0.511,0.447,0.618,0.483,0.76,0.144,0.452,0.486,0.431,0.421,0.197,0.21,0.214,0.453,0.401,0.402
75,0.291,0.05,0.037,0.141,0.125,0.064,0.097,0.036,0.044,0.067,0.071,0.309,0.793,0.485,0.291,0.609,0.415,0.15,0.326,0.194,0.123,0.22,0.776,0.467,0.46,0.593,0.489,0.634,0.242,0.361,0.627,0.48,0.481,0.341,0.264,0.272,0.443,0.374,0.376
76,0.362,0.049,0.05,0.111,0.113,0.064,0.133,0.064,0.074,0.102,0.098,0.175,0.775,0.6,0.372,0.632,0.472,0.202,0.42,0.229,0.159,0.271,0.925,0.506,0.481,0.53,0.463,0.694,0.149,0.429,0.491,0.443,0.445,0.205,0.228,0.232,0.464,0.388,0.386
77,0.361,0.051,0.051,0.163,0.162,0.054,0.145,0.054,0.054,0.105,0.092,0.216,0.776,0.559,0.343,0.631,0.433,0.18,0.415,0.216,0.126,0.199,0.864,0.457,0.434,0.6,0.472,0.583,0.198,0.315,0.683,0.48,0.485,0.282,0.278,0.279,0.394,0.331,0.333
78,0.355,0.038,0.038,0.11,0.139,0.061,0.124,0.038,0.049,0.088,0.065,0.268,0.784,0.52,0.292,0.62,0.394,0.122,0.305,0.231,0.134,0.195,0.818,0.429,0.4,0.631,0.494,0.58,0.323,0.315,0.731,0.685,0.685,0.375,0.295,0.297,0.458,0.41,0.408
79,0.409,0.048,0.055,0.106,0.106,0.061,0.182,0.076,0.062,0.081,0.097,0.166,0.772,0.605,0.379,0.636,0.439,0.212,0.439,0.227,0.182,0.259,0.927,0.449,0.483,0.5,0.486,0.802,0.277,0.407,0.662,0.547,0.551,0.179,0.211,0.213,0.692,0.66,0.659
80,0.346,0.077,0.066,0.126,0.12,0.042,0.12,0.055,0.066,0.097,0.096,0.213,0.747,0.536,0.31,0.665,0.438,0.175,0.43,0.226,0.173,0.28,0.786,0.434,0.407,0.794,0.514,0.765,0.144,0.421,0.43,0.458,0.456,0.234,0.259,0.262,0.552,0.538,0.539
81,0.362,0.069,0.069,0.152,0.135,0.057,0.153,0.057,0.076,0.095,0.085,0.19,0.743,0.553,0.345,0.669,0.46,0.191,0.44,0.209,0.172,0.269,0.806,0.415,0.434,0.696,0.519,0.823,0.264,0.402,0.366,0.386,0.385,0.216,0.22,0.223,0.356,0.285,0.284
82,0.336,0.056,0.056,0.149,0.148,0.079,0.128,0.039,0.069,0.071,0.066,0.237,0.79,0.553,0.345,0.613,0.426,0.168,0.395,0.208,0.148,0.257,0.879,0.509,0.425,0.708,0.471,0.712,0.402,0.419,0.352,0.437,0.437,0.208,0.239,0.242,0.504,0.444,0.44
83,0.344,0.044,0.05,0.149,0.149,0.092,0.131,0.053,0.062,0.092,0.09,0.228,0.806,0.578,0.37,0.591,0.418,0.158,0.351,0.213,0.141,0.219,0.953,0.572,0.45,0.5,0.595,0.662,0.198,0.371,0.604,0.516,0.517,0.29,0.258,0.261,0.343,0.341,0.339
84,0.363,0.062,0.068,0.15,0.142,0.071,0.142,0.047,0.079,0.102,0.095,0.197,0.788,0.591,0.371,0.615,0.426,0.181,0.426,0.221,0.158,0.284,0.937,0.54,0.425,0.657,0.546,0.715,0.266,0.462,0.463,0.452,0.452,0.213,0.235,0.24,0.621,0.581,0.581
