,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
10,0.374,0.055,0.056,0.147,0.141,0.052,0.108,0.035,0.073,0.078,0.075,0.15,0.743,0.593,0.328,0.67,0.503,0.195,0.435,0.265,0.139,0.27,0.829,0.435,0.448,0.58,0.463,0.525,0.269,0.403,0.356,0.322,0.327,0.229,0.201,0.206,0.228,0.225,0.223
11,0.323,0.043,0.049,0.117,0.117,0.077,0.11,0.028,0.052,0.079,0.073,0.258,0.775,0.517,0.304,0.632,0.436,0.149,0.343,0.215,0.113,0.202,0.766,0.445,0.434,0.537,0.541,0.526,0.27,0.32,0.609,0.495,0.492,0.36,0.3,0.305,0.5,0.491,0.486
12,0.297,0.04,0.043,0.077,0.09,0.06,0.064,0.032,0.059,0.071,0.059,0.299,0.781,0.49,0.256,0.625,0.459,0.148,0.352,0.235,0.131,0.248,0.734,0.42,0.42,0.643,0.411,0.557,0.105,0.397,0.677,0.56,0.561,0.32,0.306,0.31,0.396,0.373,0.372
13,0.288,0.045,0.047,0.087,0.095,0.046,0.075,0.036,0.066,0.07,0.064,0.305,0.772,0.473,0.26,0.636,0.455,0.172,0.342,0.215,0.11,0.216,0.697,0.407,0.503,0.487,0.517,0.512,0.117,0.34,0.545,0.481,0.484,0.343,0.307,0.314,0.333,0.326,0.321
14,0.326,0.05,0.052,0.113,0.131,0.06,0.122,0.032,0.064,0.063,0.062,0.302,0.818,0.519,0.315,0.576,0.419,0.142,0.323,0.205,0.106,0.228,0.844,0.463,0.44,0.571,0.593,0.517,0.388,0.396,0.436,0.4,0.401,0.287,0.204,0.214,0.352,0.342,0.342
15,0.363,0.048,0.052,0.128,0.129,0.054,0.114,0.034,0.087,0.063,0.062,0.161,0.746,0.585,0.336,0.666,0.491,0.195,0.41,0.249,0.155,0.309,0.822,0.452,0.476,0.522,0.463,0.622,0.4,0.464,0.614,0.555,0.558,0.274,0.261,0.262,0.566,0.55,0.549
16,0.322,0.045,0.042,0.119,0.121,0.037,0.082,0.03,0.089,0.066,0.068,0.25,0.772,0.525,0.286,0.636,0.478,0.173,0.375,0.239,0.15,0.313,0.772,0.425,0.461,0.545,0.435,0.628,0.207,0.492,0.672,0.562,0.561,0.285,0.275,0.278,0.552,0.542,0.542
17,0.299,0.039,0.046,0.116,0.116,0.069,0.094,0.032,0.056,0.071,0.067,0.282,0.776,0.495,0.29,0.631,0.429,0.156,0.343,0.206,0.124,0.215,0.734,0.457,0.455,0.526,0.489,0.602,0.21,0.341,0.67,0.564,0.564,0.325,0.293,0.299,0.393,0.368,0.366
18,0.335,0.057,0.059,0.139,0.13,0.057,0.074,0.049,0.074,0.077,0.08,0.195,0.748,0.554,0.293,0.663,0.51,0.18,0.417,0.261,0.132,0.246,0.783,0.429,0.432,0.639,0.475,0.506,0.089,0.371,0.536,0.485,0.483,0.364,0.323,0.33,0.417,0.387,0.385
19,0.319,0.05,0.034,0.143,0.125,0.076,0.096,0.039,0.047,0.08,0.084,0.225,0.762,0.539,0.318,0.647,0.435,0.141,0.302,0.225,0.122,0.188,0.78,0.513,0.467,0.642,0.438,0.542,0.129,0.291,0.714,0.637,0.639,0.444,0.37,0.375,0.67,0.617,0.619
20,0.319,0.061,0.038,0.119,0.117,0.05,0.102,0.05,0.067,0.075,0.069,0.235,0.756,0.521,0.304,0.655,0.454,0.151,0.353,0.218,0.117,0.252,0.744,0.445,0.428,0.631,0.49,0.537,0.168,0.385,0.611,0.577,0.579,0.259,0.236,0.238,0.467,0.453,0.455
21,0.348,0.044,0.044,0.106,0.088,0.071,0.106,0.02,0.062,0.1,0.098,0.235,0.785,0.558,0.317,0.619,0.436,0.186,0.385,0.243,0.119,0.267,0.844,0.484,0.483,0.507,0.44,0.49,0.235,0.431,0.526,0.524,0.524,0.294,0.298,0.295,1.0,1.0,1.0
22,0.324,0.038,0.044,0.128,0.127,0.047,0.095,0.034,0.084,0.07,0.045,0.254,0.774,0.527,0.297,0.633,0.42,0.158,0.364,0.233,0.138,0.282,0.78,0.486,0.434,0.62,0.394,0.592,0.336,0.445,0.559,0.498,0.505,0.236,0.225,0.231,0.385,0.373,0.371
23,0.354,0.049,0.047,0.126,0.125,0.044,0.118,0.038,0.081,0.058,0.058,0.243,0.796,0.553,0.317,0.605,0.45,0.177,0.376,0.236,0.133,0.266,0.856,0.442,0.471,0.516,0.495,0.564,0.389,0.44,0.587,0.53,0.529,0.285,0.257,0.263,0.493,0.503,0.502
24,0.34,0.051,0.051,0.103,0.104,0.056,0.079,0.047,0.071,0.064,0.071,0.174,0.742,0.568,0.309,0.671,0.498,0.181,0.403,0.26,0.118,0.229,0.792,0.464,0.449,0.573,0.464,0.454,0.118,0.341,0.559,0.527,0.526,0.343,0.313,0.317,0.489,0.486,0.485
25,0.333,0.053,0.049,0.112,0.11,0.048,0.099,0.039,0.08,0.059,0.074,0.235,0.783,0.549,0.314,0.622,0.413,0.156,0.375,0.235,0.141,0.289,0.827,0.523,0.416,0.719,0.429,0.6,0.254,0.465,0.594,0.494,0.483,0.244,0.231,0.233,0.46,0.458,0.447
26,0.306,0.041,0.048,0.126,0.122,0.056,0.108,0.029,0.055,0.069,0.057,0.286,0.81,0.524,0.326,0.586,0.385,0.122,0.283,0.202,0.113,0.219,0.837,0.569,0.431,0.549,0.627,0.559,0.353,0.374,0.501,0.461,0.465,0.232,0.257,0.261,0.408,0.395,0.393
27,0.312,0.044,0.048,0.091,0.089,0.066,0.078,0.029,0.068,0.084,0.074,0.287,0.786,0.501,0.267,0.619,0.439,0.146,0.338,0.236,0.118,0.226,0.757,0.433,0.432,0.581,0.511,0.5,0.075,0.365,0.564,0.501,0.501,0.393,0.372,0.372,0.481,0.402,0.402
28,0.33,0.043,0.056,0.135,0.153,0.068,0.089,0.044,0.05,0.078,0.067,0.214,0.75,0.541,0.301,0.661,0.439,0.165,0.406,0.244,0.143,0.221,0.766,0.483,0.406,0.634,0.446,0.586,0.134,0.334,0.385,0.254,0.257,0.228,0.187,0.189,0.146,0.114,0.114
29,0.361,0.048,0.055,0.14,0.142,0.051,0.101,0.034,0.096,0.065,0.063,0.156,0.741,0.585,0.326,0.672,0.498,0.197,0.442,0.26,0.152,0.322,0.816,0.45,0.446,0.608,0.406,0.585,0.336,0.479,0.577,0.514,0.522,0.258,0.248,0.252,0.475,0.468,0.466
30,0.309,0.048,0.038,0.104,0.103,0.051,0.087,0.034,0.068,0.086,0.077,0.291,0.787,0.497,0.274,0.616,0.428,0.154,0.36,0.222,0.137,0.274,0.756,0.439,0.428,0.631,0.417,0.617,0.168,0.445,0.743,0.713,0.712,0.268,0.285,0.288,0.389,0.378,0.377
31,0.373,0.05,0.053,0.127,0.125,0.048,0.122,0.032,0.079,0.073,0.072,0.184,0.773,0.59,0.339,0.634,0.476,0.193,0.421,0.251,0.134,0.275,0.872,0.456,0.458,0.557,0.452,0.534,0.394,0.434,0.511,0.458,0.485,0.276,0.25,0.263,0.462,0.468,0.46
32,0.319,0.058,0.052,0.118,0.105,0.048,0.096,0.023,0.071,0.058,0.062,0.278,0.784,0.51,0.287,0.62,0.442,0.176,0.376,0.223,0.107,0.223,0.771,0.432,0.468,0.503,0.585,0.48,0.35,0.36,0.504,0.453,0.457,0.388,0.325,0.332,0.386,0.357,0.358
33,0.302,0.034,0.053,0.11,0.113,0.06,0.08,0.027,0.048,0.076,0.06,0.322,0.793,0.475,0.253,0.609,0.406,0.144,0.336,0.227,0.108,0.192,0.73,0.429,0.429,0.543,0.524,0.476,0.168,0.315,0.571,0.455,0.458,0.495,0.452,0.453,0.446,0.406,0.407
34,0.31,0.042,0.053,0.119,0.119,0.061,0.075,0.044,0.044,0.086,0.075,0.28,0.797,0.517,0.282,0.605,0.43,0.162,0.369,0.236,0.103,0.192,0.801,0.481,0.439,0.599,0.461,0.436,0.057,0.317,0.605,0.561,0.563,0.316,0.298,0.299,0.522,0.517,0.516
35,0.322,0.052,0.052,0.116,0.116,0.042,0.087,0.039,0.067,0.067,0.055,0.265,0.779,0.514,0.279,0.627,0.436,0.162,0.363,0.236,0.12,0.236,0.768,0.44,0.446,0.599,0.505,0.508,0.211,0.376,0.535,0.466,0.466,0.297,0.258,0.261,0.468,0.457,0.457
36,0.297,0.048,0.042,0.104,0.091,0.044,0.082,0.031,0.044,0.075,0.084,0.324,0.815,0.494,0.28,0.579,0.339,0.168,0.35,0.217,0.113,0.172,0.799,0.584,0.48,0.5,0.506,0.521,0.108,0.297,0.6,0.616,0.611,0.447,0.396,0.408,0.65,0.585,0.587
37,0.344,0.049,0.045,0.133,0.133,0.05,0.088,0.04,0.08,0.065,0.072,0.159,0.724,0.565,0.309,0.69,0.492,0.186,0.407,0.256,0.146,0.292,0.767,0.449,0.457,0.608,0.392,0.57,0.185,0.423,0.649,0.577,0.575,0.326,0.296,0.302,0.462,0.451,0.448
38,0.336,0.048,0.057,0.126,0.121,0.046,0.098,0.036,0.076,0.058,0.057,0.255,0.78,0.537,0.3,0.625,0.459,0.182,0.41,0.239,0.132,0.293,0.804,0.438,0.444,0.575,0.473,0.552,0.271,0.469,0.501,0.455,0.459,0.222,0.208,0.213,0.389,0.356,0.358
39,0.307,0.053,0.051,0.138,0.137,0.057,0.069,0.033,0.071,0.074,0.064,0.231,0.751,0.521,0.282,0.661,0.49,0.184,0.401,0.24,0.127,0.254,0.738,0.437,0.459,0.553,0.481,0.529,0.097,0.384,0.549,0.489,0.488,0.399,0.347,0.357,0.44,0.441,0.438
40,0.316,0.047,0.047,0.15,0.151,0.059,0.099,0.038,0.038,0.088,0.089,0.297,0.799,0.508,0.291,0.602,0.405,0.163,0.343,0.217,0.103,0.175,0.79,0.474,0.475,0.538,0.505,0.475,0.102,0.291,0.55,0.494,0.507,0.323,0.323,0.335,0.434,0.428,0.427
41,0.35,0.063,0.059,0.15,0.143,0.055,0.089,0.041,0.069,0.07,0.076,0.177,0.738,0.56,0.3,0.675,0.497,0.191,0.418,0.261,0.124,0.247,0.777,0.425,0.457,0.572,0.526,0.475,0.168,0.366,0.515,0.473,0.481,0.348,0.305,0.32,0.407,0.388,0.386
42,0.364,0.048,0.044,0.119,0.119,0.053,0.126,0.026,0.08,0.061,0.059,0.198,0.767,0.569,0.331,0.642,0.489,0.179,0.384,0.238,0.132,0.285,0.83,0.419,0.466,0.558,0.434,0.555,0.555,0.444,0.576,0.535,0.534,0.256,0.246,0.246,0.463,0.446,0.446
43,0.314,0.034,0.036,0.117,0.113,0.051,0.084,0.032,0.064,0.068,0.051,0.289,0.811,0.522,0.291,0.586,0.394,0.12,0.289,0.233,0.113,0.241,0.834,0.53,0.415,0.636,0.432,0.485,0.252,0.411,0.706,0.669,0.671,0.271,0.291,0.288,0.506,0.501,0.502
44,0.334,0.038,0.043,0.13,0.132,0.063,0.152,0.015,0.061,0.082,0.075,0.212,0.751,0.538,0.358,0.661,0.463,0.159,0.342,0.183,0.114,0.213,0.762,0.445,0.465,0.587,0.409,0.623,0.929,0.322,0.606,0.554,0.556,0.437,0.289,0.297,0.533,0.512,0.509
45,0.317,0.039,0.044,0.114,0.108,0.081,0.102,0.036,0.045,0.1,0.088,0.298,0.822,0.528,0.314,0.57,0.364,0.105,0.247,0.228,0.123,0.16,0.867,0.585,0.425,0.476,0.783,0.539,0.117,0.281,0.627,0.577,0.578,0.416,0.41,0.406,0.515,0.521,0.516
46,0.312,0.071,0.064,0.137,0.138,0.044,0.059,0.037,0.072,0.072,0.071,0.237,0.771,0.536,0.283,0.636,0.49,0.189,0.42,0.253,0.124,0.274,0.789,0.457,0.45,0.573,0.587,0.49,0.045,0.431,0.459,0.458,0.463,0.389,0.365,0.372,0.38,0.367,0.366
47,0.338,0.043,0.043,0.115,0.114,0.06,0.13,0.02,0.065,0.069,0.066,0.278,0.814,0.536,0.328,0.581,0.442,0.159,0.348,0.208,0.099,0.223,0.864,0.45,0.457,0.557,0.457,0.476,0.63,0.384,0.514,0.484,0.49,0.296,0.247,0.256,0.493,0.481,0.48
48,0.365,0.049,0.051,0.136,0.136,0.048,0.106,0.032,0.079,0.068,0.07,0.187,0.765,0.58,0.321,0.644,0.469,0.185,0.419,0.259,0.143,0.305,0.844,0.458,0.442,0.612,0.417,0.552,0.331,0.474,0.537,0.495,0.501,0.239,0.227,0.233,0.453,0.445,0.444
49,0.336,0.05,0.055,0.11,0.116,0.052,0.084,0.045,0.071,0.075,0.069,0.187,0.741,0.554,0.303,0.671,0.523,0.193,0.406,0.252,0.117,0.239,0.773,0.419,0.475,0.537,0.477,0.464,0.119,0.356,0.588,0.507,0.514,0.383,0.321,0.332,0.472,0.454,0.454
50,0.305,0.045,0.047,0.095,0.107,0.052,0.089,0.035,0.067,0.069,0.043,0.259,0.764,0.506,0.287,0.645,0.404,0.135,0.328,0.222,0.134,0.252,0.734,0.495,0.412,0.649,0.495,0.604,0.269,0.391,0.522,0.477,0.479,0.208,0.209,0.212,0.434,0.415,0.411
51,0.334,0.055,0.053,0.145,0.144,0.05,0.08,0.031,0.084,0.08,0.074,0.164,0.726,0.562,0.308,0.687,0.539,0.193,0.428,0.256,0.144,0.305,0.766,0.425,0.451,0.582,0.454,0.562,0.135,0.444,0.549,0.501,0.505,0.334,0.304,0.314,0.423,0.429,0.426
52,0.306,0.039,0.033,0.102,0.099,0.05,0.089,0.024,0.066,0.078,0.086,0.281,0.798,0.517,0.301,0.602,0.414,0.154,0.321,0.217,0.116,0.227,0.804,0.512,0.48,0.55,0.4,0.535,0.168,0.377,0.733,0.63,0.63,0.389,0.357,0.364,0.528,0.511,0.508
53,0.335,0.065,0.051,0.15,0.137,0.047,0.081,0.036,0.058,0.073,0.072,0.194,0.771,0.577,0.324,0.637,0.497,0.186,0.427,0.254,0.128,0.253,0.848,0.489,0.436,0.638,0.46,0.504,0.107,0.397,0.508,0.476,0.478,0.397,0.362,0.373,0.433,0.43,0.43
54,0.308,0.053,0.059,0.135,0.132,0.042,0.06,0.034,0.066,0.071,0.07,0.255,0.776,0.524,0.275,0.631,0.487,0.182,0.398,0.249,0.124,0.265,0.777,0.444,0.457,0.554,0.523,0.498,0.059,0.42,0.486,0.477,0.475,0.366,0.352,0.356,0.411,0.393,0.389
55,0.34,0.061,0.066,0.136,0.129,0.043,0.077,0.034,0.052,0.073,0.08,0.204,0.748,0.544,0.28,0.664,0.459,0.171,0.426,0.263,0.128,0.222,0.767,0.444,0.401,0.716,0.488,0.487,0.084,0.334,0.567,0.482,0.487,0.425,0.404,0.414,0.39,0.374,0.376
56,0.363,0.055,0.057,0.107,0.114,0.05,0.1,0.043,0.071,0.105,0.097,0.234,0.775,0.54,0.277,0.632,0.405,0.199,0.433,0.263,0.149,0.227,0.8,0.44,0.46,0.54,0.491,0.567,0.109,0.359,0.589,0.549,0.562,0.387,0.345,0.36,0.381,0.371,0.374
57,0.327,0.022,0.046,0.111,0.124,0.066,0.124,0.035,0.064,0.069,0.062,0.293,0.798,0.519,0.318,0.603,0.356,0.138,0.311,0.206,0.142,0.244,0.806,0.542,0.444,0.471,0.493,0.689,0.398,0.405,0.526,0.501,0.497,0.204,0.193,0.195,0.258,0.253,0.254
58,0.32,0.057,0.048,0.113,0.103,0.048,0.107,0.027,0.073,0.06,0.061,0.28,0.779,0.5,0.287,0.627,0.428,0.16,0.353,0.213,0.127,0.273,0.746,0.421,0.453,0.554,0.559,0.596,0.417,0.435,0.486,0.501,0.5,0.271,0.256,0.258,0.654,0.646,0.645
59,0.339,0.059,0.053,0.133,0.126,0.051,0.067,0.044,0.088,0.082,0.08,0.162,0.736,0.575,0.303,0.677,0.507,0.206,0.456,0.272,0.147,0.309,0.795,0.465,0.452,0.582,0.441,0.54,0.057,0.456,0.561,0.524,0.531,0.366,0.34,0.348,0.554,0.549,0.55
60,0.301,0.037,0.044,0.113,0.114,0.051,0.06,0.038,0.072,0.078,0.061,0.25,0.759,0.511,0.268,0.651,0.439,0.164,0.367,0.244,0.144,0.278,0.735,0.478,0.447,0.529,0.44,0.59,0.075,0.427,0.577,0.537,0.539,0.337,0.328,0.337,0.416,0.391,0.388
61,0.299,0.03,0.041,0.057,0.066,0.083,0.112,0.022,0.057,0.067,0.059,0.299,0.791,0.494,0.309,0.612,0.396,0.122,0.289,0.193,0.1,0.214,0.756,0.497,0.422,0.517,0.53,0.518,0.511,0.35,0.596,0.572,0.568,0.275,0.259,0.261,0.561,0.445,0.445
62,0.345,0.049,0.06,0.119,0.13,0.041,0.109,0.029,0.068,0.068,0.051,0.237,0.769,0.532,0.296,0.64,0.444,0.165,0.385,0.237,0.13,0.255,0.778,0.421,0.429,0.594,0.524,0.549,0.423,0.398,0.502,0.476,0.479,0.288,0.257,0.265,0.409,0.389,0.387
63,0.371,0.053,0.053,0.108,0.11,0.045,0.109,0.036,0.082,0.071,0.065,0.172,0.742,0.57,0.308,0.671,0.453,0.199,0.434,0.262,0.145,0.281,0.795,0.439,0.459,0.559,0.449,0.553,0.336,0.419,0.662,0.571,0.576,0.297,0.268,0.27,0.457,0.431,0.43
64,0.39,0.051,0.057,0.138,0.126,0.073,0.174,0.046,0.057,0.067,0.067,0.195,0.781,0.586,0.372,0.625,0.432,0.162,0.351,0.219,0.128,0.234,0.878,0.458,0.462,0.506,0.621,0.584,0.464,0.374,0.434,0.457,0.457,0.236,0.16,0.161,0.229,0.22,0.22
65,0.295,0.033,0.033,0.074,0.089,0.053,0.073,0.044,0.044,0.073,0.046,0.292,0.779,0.492,0.268,0.627,0.412,0.117,0.277,0.233,0.117,0.175,0.735,0.481,0.422,0.467,0.569,0.502,0.126,0.279,0.664,0.704,0.704,0.278,0.267,0.268,0.417,0.401,0.398
66,0.318,0.046,0.05,0.113,0.109,0.043,0.092,0.033,0.075,0.057,0.054,0.269,0.792,0.523,0.296,0.611,0.435,0.156,0.356,0.227,0.129,0.264,0.801,0.471,0.438,0.598,0.485,0.568,0.331,0.432,0.58,0.51,0.514,0.254,0.239,0.242,0.631,0.632,0.631
67,0.294,0.031,0.04,0.113,0.141,0.071,0.071,0.042,0.056,0.07,0.063,0.308,0.798,0.49,0.269,0.603,0.409,0.154,0.322,0.224,0.112,0.196,0.761,0.484,0.478,0.514,0.423,0.5,0.112,0.325,0.655,0.579,0.579,0.333,0.29,0.293,0.446,0.437,0.435
68,0.345,0.059,0.053,0.113,0.112,0.06,0.09,0.037,0.067,0.067,0.067,0.195,0.757,0.562,0.308,0.653,0.496,0.188,0.405,0.255,0.127,0.24,0.806,0.44,0.464,0.532,0.528,0.498,0.204,0.368,0.529,0.473,0.477,0.375,0.317,0.318,0.548,0.546,0.546
69,0.335,0.048,0.038,0.094,0.082,0.04,0.095,0.04,0.08,0.072,0.078,0.215,0.765,0.55,0.31,0.644,0.443,0.174,0.362,0.242,0.121,0.228,0.8,0.485,0.481,0.58,0.402,0.5,0.168,0.354,0.734,0.577,0.587,0.447,0.364,0.367,0.457,0.437,0.441
70,0.342,0.042,0.053,0.102,0.109,0.08,0.105,0.043,0.043,0.09,0.069,0.208,0.75,0.544,0.307,0.662,0.407,0.139,0.314,0.245,0.128,0.176,0.77,0.499,0.443,0.509,0.633,0.522,0.152,0.266,0.591,0.545,0.548,0.354,0.32,0.329,0.497,0.492,0.491
71,0.321,0.06,0.06,0.129,0.106,0.06,0.087,0.021,0.064,0.067,0.076,0.297,0.789,0.495,0.262,0.615,0.446,0.171,0.361,0.234,0.127,0.213,0.754,0.392,0.474,0.584,0.566,0.543,0.24,0.346,0.501,0.446,0.445,0.499,0.499,0.501,0.547,0.522,0.521
72,0.348,0.053,0.051,0.126,0.122,0.045,0.096,0.037,0.096,0.073,0.07,0.185,0.743,0.558,0.307,0.669,0.481,0.189,0.429,0.251,0.159,0.336,0.781,0.439,0.441,0.609,0.426,0.633,0.25,0.502,0.623,0.543,0.546,0.27,0.261,0.27,0.534,0.523,0.518
73,0.365,0.05,0.062,0.126,0.128,0.057,0.112,0.031,0.071,0.078,0.062,0.152,0.726,0.574,0.322,0.688,0.461,0.185,0.449,0.253,0.153,0.308,0.781,0.456,0.412,0.708,0.403,0.605,0.374,0.448,0.482,0.541,0.543,0.256,0.264,0.266,0.55,0.413,0.41
74,0.364,0.047,0.047,0.13,0.142,0.065,0.117,0.039,0.078,0.065,0.058,0.155,0.751,0.596,0.349,0.661,0.493,0.182,0.402,0.247,0.13,0.234,0.845,0.473,0.453,0.6,0.405,0.526,0.34,0.354,0.616,0.548,0.548,0.299,0.251,0.256,0.441,0.438,0.437
75,0.34,0.056,0.051,0.132,0.135,0.051,0.079,0.04,0.085,0.067,0.065,0.206,0.757,0.555,0.294,0.653,0.477,0.194,0.429,0.261,0.148,0.304,0.796,0.453,0.452,0.568,0.457,0.567,0.181,0.466,0.474,0.433,0.443,0.215,0.212,0.216,0.416,0.403,0.404
76,0.296,0.046,0.041,0.116,0.107,0.047,0.085,0.024,0.065,0.059,0.051,0.309,0.792,0.486,0.274,0.611,0.422,0.164,0.344,0.213,0.123,0.262,0.744,0.45,0.477,0.512,0.489,0.577,0.399,0.429,0.559,0.495,0.495,0.255,0.245,0.25,0.392,0.378,0.376
77,0.368,0.047,0.046,0.118,0.127,0.044,0.138,0.037,0.089,0.072,0.069,0.211,0.768,0.559,0.329,0.64,0.47,0.17,0.392,0.231,0.14,0.294,0.817,0.404,0.434,0.604,0.427,0.606,0.431,0.459,0.43,0.431,0.432,0.24,0.234,0.238,0.334,0.284,0.285
78,0.342,0.067,0.069,0.139,0.142,0.051,0.069,0.031,0.074,0.074,0.078,0.164,0.738,0.575,0.302,0.675,0.515,0.2,0.448,0.273,0.139,0.291,0.798,0.452,0.446,0.57,0.562,0.509,0.092,0.431,0.378,0.375,0.38,0.352,0.328,0.336,0.327,0.321,0.319
79,0.282,0.052,0.057,0.127,0.125,0.089,0.088,0.029,0.045,0.079,0.079,0.244,0.742,0.5,0.307,0.671,0.461,0.184,0.417,0.195,0.118,0.205,0.698,0.475,0.441,0.564,0.495,0.605,0.11,0.306,0.478,0.415,0.417,0.339,0.31,0.319,0.287,0.274,0.273
80,0.319,0.048,0.057,0.104,0.109,0.043,0.086,0.044,0.06,0.073,0.066,0.307,0.776,0.473,0.239,0.63,0.439,0.165,0.374,0.234,0.116,0.213,0.703,0.349,0.441,0.611,0.491,0.496,0.126,0.338,0.537,0.458,0.461,0.33,0.281,0.286,0.56,0.552,0.551
81,0.323,0.055,0.054,0.135,0.131,0.064,0.084,0.026,0.077,0.083,0.078,0.218,0.752,0.535,0.296,0.659,0.51,0.194,0.419,0.239,0.123,0.264,0.76,0.416,0.463,0.534,0.495,0.515,0.129,0.401,0.564,0.505,0.514,0.434,0.365,0.375,0.367,0.343,0.343
82,0.331,0.041,0.041,0.092,0.093,0.038,0.106,0.056,0.063,0.061,0.054,0.267,0.796,0.529,0.305,0.605,0.423,0.169,0.359,0.225,0.106,0.197,0.818,0.47,0.471,0.513,0.446,0.471,0.189,0.326,0.642,0.528,0.53,0.352,0.281,0.287,0.49,0.489,0.486
83,0.309,0.043,0.041,0.133,0.133,0.079,0.086,0.043,0.061,0.068,0.082,0.284,0.802,0.527,0.304,0.598,0.398,0.139,0.303,0.223,0.116,0.176,0.825,0.55,0.459,0.535,0.532,0.52,0.117,0.294,0.602,0.581,0.579,0.299,0.271,0.274,0.365,0.333,0.333
84,0.319,0.053,0.054,0.124,0.127,0.045,0.091,0.031,0.072,0.07,0.064,0.283,0.804,0.522,0.294,0.595,0.437,0.168,0.377,0.229,0.12,0.257,0.821,0.465,0.446,0.595,0.505,0.524,0.26,0.432,0.497,0.468,0.476,0.272,0.259,0.266,0.439,0.445,0.444
