,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
16,0.339,0.052,0.046,0.134,0.124,0.087,0.134,0.02,0.074,0.082,0.074,0.217,0.759,0.55,0.344,0.651,0.5,0.165,0.334,0.207,0.124,0.257,0.804,0.422,0.494,0.558,0.533,0.599,0.702,0.395,0.44,0.458,0.461,0.223,0.239,0.239,0.4,0.294,0.293
17,0.321,0.034,0.055,0.082,0.107,0.048,0.078,0.031,0.061,0.089,0.078,0.275,0.78,0.506,0.264,0.626,0.428,0.168,0.367,0.244,0.138,0.244,0.769,0.435,0.458,0.554,0.478,0.566,0.092,0.39,0.594,0.563,0.562,0.352,0.327,0.326,0.604,0.505,0.503
18,0.361,0.044,0.039,0.087,0.087,0.039,0.135,0.027,0.089,0.061,0.066,0.196,0.752,0.557,0.332,0.659,0.467,0.164,0.387,0.226,0.14,0.301,0.804,0.422,0.424,0.75,0.337,0.619,0.696,0.457,0.599,0.581,0.585,0.213,0.212,0.213,0.305,0.305,0.306
19,0.353,0.037,0.033,0.106,0.093,0.053,0.114,0.033,0.083,0.075,0.079,0.218,0.757,0.54,0.302,0.653,0.466,0.156,0.374,0.238,0.135,0.26,0.787,0.403,0.417,0.667,0.337,0.567,0.357,0.398,0.771,0.689,0.693,0.287,0.274,0.279,0.437,0.422,0.424
20,0.361,0.051,0.048,0.126,0.126,0.054,0.115,0.031,0.096,0.077,0.078,0.186,0.744,0.559,0.313,0.668,0.506,0.162,0.397,0.246,0.151,0.302,0.796,0.391,0.408,0.741,0.413,0.614,0.41,0.452,0.615,0.482,0.489,0.238,0.242,0.241,0.41,0.37,0.374
21,0.326,0.037,0.047,0.107,0.117,0.066,0.107,0.029,0.091,0.074,0.066,0.234,0.781,0.547,0.328,0.624,0.456,0.157,0.339,0.222,0.131,0.287,0.834,0.487,0.463,0.586,0.457,0.59,0.425,0.46,0.666,0.559,0.56,0.273,0.264,0.265,0.541,0.517,0.519
22,0.319,0.033,0.033,0.094,0.095,0.053,0.083,0.035,0.072,0.086,0.095,0.236,0.778,0.543,0.307,0.628,0.444,0.142,0.319,0.237,0.132,0.225,0.823,0.505,0.445,0.669,0.347,0.557,0.092,0.358,0.791,0.597,0.602,0.45,0.415,0.419,0.488,0.475,0.478
23,0.289,0.045,0.045,0.117,0.12,0.083,0.079,0.028,0.064,0.073,0.067,0.279,0.794,0.518,0.308,0.608,0.46,0.152,0.344,0.21,0.12,0.229,0.811,0.498,0.442,0.618,0.479,0.571,0.163,0.377,0.607,0.504,0.495,0.368,0.33,0.335,0.468,0.405,0.402
24,0.37,0.029,0.045,0.143,0.142,0.041,0.123,0.02,0.081,0.073,0.064,0.182,0.754,0.573,0.327,0.656,0.473,0.184,0.37,0.247,0.143,0.307,0.831,0.431,0.497,0.56,0.359,0.579,0.769,0.468,0.656,0.552,0.551,0.255,0.263,0.26,0.412,0.387,0.382
25,0.305,0.045,0.051,0.133,0.129,0.074,0.087,0.019,0.069,0.085,0.087,0.273,0.774,0.505,0.286,0.634,0.469,0.158,0.358,0.221,0.116,0.215,0.758,0.426,0.441,0.614,0.495,0.525,0.15,0.339,0.533,0.478,0.475,0.35,0.334,0.336,0.304,0.275,0.279
26,0.316,0.038,0.031,0.102,0.102,0.068,0.109,0.037,0.047,0.079,0.078,0.302,0.822,0.523,0.316,0.569,0.348,0.133,0.248,0.209,0.113,0.154,0.874,0.598,0.536,0.564,0.46,0.541,0.231,0.271,0.877,0.658,0.667,0.34,0.307,0.311,0.634,0.621,0.622
27,0.312,0.05,0.049,0.112,0.123,0.059,0.075,0.029,0.083,0.088,0.08,0.242,0.777,0.536,0.298,0.629,0.47,0.157,0.355,0.238,0.128,0.255,0.811,0.477,0.442,0.65,0.485,0.538,0.079,0.405,0.576,0.48,0.481,0.428,0.372,0.387,0.543,0.529,0.534
28,0.338,0.053,0.053,0.156,0.157,0.066,0.118,0.034,0.058,0.076,0.06,0.246,0.775,0.53,0.309,0.632,0.412,0.132,0.322,0.222,0.131,0.197,0.798,0.466,0.41,0.689,0.582,0.59,0.369,0.312,0.533,0.484,0.481,0.308,0.285,0.287,0.359,0.355,0.353
29,0.377,0.047,0.047,0.107,0.126,0.042,0.147,0.021,0.063,0.076,0.066,0.189,0.776,0.588,0.357,0.631,0.462,0.168,0.357,0.231,0.147,0.294,0.887,0.457,0.471,0.625,0.448,0.636,0.759,0.466,0.815,0.675,0.683,0.312,0.295,0.293,0.519,0.484,0.481
30,0.346,0.052,0.05,0.124,0.136,0.064,0.09,0.03,0.083,0.092,0.086,0.18,0.755,0.575,0.319,0.656,0.491,0.169,0.38,0.256,0.143,0.274,0.834,0.466,0.445,0.627,0.481,0.559,0.146,0.418,0.614,0.5,0.5,0.386,0.336,0.345,0.462,0.433,0.437
31,0.322,0.049,0.047,0.135,0.135,0.092,0.096,0.02,0.077,0.096,0.09,0.173,0.74,0.568,0.342,0.672,0.522,0.18,0.418,0.226,0.15,0.276,0.804,0.471,0.431,0.683,0.39,0.664,0.19,0.411,0.487,0.42,0.419,0.276,0.245,0.251,0.282,0.242,0.239
32,0.357,0.051,0.051,0.126,0.126,0.08,0.138,0.034,0.069,0.087,0.092,0.171,0.746,0.575,0.356,0.666,0.507,0.172,0.412,0.22,0.138,0.286,0.821,0.43,0.417,0.663,0.447,0.627,0.385,0.429,0.622,0.55,0.549,0.294,0.257,0.257,0.529,0.509,0.509
33,0.336,0.047,0.059,0.105,0.126,0.063,0.084,0.042,0.084,0.094,0.087,0.231,0.777,0.546,0.295,0.63,0.485,0.169,0.378,0.253,0.105,0.252,0.825,0.435,0.447,0.633,0.495,0.415,0.095,0.4,0.463,0.412,0.409,0.427,0.398,0.4,0.392,0.365,0.362
34,0.363,0.05,0.031,0.099,0.084,0.042,0.14,0.042,0.084,0.075,0.094,0.168,0.74,0.573,0.349,0.672,0.506,0.17,0.406,0.224,0.14,0.308,0.812,0.415,0.419,0.741,0.321,0.625,0.316,0.458,0.72,0.69,0.693,0.239,0.246,0.246,0.532,0.522,0.524
35,0.319,0.05,0.062,0.144,0.154,0.069,0.084,0.031,0.084,0.088,0.084,0.207,0.736,0.532,0.297,0.677,0.496,0.152,0.376,0.236,0.111,0.251,0.748,0.431,0.404,0.73,0.505,0.47,0.086,0.371,0.527,0.463,0.465,0.367,0.353,0.356,0.384,0.357,0.359
36,0.327,0.052,0.052,0.124,0.117,0.062,0.082,0.016,0.066,0.088,0.088,0.229,0.77,0.54,0.295,0.639,0.477,0.156,0.352,0.246,0.131,0.221,0.804,0.447,0.443,0.679,0.491,0.533,0.095,0.346,0.652,0.554,0.555,0.525,0.476,0.479,0.511,0.5,0.5
37,0.346,0.044,0.048,0.112,0.12,0.049,0.095,0.03,0.074,0.097,0.094,0.209,0.773,0.565,0.313,0.635,0.483,0.172,0.355,0.251,0.129,0.214,0.847,0.455,0.485,0.523,0.511,0.514,0.152,0.337,0.6,0.506,0.507,0.421,0.373,0.379,0.479,0.471,0.469
38,0.269,0.03,0.033,0.076,0.059,0.033,0.063,0.045,0.074,0.074,0.047,0.297,0.743,0.447,0.227,0.669,0.437,0.164,0.359,0.223,0.134,0.253,0.636,0.407,0.457,0.549,0.35,0.601,0.089,0.378,0.691,0.704,0.702,0.27,0.256,0.258,0.461,0.427,0.431
39,0.316,0.047,0.041,0.128,0.127,0.076,0.088,0.031,0.071,0.084,0.088,0.243,0.8,0.559,0.33,0.599,0.466,0.153,0.347,0.228,0.113,0.246,0.888,0.521,0.441,0.634,0.454,0.496,0.11,0.411,0.555,0.484,0.49,0.326,0.302,0.306,0.371,0.345,0.348
40,0.335,0.047,0.047,0.126,0.127,0.063,0.126,0.021,0.084,0.107,0.107,0.251,0.795,0.544,0.335,0.607,0.439,0.188,0.356,0.209,0.105,0.23,0.853,0.476,0.528,0.447,0.56,0.502,0.38,0.379,0.665,0.494,0.5,0.436,0.345,0.352,0.336,0.302,0.307
41,0.347,0.042,0.042,0.104,0.105,0.048,0.104,0.023,0.092,0.067,0.067,0.208,0.762,0.555,0.312,0.647,0.474,0.173,0.358,0.243,0.139,0.312,0.816,0.439,0.483,0.532,0.457,0.572,0.57,0.482,0.673,0.579,0.58,0.317,0.308,0.306,0.456,0.434,0.437
42,0.373,0.064,0.06,0.114,0.123,0.045,0.107,0.037,0.088,0.079,0.082,0.187,0.766,0.581,0.314,0.642,0.465,0.168,0.405,0.266,0.146,0.304,0.861,0.445,0.415,0.732,0.504,0.549,0.303,0.474,0.492,0.463,0.465,0.226,0.224,0.227,0.411,0.383,0.383
43,0.371,0.046,0.046,0.149,0.163,0.068,0.15,0.036,0.082,0.088,0.083,0.186,0.778,0.593,0.371,0.628,0.489,0.164,0.368,0.221,0.132,0.275,0.898,0.452,0.446,0.628,0.447,0.597,0.433,0.438,0.563,0.504,0.505,0.23,0.217,0.218,0.497,0.41,0.413
44,0.347,0.03,0.042,0.089,0.096,0.059,0.146,0.042,0.066,0.075,0.054,0.238,0.812,0.577,0.376,0.583,0.396,0.093,0.265,0.202,0.092,0.238,0.942,0.583,0.351,0.849,0.456,0.455,0.479,0.408,0.513,0.563,0.565,0.27,0.258,0.26,0.465,0.436,0.438
45,0.322,0.05,0.045,0.099,0.099,0.039,0.046,0.04,0.078,0.077,0.081,0.21,0.747,0.539,0.264,0.665,0.478,0.17,0.378,0.275,0.144,0.279,0.772,0.456,0.45,0.665,0.42,0.524,0.028,0.42,0.602,0.541,0.54,0.301,0.293,0.297,0.298,0.292,0.293
46,0.317,0.042,0.044,0.131,0.146,0.053,0.094,0.036,0.067,0.075,0.065,0.314,0.823,0.512,0.288,0.568,0.388,0.134,0.301,0.224,0.122,0.236,0.857,0.503,0.445,0.619,0.518,0.545,0.253,0.415,0.69,0.574,0.586,0.285,0.272,0.279,0.362,0.357,0.358
47,0.318,0.037,0.037,0.083,0.101,0.06,0.089,0.033,0.068,0.096,0.089,0.281,0.765,0.486,0.256,0.645,0.451,0.15,0.347,0.232,0.149,0.281,0.716,0.373,0.432,0.56,0.44,0.642,0.213,0.436,0.658,0.704,0.702,0.261,0.257,0.255,0.556,0.49,0.494
48,0.307,0.034,0.046,0.084,0.089,0.052,0.071,0.037,0.05,0.106,0.1,0.284,0.807,0.523,0.291,0.59,0.428,0.148,0.332,0.239,0.129,0.209,0.843,0.514,0.446,0.48,0.563,0.54,0.077,0.354,0.513,0.466,0.464,0.376,0.381,0.39,0.39,0.382,0.378
49,0.311,0.049,0.052,0.11,0.108,0.072,0.081,0.029,0.065,0.089,0.084,0.24,0.764,0.527,0.296,0.645,0.472,0.15,0.348,0.232,0.121,0.236,0.777,0.458,0.431,0.627,0.537,0.522,0.085,0.366,0.563,0.445,0.449,0.303,0.288,0.295,0.278,0.253,0.252
50,0.353,0.031,0.047,0.094,0.106,0.059,0.094,0.043,0.068,0.099,0.09,0.185,0.77,0.585,0.331,0.638,0.429,0.163,0.331,0.261,0.15,0.226,0.873,0.55,0.492,0.387,0.619,0.575,0.106,0.354,0.478,0.365,0.363,0.211,0.217,0.22,0.329,0.325,0.326
51,0.309,0.047,0.037,0.091,0.091,0.052,0.066,0.026,0.067,0.067,0.074,0.265,0.762,0.499,0.256,0.647,0.452,0.152,0.331,0.243,0.11,0.223,0.734,0.42,0.459,0.671,0.412,0.453,0.131,0.345,0.805,0.691,0.693,0.353,0.358,0.363,0.396,0.393,0.393
52,0.326,0.048,0.049,0.102,0.109,0.036,0.104,0.031,0.089,0.064,0.067,0.277,0.784,0.509,0.287,0.621,0.417,0.151,0.346,0.223,0.139,0.289,0.78,0.439,0.436,0.675,0.475,0.623,0.392,0.465,0.482,0.43,0.436,0.189,0.196,0.198,0.502,0.453,0.455
53,0.315,0.063,0.063,0.104,0.114,0.052,0.068,0.038,0.076,0.071,0.064,0.264,0.757,0.494,0.247,0.654,0.441,0.176,0.402,0.251,0.126,0.239,0.718,0.408,0.438,0.574,0.624,0.502,0.125,0.365,0.478,0.443,0.445,0.383,0.358,0.361,0.477,0.404,0.403
54,0.341,0.054,0.042,0.12,0.113,0.073,0.11,0.037,0.06,0.084,0.088,0.253,0.8,0.547,0.318,0.6,0.422,0.14,0.317,0.231,0.134,0.21,0.868,0.493,0.442,0.714,0.48,0.58,0.221,0.35,0.717,0.58,0.585,0.371,0.315,0.323,0.522,0.513,0.517
55,0.348,0.056,0.056,0.156,0.169,0.057,0.112,0.022,0.056,0.092,0.095,0.234,0.781,0.548,0.312,0.624,0.468,0.147,0.37,0.236,0.125,0.205,0.835,0.429,0.397,0.776,0.491,0.53,0.302,0.329,0.56,0.423,0.429,0.423,0.332,0.337,0.535,0.522,0.523
56,0.285,0.039,0.031,0.101,0.088,0.056,0.067,0.033,0.066,0.093,0.083,0.317,0.799,0.481,0.263,0.602,0.427,0.154,0.317,0.219,0.121,0.219,0.76,0.461,0.486,0.571,0.398,0.553,0.063,0.364,0.755,0.594,0.599,0.467,0.439,0.443,0.541,0.542,0.54
57,0.354,0.039,0.034,0.11,0.112,0.073,0.158,0.02,0.072,0.08,0.081,0.258,0.813,0.555,0.359,0.583,0.435,0.148,0.302,0.196,0.12,0.215,0.906,0.462,0.49,0.547,0.451,0.612,0.911,0.369,0.712,0.587,0.591,0.321,0.248,0.253,0.552,0.502,0.501
58,0.292,0.038,0.038,0.104,0.103,0.062,0.054,0.034,0.054,0.086,0.077,0.275,0.756,0.481,0.243,0.655,0.435,0.142,0.364,0.241,0.156,0.243,0.698,0.437,0.39,0.732,0.365,0.647,0.0,0.371,0.69,0.701,0.7,0.345,0.332,0.333,0.514,0.49,0.491
59,0.316,0.045,0.052,0.11,0.11,0.051,0.077,0.036,0.094,0.086,0.072,0.255,0.776,0.527,0.284,0.63,0.458,0.175,0.381,0.244,0.153,0.309,0.796,0.461,0.459,0.577,0.48,0.627,0.137,0.49,0.514,0.465,0.463,0.265,0.236,0.237,0.341,0.301,0.302
60,0.382,0.044,0.051,0.111,0.111,0.059,0.136,0.033,0.079,0.088,0.081,0.143,0.758,0.617,0.371,0.652,0.48,0.158,0.376,0.247,0.126,0.225,0.9,0.49,0.42,0.627,0.48,0.51,0.374,0.345,0.597,0.511,0.518,0.321,0.261,0.268,0.506,0.477,0.475
61,0.335,0.065,0.059,0.133,0.142,0.064,0.084,0.042,0.081,0.101,0.084,0.183,0.751,0.569,0.316,0.66,0.497,0.163,0.396,0.254,0.152,0.255,0.82,0.471,0.412,0.748,0.508,0.598,0.045,0.386,0.65,0.545,0.553,0.405,0.354,0.361,0.413,0.387,0.389
62,0.374,0.055,0.048,0.123,0.124,0.082,0.177,0.048,0.054,0.067,0.068,0.225,0.79,0.566,0.371,0.613,0.403,0.15,0.354,0.197,0.136,0.245,0.878,0.481,0.424,0.727,0.472,0.69,0.51,0.4,0.437,0.442,0.44,0.202,0.179,0.181,0.481,0.463,0.464
63,0.365,0.04,0.051,0.113,0.112,0.058,0.113,0.028,0.099,0.082,0.076,0.211,0.786,0.576,0.323,0.618,0.463,0.169,0.351,0.253,0.141,0.296,0.887,0.456,0.481,0.497,0.542,0.557,0.393,0.479,0.69,0.562,0.56,0.303,0.286,0.287,0.551,0.512,0.517
64,0.314,0.021,0.021,0.066,0.086,0.059,0.086,0.047,0.084,0.089,0.066,0.251,0.778,0.53,0.305,0.628,0.439,0.127,0.294,0.23,0.146,0.296,0.803,0.497,0.432,0.496,0.333,0.635,0.17,0.471,1.0,1.0,1.0,0.274,0.261,0.255,0.274,0.193,0.194
65,0.348,0.048,0.048,0.108,0.109,0.048,0.109,0.041,0.067,0.083,0.078,0.274,0.788,0.515,0.276,0.615,0.402,0.167,0.358,0.241,0.158,0.266,0.796,0.415,0.466,0.551,0.522,0.656,0.273,0.433,0.448,0.456,0.455,0.194,0.19,0.189,0.343,0.351,0.352
66,0.302,0.035,0.033,0.109,0.109,0.059,0.071,0.023,0.086,0.071,0.052,0.271,0.782,0.511,0.279,0.623,0.451,0.156,0.341,0.234,0.139,0.279,0.78,0.463,0.457,0.551,0.395,0.594,0.322,0.448,0.638,0.575,0.579,0.343,0.329,0.331,0.494,0.46,0.46
67,0.334,0.043,0.034,0.121,0.122,0.061,0.091,0.03,0.048,0.096,0.102,0.197,0.758,0.561,0.319,0.652,0.501,0.167,0.379,0.243,0.137,0.198,0.818,0.455,0.441,0.635,0.363,0.564,0.095,0.304,0.8,0.698,0.7,0.424,0.365,0.367,0.524,0.507,0.507
68,0.386,0.062,0.068,0.139,0.139,0.053,0.128,0.032,0.075,0.081,0.077,0.181,0.757,0.576,0.32,0.653,0.472,0.181,0.407,0.259,0.13,0.288,0.839,0.407,0.445,0.613,0.586,0.502,0.445,0.441,0.445,0.409,0.409,0.261,0.251,0.251,0.506,0.419,0.419
69,0.359,0.052,0.052,0.139,0.146,0.054,0.106,0.04,0.08,0.084,0.089,0.193,0.77,0.578,0.325,0.638,0.465,0.166,0.365,0.252,0.126,0.252,0.862,0.471,0.455,0.639,0.491,0.5,0.157,0.395,0.577,0.508,0.507,0.318,0.278,0.286,0.363,0.353,0.354
70,0.348,0.046,0.034,0.135,0.135,0.075,0.144,0.032,0.056,0.075,0.078,0.206,0.776,0.57,0.369,0.631,0.432,0.119,0.285,0.209,0.111,0.182,0.859,0.521,0.418,0.866,0.388,0.531,0.475,0.288,0.71,0.646,0.65,0.309,0.29,0.297,0.586,0.545,0.546
71,0.301,0.05,0.043,0.141,0.147,0.088,0.091,0.026,0.056,0.085,0.076,0.256,0.778,0.523,0.314,0.628,0.415,0.141,0.333,0.211,0.141,0.201,0.793,0.537,0.423,0.752,0.439,0.668,0.197,0.32,0.604,0.476,0.484,0.371,0.315,0.324,0.511,0.485,0.485
72,0.375,0.053,0.05,0.107,0.112,0.056,0.125,0.042,0.06,0.096,0.095,0.171,0.752,0.583,0.333,0.659,0.498,0.184,0.409,0.25,0.126,0.217,0.842,0.418,0.45,0.609,0.46,0.504,0.212,0.329,0.536,0.435,0.439,0.324,0.276,0.28,0.568,0.536,0.542
73,0.335,0.057,0.062,0.103,0.102,0.052,0.095,0.044,0.073,0.085,0.081,0.248,0.802,0.554,0.313,0.598,0.474,0.161,0.38,0.241,0.117,0.241,0.881,0.462,0.424,0.683,0.541,0.485,0.125,0.403,0.421,0.441,0.447,0.382,0.34,0.353,0.631,0.533,0.539
74,0.309,0.046,0.058,0.117,0.129,0.066,0.077,0.026,0.064,0.069,0.069,0.219,0.785,0.567,0.335,0.619,0.452,0.129,0.348,0.232,0.103,0.219,0.872,0.569,0.371,0.806,0.5,0.444,0.19,0.354,0.573,0.542,0.545,0.422,0.4,0.403,0.521,0.503,0.506
75,0.322,0.036,0.042,0.076,0.094,0.054,0.115,0.043,0.051,0.09,0.078,0.295,0.795,0.502,0.294,0.607,0.395,0.101,0.27,0.211,0.126,0.152,0.787,0.456,0.374,0.663,0.582,0.597,0.19,0.25,0.567,0.565,0.56,0.344,0.319,0.323,0.409,0.359,0.361
76,0.361,0.057,0.056,0.111,0.115,0.062,0.1,0.033,0.081,0.1,0.101,0.174,0.743,0.578,0.318,0.669,0.499,0.174,0.416,0.26,0.148,0.266,0.822,0.439,0.418,0.741,0.438,0.569,0.15,0.398,0.401,0.375,0.375,0.292,0.258,0.259,0.262,0.241,0.239
77,0.324,0.039,0.031,0.092,0.086,0.077,0.136,0.031,0.043,0.064,0.08,0.318,0.801,0.483,0.296,0.599,0.381,0.107,0.259,0.193,0.124,0.173,0.767,0.423,0.413,0.916,0.357,0.642,0.484,0.289,0.775,0.607,0.606,0.319,0.271,0.272,0.628,0.546,0.547
78,0.351,0.047,0.053,0.127,0.138,0.076,0.103,0.044,0.047,0.095,0.088,0.229,0.759,0.547,0.3,0.651,0.405,0.138,0.35,0.25,0.139,0.224,0.799,0.489,0.394,0.688,0.526,0.556,0.168,0.344,0.461,0.412,0.415,0.294,0.263,0.265,0.221,0.216,0.217
79,0.303,0.05,0.05,0.115,0.119,0.059,0.081,0.028,0.071,0.085,0.084,0.245,0.769,0.524,0.301,0.64,0.465,0.159,0.368,0.223,0.132,0.246,0.779,0.475,0.432,0.635,0.495,0.592,0.081,0.384,0.547,0.464,0.47,0.397,0.351,0.357,0.421,0.394,0.393
80,0.323,0.052,0.033,0.115,0.138,0.046,0.092,0.023,0.069,0.073,0.083,0.231,0.762,0.531,0.301,0.648,0.462,0.186,0.37,0.231,0.138,0.231,0.779,0.452,0.503,0.495,0.462,0.597,0.19,0.356,0.56,0.494,0.499,0.522,0.463,0.469,0.312,0.307,0.309
81,0.348,0.038,0.034,0.108,0.122,0.06,0.132,0.024,0.072,0.07,0.06,0.228,0.781,0.553,0.337,0.625,0.468,0.157,0.373,0.216,0.133,0.301,0.842,0.438,0.421,0.688,0.333,0.616,0.759,0.482,0.65,0.543,0.547,0.247,0.227,0.226,0.566,0.533,0.532
82,0.315,0.048,0.047,0.092,0.094,0.034,0.108,0.026,0.083,0.063,0.07,0.288,0.777,0.492,0.285,0.629,0.412,0.157,0.356,0.207,0.141,0.297,0.744,0.43,0.441,0.701,0.432,0.681,0.482,0.472,0.6,0.535,0.538,0.234,0.244,0.244,0.674,0.636,0.637
83,0.318,0.052,0.042,0.118,0.111,0.074,0.131,0.023,0.071,0.097,0.089,0.223,0.764,0.541,0.354,0.646,0.493,0.18,0.382,0.188,0.12,0.262,0.796,0.452,0.471,0.589,0.443,0.638,0.396,0.406,0.606,0.504,0.506,0.338,0.296,0.302,0.471,0.345,0.348
84,0.315,0.055,0.059,0.133,0.14,0.084,0.105,0.042,0.063,0.066,0.072,0.217,0.77,0.553,0.343,0.638,0.476,0.147,0.378,0.21,0.098,0.189,0.825,0.5,0.389,0.769,0.504,0.467,0.19,0.296,0.441,0.409,0.411,0.319,0.259,0.272,0.394,0.358,0.36
