,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
10,0.332,0.029,0.041,0.106,0.122,0.065,0.106,0.052,0.052,0.083,0.079,0.271,0.78,0.518,0.295,0.626,0.387,0.143,0.325,0.225,0.143,0.181,0.785,0.494,0.44,0.538,0.455,0.636,0.176,0.289,0.625,0.549,0.554,0.345,0.298,0.305,0.334,0.318,0.319
11,0.316,0.034,0.042,0.12,0.135,0.06,0.106,0.045,0.077,0.081,0.081,0.21,0.751,0.541,0.331,0.661,0.466,0.165,0.376,0.21,0.121,0.241,0.776,0.483,0.439,0.642,0.358,0.576,0.168,0.365,0.664,0.559,0.56,0.297,0.28,0.285,0.522,0.52,0.522
12,0.359,0.05,0.05,0.159,0.136,0.045,0.135,0.045,0.045,0.1,0.092,0.224,0.74,0.516,0.291,0.673,0.471,0.181,0.382,0.224,0.136,0.203,0.728,0.333,0.474,0.497,0.556,0.607,0.223,0.302,0.533,0.471,0.474,0.316,0.279,0.281,0.466,0.429,0.428
13,0.373,0.042,0.037,0.11,0.105,0.059,0.128,0.035,0.059,0.093,0.099,0.208,0.788,0.58,0.336,0.616,0.417,0.175,0.34,0.245,0.128,0.245,0.894,0.499,0.515,0.469,0.482,0.522,0.376,0.398,0.547,0.544,0.549,0.307,0.296,0.3,0.427,0.387,0.391
14,0.343,0.043,0.043,0.133,0.134,0.06,0.114,0.076,0.06,0.085,0.078,0.19,0.743,0.553,0.324,0.67,0.458,0.172,0.401,0.229,0.134,0.229,0.783,0.459,0.429,0.663,0.377,0.585,0.111,0.342,0.593,0.496,0.497,0.28,0.246,0.25,0.262,0.24,0.238
15,0.355,0.042,0.042,0.131,0.131,0.065,0.122,0.037,0.084,0.063,0.073,0.187,0.748,0.561,0.327,0.664,0.477,0.178,0.393,0.234,0.159,0.318,0.802,0.432,0.453,0.579,0.408,0.679,0.452,0.479,0.752,0.554,0.563,0.21,0.215,0.22,0.423,0.382,0.378
16,0.331,0.052,0.045,0.144,0.13,0.057,0.101,0.059,0.057,0.072,0.064,0.258,0.776,0.519,0.29,0.631,0.444,0.186,0.387,0.23,0.13,0.258,0.781,0.423,0.481,0.538,0.485,0.565,0.215,0.409,0.678,0.558,0.559,0.224,0.208,0.209,0.338,0.305,0.302
17,0.298,0.044,0.036,0.14,0.139,0.07,0.082,0.03,0.05,0.075,0.08,0.267,0.765,0.499,0.284,0.644,0.426,0.159,0.347,0.218,0.129,0.228,0.735,0.474,0.458,0.686,0.367,0.592,0.163,0.354,0.813,0.597,0.616,0.407,0.358,0.368,0.509,0.499,0.498
18,0.324,0.053,0.041,0.135,0.133,0.085,0.118,0.046,0.044,0.079,0.079,0.293,0.81,0.52,0.316,0.586,0.354,0.133,0.293,0.206,0.103,0.176,0.842,0.562,0.454,0.669,0.528,0.5,0.291,0.3,0.679,0.603,0.602,0.334,0.275,0.28,0.751,0.717,0.718
19,0.318,0.047,0.033,0.114,0.114,0.041,0.093,0.041,0.083,0.069,0.069,0.261,0.734,0.485,0.261,0.679,0.454,0.184,0.417,0.225,0.17,0.344,0.677,0.37,0.441,0.636,0.342,0.756,0.315,0.507,0.62,0.574,0.577,0.183,0.176,0.177,0.662,0.638,0.635
20,0.322,0.048,0.042,0.134,0.134,0.068,0.12,0.04,0.068,0.06,0.067,0.267,0.776,0.508,0.308,0.631,0.431,0.174,0.348,0.202,0.134,0.281,0.764,0.436,0.5,0.466,0.556,0.663,0.446,0.445,0.869,0.696,0.697,0.187,0.174,0.178,0.517,0.514,0.518
21,0.335,0.048,0.043,0.133,0.144,0.067,0.114,0.067,0.049,0.069,0.073,0.267,0.772,0.505,0.286,0.636,0.402,0.173,0.364,0.221,0.125,0.183,0.753,0.428,0.475,0.607,0.433,0.566,0.223,0.288,0.77,0.602,0.628,0.307,0.247,0.267,0.401,0.356,0.363
22,0.323,0.045,0.045,0.141,0.142,0.081,0.101,0.04,0.06,0.083,0.073,0.222,0.746,0.524,0.302,0.666,0.484,0.181,0.403,0.223,0.141,0.262,0.747,0.415,0.449,0.669,0.372,0.632,0.223,0.393,0.545,0.348,0.362,0.433,0.333,0.344,0.413,0.419,0.419
23,0.345,0.035,0.05,0.157,0.142,0.063,0.11,0.047,0.065,0.084,0.084,0.22,0.737,0.518,0.282,0.675,0.425,0.189,0.425,0.235,0.142,0.236,0.728,0.407,0.445,0.667,0.337,0.604,0.223,0.35,0.801,0.696,0.705,0.297,0.259,0.268,0.455,0.444,0.445
24,0.313,0.052,0.037,0.141,0.126,0.059,0.111,0.037,0.049,0.066,0.082,0.28,0.752,0.487,0.288,0.66,0.401,0.136,0.308,0.204,0.12,0.204,0.7,0.444,0.442,0.765,0.428,0.588,0.313,0.309,0.691,0.627,0.627,0.292,0.271,0.274,0.497,0.481,0.482
25,0.334,0.038,0.04,0.129,0.121,0.053,0.119,0.035,0.076,0.075,0.063,0.267,0.787,0.522,0.307,0.618,0.394,0.153,0.341,0.216,0.155,0.292,0.802,0.477,0.449,0.575,0.443,0.718,0.484,0.472,0.599,0.509,0.507,0.221,0.211,0.214,0.306,0.301,0.301
26,0.329,0.046,0.053,0.141,0.147,0.071,0.106,0.042,0.059,0.074,0.071,0.217,0.753,0.536,0.314,0.658,0.458,0.171,0.388,0.223,0.141,0.229,0.773,0.456,0.441,0.62,0.467,0.632,0.249,0.348,0.771,0.547,0.567,0.34,0.275,0.293,0.347,0.324,0.324
27,0.311,0.04,0.047,0.141,0.134,0.064,0.093,0.042,0.049,0.079,0.08,0.274,0.781,0.507,0.288,0.625,0.427,0.17,0.375,0.219,0.12,0.213,0.769,0.461,0.453,0.665,0.385,0.548,0.154,0.341,0.667,0.532,0.535,0.347,0.302,0.313,0.346,0.345,0.345
28,0.347,0.048,0.048,0.129,0.152,0.089,0.131,0.043,0.065,0.078,0.068,0.215,0.776,0.561,0.345,0.63,0.439,0.172,0.388,0.216,0.131,0.216,0.844,0.49,0.443,0.64,0.436,0.606,0.337,0.343,0.639,0.465,0.486,0.342,0.313,0.317,0.303,0.316,0.311
29,0.335,0.068,0.053,0.146,0.144,0.053,0.12,0.048,0.072,0.076,0.086,0.239,0.742,0.503,0.288,0.67,0.431,0.215,0.407,0.215,0.144,0.215,0.713,0.392,0.528,0.447,0.63,0.67,0.223,0.321,0.739,0.487,0.515,0.353,0.319,0.318,0.375,0.314,0.317
30,0.312,0.058,0.055,0.157,0.174,0.08,0.097,0.044,0.061,0.074,0.07,0.182,0.729,0.548,0.333,0.685,0.503,0.183,0.411,0.216,0.122,0.229,0.759,0.469,0.445,0.623,0.496,0.565,0.182,0.334,0.671,0.465,0.474,0.305,0.255,0.269,0.352,0.334,0.332
31,0.315,0.044,0.049,0.128,0.147,0.07,0.098,0.039,0.049,0.075,0.079,0.246,0.777,0.531,0.315,0.63,0.443,0.187,0.393,0.217,0.128,0.226,0.8,0.49,0.476,0.524,0.474,0.59,0.234,0.359,0.606,0.459,0.465,0.31,0.267,0.273,0.381,0.373,0.373
32,0.334,0.036,0.05,0.143,0.159,0.064,0.095,0.032,0.066,0.086,0.071,0.159,0.715,0.556,0.318,0.699,0.493,0.207,0.429,0.238,0.127,0.302,0.754,0.45,0.483,0.541,0.384,0.534,0.223,0.432,0.798,0.556,0.575,0.294,0.271,0.279,0.359,0.352,0.351
33,0.342,0.035,0.042,0.138,0.132,0.057,0.12,0.038,0.076,0.075,0.079,0.184,0.724,0.542,0.32,0.69,0.476,0.19,0.403,0.222,0.156,0.319,0.746,0.42,0.471,0.574,0.353,0.703,0.375,0.462,0.603,0.513,0.521,0.225,0.212,0.22,0.308,0.317,0.318
34,0.343,0.033,0.033,0.117,0.118,0.077,0.119,0.045,0.064,0.073,0.069,0.225,0.767,0.542,0.319,0.642,0.437,0.154,0.316,0.226,0.126,0.235,0.801,0.458,0.487,0.468,0.458,0.558,0.317,0.366,0.651,0.523,0.531,0.232,0.211,0.217,0.496,0.49,0.49
35,0.343,0.044,0.059,0.088,0.098,0.071,0.125,0.031,0.071,0.084,0.081,0.236,0.768,0.536,0.319,0.64,0.422,0.131,0.311,0.224,0.114,0.229,0.795,0.462,0.421,0.618,0.636,0.509,0.496,0.358,0.475,0.481,0.482,0.251,0.226,0.227,0.489,0.516,0.517
36,0.351,0.043,0.049,0.136,0.136,0.054,0.135,0.054,0.054,0.098,0.091,0.23,0.77,0.54,0.324,0.638,0.413,0.178,0.394,0.216,0.136,0.193,0.803,0.46,0.452,0.534,0.484,0.63,0.223,0.303,0.761,0.53,0.543,0.311,0.268,0.274,0.679,0.658,0.658
37,0.336,0.043,0.043,0.134,0.144,0.07,0.125,0.038,0.058,0.077,0.064,0.24,0.768,0.528,0.317,0.641,0.414,0.145,0.338,0.212,0.126,0.232,0.782,0.466,0.429,0.6,0.494,0.594,0.452,0.362,0.719,0.542,0.543,0.222,0.216,0.221,0.512,0.503,0.503
38,0.349,0.035,0.05,0.143,0.146,0.081,0.128,0.047,0.047,0.079,0.065,0.269,0.797,0.531,0.311,0.604,0.364,0.143,0.318,0.222,0.111,0.19,0.834,0.508,0.45,0.552,0.538,0.5,0.375,0.315,0.9,0.71,0.719,0.296,0.229,0.232,0.244,0.232,0.231
39,0.331,0.046,0.029,0.15,0.125,0.065,0.125,0.046,0.062,0.062,0.074,0.288,0.787,0.504,0.299,0.617,0.432,0.164,0.331,0.206,0.103,0.227,0.775,0.407,0.495,0.64,0.357,0.5,0.3,0.368,0.87,0.593,0.619,0.376,0.302,0.313,0.538,0.523,0.526
40,0.317,0.048,0.048,0.145,0.146,0.067,0.106,0.053,0.053,0.071,0.077,0.224,0.751,0.527,0.316,0.66,0.462,0.171,0.396,0.211,0.119,0.225,0.757,0.457,0.432,0.62,0.453,0.564,0.168,0.341,0.775,0.529,0.54,0.342,0.294,0.299,0.545,0.508,0.51
41,0.31,0.049,0.049,0.133,0.133,0.07,0.11,0.044,0.049,0.07,0.07,0.287,0.817,0.53,0.332,0.576,0.4,0.155,0.354,0.2,0.11,0.221,0.873,0.555,0.438,0.729,0.434,0.55,0.223,0.384,0.669,0.491,0.506,0.236,0.211,0.215,1.0,1.0,1.0
42,0.374,0.045,0.057,0.175,0.175,0.079,0.159,0.048,0.048,0.063,0.09,0.143,0.717,0.575,0.365,0.697,0.477,0.175,0.366,0.216,0.144,0.209,0.783,0.434,0.478,0.463,0.63,0.667,0.441,0.3,0.752,0.553,0.563,0.245,0.21,0.212,0.479,0.427,0.426
43,0.335,0.055,0.041,0.147,0.139,0.066,0.122,0.051,0.058,0.073,0.091,0.218,0.754,0.554,0.344,0.656,0.438,0.163,0.359,0.213,0.122,0.237,0.802,0.507,0.454,0.718,0.41,0.573,0.253,0.361,0.712,0.625,0.626,0.26,0.237,0.241,0.425,0.408,0.407
44,0.366,0.051,0.055,0.151,0.149,0.065,0.109,0.055,0.069,0.1,0.097,0.173,0.748,0.575,0.318,0.664,0.46,0.213,0.46,0.257,0.143,0.247,0.822,0.457,0.463,0.582,0.427,0.556,0.101,0.372,0.86,0.597,0.617,0.369,0.304,0.333,0.607,0.484,0.497
45,0.323,0.057,0.045,0.121,0.123,0.064,0.121,0.04,0.061,0.064,0.073,0.202,0.727,0.525,0.323,0.687,0.485,0.182,0.404,0.202,0.141,0.262,0.725,0.416,0.45,0.665,0.421,0.698,0.34,0.381,0.815,0.528,0.533,0.353,0.297,0.3,0.441,0.365,0.366
46,0.357,0.051,0.033,0.137,0.122,0.073,0.143,0.052,0.042,0.076,0.082,0.244,0.78,0.539,0.332,0.626,0.381,0.122,0.291,0.216,0.09,0.151,0.817,0.507,0.419,0.852,0.404,0.417,0.309,0.241,0.673,0.577,0.589,0.296,0.26,0.272,0.63,0.539,0.544
47,0.333,0.048,0.042,0.133,0.133,0.055,0.093,0.053,0.081,0.056,0.075,0.186,0.716,0.531,0.292,0.698,0.463,0.174,0.419,0.24,0.161,0.31,0.722,0.43,0.415,0.764,0.338,0.671,0.231,0.444,0.596,0.465,0.473,0.236,0.276,0.275,0.352,0.336,0.335
48,0.462,0.041,0.033,0.111,0.122,0.076,0.253,0.047,0.076,0.071,0.077,0.149,0.768,0.62,0.411,0.64,0.422,0.163,0.384,0.21,0.135,0.268,0.919,0.377,0.424,0.675,0.336,0.643,0.953,0.419,0.667,0.598,0.595,0.179,0.161,0.163,0.452,0.436,0.434
49,0.331,0.04,0.049,0.133,0.144,0.067,0.099,0.033,0.066,0.08,0.084,0.155,0.718,0.564,0.332,0.696,0.519,0.199,0.442,0.232,0.143,0.287,0.769,0.449,0.45,0.608,0.368,0.616,0.223,0.412,0.795,0.546,0.565,0.397,0.347,0.359,0.418,0.421,0.421
50,0.36,0.05,0.035,0.141,0.142,0.063,0.111,0.047,0.095,0.066,0.056,0.188,0.752,0.564,0.315,0.659,0.472,0.189,0.408,0.251,0.173,0.345,0.812,0.432,0.463,0.603,0.373,0.689,0.37,0.524,0.634,0.557,0.559,0.162,0.192,0.188,0.45,0.445,0.444
51,0.353,0.049,0.049,0.133,0.122,0.067,0.099,0.044,0.067,0.084,0.089,0.144,0.707,0.563,0.309,0.707,0.497,0.21,0.464,0.254,0.144,0.287,0.755,0.423,0.453,0.633,0.368,0.567,0.167,0.406,0.685,0.543,0.548,0.341,0.298,0.307,0.514,0.515,0.514
52,0.324,0.049,0.044,0.124,0.14,0.079,0.123,0.046,0.046,0.069,0.069,0.278,0.787,0.509,0.31,0.618,0.386,0.154,0.339,0.201,0.109,0.186,0.782,0.487,0.454,0.604,0.5,0.542,0.3,0.301,0.848,0.577,0.588,0.272,0.23,0.238,0.587,0.432,0.43
53,0.393,0.046,0.047,0.112,0.115,0.082,0.185,0.07,0.061,0.076,0.086,0.174,0.766,0.606,0.398,0.643,0.447,0.164,0.381,0.211,0.14,0.234,0.894,0.477,0.43,0.622,0.456,0.664,0.388,0.364,0.499,0.451,0.454,0.197,0.161,0.167,0.277,0.28,0.282
54,0.322,0.057,0.067,0.138,0.128,0.046,0.08,0.046,0.08,0.067,0.067,0.207,0.713,0.506,0.265,0.701,0.461,0.208,0.45,0.241,0.15,0.311,0.685,0.401,0.462,0.553,0.539,0.622,0.111,0.444,0.673,0.523,0.544,0.359,0.408,0.395,0.64,0.648,0.647
55,0.308,0.044,0.044,0.119,0.129,0.06,0.109,0.04,0.079,0.072,0.072,0.238,0.755,0.517,0.318,0.656,0.477,0.169,0.378,0.199,0.139,0.298,0.748,0.438,0.447,0.651,0.4,0.698,0.334,0.454,0.87,0.636,0.651,0.258,0.246,0.252,0.47,0.457,0.453
56,0.33,0.052,0.055,0.133,0.123,0.058,0.098,0.041,0.037,0.066,0.058,0.293,0.776,0.499,0.27,0.63,0.417,0.169,0.377,0.231,0.147,0.197,0.751,0.412,0.448,0.657,0.482,0.636,0.315,0.313,0.523,0.354,0.363,0.357,0.28,0.289,0.247,0.221,0.225
57,0.347,0.046,0.046,0.144,0.143,0.065,0.122,0.041,0.041,0.065,0.065,0.224,0.756,0.532,0.309,0.654,0.431,0.143,0.327,0.224,0.124,0.165,0.771,0.436,0.437,0.573,0.561,0.554,0.332,0.252,0.588,0.468,0.469,0.321,0.279,0.285,0.426,0.428,0.428
58,0.426,0.036,0.046,0.109,0.113,0.082,0.213,0.051,0.082,0.072,0.069,0.162,0.783,0.622,0.41,0.622,0.44,0.181,0.412,0.213,0.147,0.295,0.949,0.448,0.439,0.652,0.347,0.69,0.712,0.474,0.853,0.561,0.574,0.151,0.152,0.154,0.632,0.673,0.672
59,0.327,0.045,0.043,0.136,0.141,0.061,0.114,0.047,0.06,0.074,0.072,0.239,0.753,0.514,0.302,0.658,0.459,0.173,0.381,0.213,0.134,0.247,0.741,0.41,0.454,0.624,0.407,0.629,0.256,0.375,0.729,0.567,0.578,0.287,0.266,0.276,0.506,0.49,0.494
60,0.325,0.024,0.038,0.12,0.138,0.068,0.104,0.051,0.051,0.077,0.071,0.291,0.788,0.497,0.278,0.616,0.377,0.154,0.343,0.223,0.121,0.189,0.766,0.462,0.449,0.565,0.356,0.543,0.223,0.307,0.742,0.595,0.606,0.276,0.253,0.259,0.311,0.294,0.295
61,0.37,0.047,0.051,0.116,0.122,0.082,0.13,0.025,0.069,0.094,0.092,0.239,0.81,0.576,0.338,0.587,0.399,0.155,0.345,0.241,0.138,0.254,0.931,0.524,0.449,0.697,0.454,0.573,0.544,0.433,0.417,0.47,0.468,0.353,0.277,0.283,0.571,0.542,0.547
62,0.363,0.057,0.047,0.155,0.158,0.065,0.114,0.046,0.057,0.092,0.09,0.256,0.755,0.503,0.254,0.656,0.35,0.17,0.4,0.249,0.138,0.23,0.728,0.403,0.425,0.682,0.448,0.554,0.17,0.351,0.694,0.557,0.567,0.292,0.275,0.288,0.601,0.563,0.558
63,0.369,0.036,0.041,0.13,0.147,0.065,0.158,0.054,0.071,0.083,0.085,0.152,0.744,0.592,0.38,0.668,0.473,0.196,0.402,0.212,0.136,0.266,0.841,0.471,0.488,0.526,0.374,0.642,0.359,0.398,0.884,0.651,0.661,0.289,0.207,0.221,0.379,0.373,0.369
64,0.341,0.047,0.047,0.142,0.152,0.086,0.123,0.038,0.067,0.081,0.076,0.18,0.757,0.577,0.36,0.653,0.483,0.189,0.407,0.218,0.123,0.246,0.839,0.491,0.464,0.603,0.412,0.564,0.334,0.377,0.595,0.488,0.49,0.269,0.219,0.225,0.351,0.324,0.326
65,0.29,0.065,0.058,0.085,0.085,0.046,0.062,0.041,0.065,0.092,0.074,0.31,0.744,0.434,0.206,0.669,0.441,0.17,0.394,0.228,0.146,0.228,0.616,0.329,0.431,0.618,0.586,0.64,0.0,0.341,0.672,0.537,0.538,0.42,0.345,0.351,1.0,1.0,1.0
66,0.336,0.058,0.046,0.124,0.118,0.072,0.13,0.046,0.052,0.082,0.087,0.239,0.804,0.567,0.363,0.594,0.378,0.155,0.362,0.207,0.129,0.232,0.906,0.616,0.428,0.755,0.444,0.623,0.286,0.391,0.415,0.41,0.417,0.222,0.192,0.201,0.527,0.484,0.485
67,0.369,0.053,0.059,0.154,0.143,0.06,0.119,0.049,0.072,0.101,0.085,0.142,0.69,0.549,0.3,0.724,0.485,0.213,0.464,0.25,0.156,0.25,0.719,0.373,0.459,0.62,0.424,0.624,0.214,0.345,0.592,0.473,0.478,0.281,0.275,0.284,0.669,0.668,0.666
68,0.341,0.045,0.045,0.122,0.142,0.063,0.14,0.04,0.04,0.072,0.063,0.281,0.783,0.502,0.302,0.622,0.402,0.162,0.363,0.201,0.142,0.202,0.766,0.403,0.446,0.63,0.441,0.706,0.446,0.325,0.701,0.467,0.48,0.256,0.243,0.247,0.445,0.429,0.429
69,0.379,0.054,0.034,0.15,0.136,0.082,0.148,0.05,0.049,0.077,0.088,0.207,0.784,0.579,0.351,0.621,0.389,0.146,0.341,0.231,0.134,0.208,0.884,0.524,0.428,0.753,0.4,0.58,0.383,0.335,0.708,0.626,0.626,0.324,0.282,0.29,0.652,0.584,0.583
70,0.34,0.056,0.039,0.118,0.139,0.044,0.12,0.059,0.062,0.083,0.059,0.256,0.757,0.506,0.286,0.654,0.434,0.159,0.378,0.22,0.118,0.237,0.734,0.387,0.421,0.616,0.485,0.536,0.223,0.362,0.485,0.328,0.332,0.271,0.247,0.253,0.271,0.266,0.264
71,0.337,0.056,0.056,0.158,0.139,0.059,0.14,0.04,0.079,0.071,0.063,0.238,0.753,0.515,0.319,0.658,0.459,0.158,0.356,0.199,0.119,0.238,0.743,0.39,0.444,0.5,0.709,0.598,0.44,0.362,0.416,0.33,0.332,0.28,0.236,0.239,0.443,0.43,0.426
72,0.309,0.045,0.049,0.143,0.142,0.076,0.092,0.05,0.05,0.082,0.082,0.234,0.744,0.51,0.293,0.668,0.451,0.167,0.376,0.217,0.126,0.209,0.724,0.446,0.444,0.659,0.427,0.581,0.116,0.313,0.799,0.583,0.589,0.359,0.31,0.322,0.409,0.387,0.385
73,0.327,0.041,0.026,0.109,0.109,0.075,0.15,0.054,0.054,0.081,0.057,0.254,0.78,0.526,0.352,0.626,0.361,0.11,0.238,0.189,0.115,0.182,0.797,0.562,0.462,0.518,0.588,0.608,0.38,0.291,0.734,0.576,0.578,0.165,0.186,0.183,0.483,0.429,0.427
74,0.395,0.046,0.046,0.126,0.145,0.062,0.147,0.042,0.104,0.066,0.088,0.166,0.727,0.561,0.312,0.687,0.478,0.167,0.416,0.249,0.167,0.312,0.775,0.347,0.401,0.754,0.365,0.671,0.552,0.454,0.632,0.446,0.463,0.194,0.22,0.219,0.355,0.315,0.322
75,0.357,0.049,0.051,0.125,0.117,0.081,0.144,0.028,0.079,0.084,0.086,0.14,0.712,0.572,0.36,0.702,0.543,0.187,0.409,0.212,0.157,0.313,0.773,0.396,0.457,0.583,0.459,0.741,0.621,0.446,0.471,0.497,0.5,0.236,0.227,0.226,0.425,0.437,0.432
76,0.345,0.045,0.045,0.142,0.142,0.084,0.122,0.041,0.061,0.084,0.084,0.243,0.79,0.547,0.327,0.613,0.43,0.162,0.324,0.224,0.101,0.204,0.846,0.481,0.5,0.5,0.556,0.451,0.332,0.333,0.64,0.494,0.495,0.312,0.274,0.277,0.432,0.418,0.416
77,0.364,0.037,0.047,0.15,0.15,0.068,0.15,0.05,0.052,0.089,0.096,0.198,0.762,0.564,0.357,0.648,0.405,0.133,0.347,0.217,0.133,0.234,0.825,0.516,0.383,0.624,0.506,0.613,0.303,0.361,0.8,0.542,0.562,0.198,0.206,0.208,0.592,0.486,0.492
78,0.367,0.047,0.054,0.144,0.144,0.083,0.146,0.039,0.078,0.076,0.07,0.183,0.745,0.563,0.342,0.667,0.473,0.157,0.381,0.222,0.144,0.288,0.801,0.414,0.412,0.662,0.486,0.649,0.526,0.432,0.638,0.449,0.456,0.264,0.227,0.231,0.364,0.365,0.365
79,0.365,0.041,0.037,0.13,0.13,0.054,0.13,0.054,0.092,0.082,0.083,0.182,0.742,0.562,0.325,0.67,0.461,0.184,0.422,0.237,0.158,0.29,0.796,0.425,0.436,0.668,0.317,0.667,0.268,0.433,0.695,0.53,0.535,0.238,0.224,0.229,0.534,0.498,0.5
80,0.31,0.059,0.046,0.164,0.148,0.088,0.099,0.049,0.049,0.073,0.073,0.261,0.771,0.512,0.305,0.637,0.377,0.132,0.31,0.212,0.132,0.18,0.763,0.546,0.426,0.742,0.536,0.623,0.164,0.283,0.637,0.6,0.601,0.402,0.34,0.341,0.66,0.635,0.637
81,0.36,0.04,0.048,0.137,0.137,0.066,0.112,0.048,0.072,0.079,0.078,0.143,0.712,0.57,0.323,0.702,0.486,0.2,0.425,0.248,0.144,0.304,0.77,0.432,0.471,0.56,0.393,0.581,0.26,0.433,0.712,0.56,0.578,0.264,0.242,0.25,0.309,0.316,0.316
82,0.336,0.048,0.05,0.152,0.169,0.068,0.1,0.048,0.053,0.083,0.089,0.163,0.731,0.568,0.332,0.683,0.484,0.184,0.405,0.236,0.131,0.226,0.789,0.481,0.454,0.571,0.467,0.555,0.121,0.331,0.687,0.501,0.505,0.341,0.308,0.321,0.351,0.342,0.341
83,0.345,0.038,0.062,0.138,0.154,0.071,0.138,0.051,0.069,0.092,0.092,0.206,0.755,0.55,0.343,0.655,0.451,0.189,0.396,0.207,0.138,0.243,0.797,0.457,0.477,0.55,0.481,0.667,0.236,0.371,0.656,0.491,0.5,0.284,0.238,0.242,0.454,0.446,0.443
84,0.346,0.048,0.061,0.13,0.151,0.068,0.13,0.043,0.065,0.097,0.089,0.216,0.778,0.562,0.346,0.628,0.433,0.173,0.367,0.216,0.108,0.216,0.849,0.499,0.471,0.497,0.634,0.5,0.223,0.344,0.521,0.35,0.353,0.331,0.309,0.318,0.427,0.43,0.428
