,n-sto,ps-pi1,ps-pi2,or-pi1,or-pi2,sn-c,sn-sto,sto-li,cph-cph,sbal-ls1,sbal-ls2,tn-n,tn-gn,n-gn,sn-gn,zy-zy,go-go,en-en,ex-ex,n-sn,al-al,ch-ch,"n-gn,zy-zy","sto-gn,go-go","en-en,ex-ex","ex-en,en-en","ps-pi,ex-en","al-al,n-sn","ls-sto,sto-li","ch-ch,zy-zy",cl_lips,ca_lips,cb_lips,cl_eyes,ca_eyes,cb_eyes,cl_eyebrows,ca_eyebrows,cb_eyebrows
10,0.338,0.045,0.037,0.118,0.111,0.064,0.126,0.046,0.074,0.045,0.058,0.207,0.749,0.544,0.332,0.663,0.424,0.142,0.358,0.216,0.139,0.279,0.798,0.488,0.397,0.781,0.342,0.644,0.669,0.421,0.583,0.541,0.545,0.218,0.212,0.213,0.407,0.379,0.38
11,0.307,0.051,0.054,0.088,0.12,0.062,0.098,0.05,0.074,0.088,0.088,0.255,0.756,0.503,0.294,0.655,0.455,0.186,0.409,0.21,0.134,0.221,0.746,0.431,0.455,0.556,0.469,0.638,0.168,0.337,0.469,0.457,0.457,0.342,0.307,0.309,0.355,0.328,0.329
12,0.317,0.05,0.048,0.108,0.113,0.054,0.102,0.048,0.077,0.076,0.072,0.196,0.738,0.543,0.327,0.675,0.482,0.179,0.406,0.215,0.155,0.245,0.781,0.469,0.441,0.615,0.412,0.721,0.311,0.363,0.67,0.529,0.526,0.252,0.251,0.257,0.39,0.348,0.349
13,0.376,0.06,0.06,0.114,0.123,0.066,0.133,0.038,0.066,0.097,0.092,0.169,0.77,0.602,0.359,0.638,0.45,0.179,0.414,0.244,0.15,0.264,0.917,0.504,0.432,0.583,0.531,0.615,0.466,0.414,0.518,0.416,0.428,0.235,0.227,0.244,0.43,0.411,0.415
14,0.321,0.029,0.044,0.103,0.128,0.085,0.108,0.051,0.036,0.093,0.083,0.231,0.775,0.544,0.336,0.631,0.387,0.134,0.288,0.216,0.125,0.17,0.838,0.589,0.465,0.359,0.702,0.579,0.219,0.269,0.489,0.427,0.43,0.305,0.272,0.277,0.381,0.347,0.348
15,0.34,0.052,0.041,0.106,0.098,0.057,0.122,0.044,0.062,0.073,0.087,0.243,0.749,0.507,0.292,0.663,0.44,0.175,0.385,0.223,0.131,0.225,0.743,0.386,0.455,0.623,0.394,0.587,0.403,0.339,0.564,0.494,0.498,0.304,0.268,0.273,0.345,0.361,0.36
16,0.358,0.051,0.046,0.103,0.103,0.061,0.133,0.041,0.092,0.088,0.074,0.164,0.747,0.583,0.358,0.665,0.481,0.184,0.42,0.225,0.174,0.348,0.852,0.468,0.438,0.567,0.429,0.773,0.622,0.523,0.663,0.559,0.559,0.222,0.216,0.216,0.452,0.439,0.439
17,0.369,0.066,0.059,0.127,0.109,0.06,0.128,0.064,0.065,0.093,0.09,0.154,0.712,0.559,0.318,0.702,0.474,0.173,0.397,0.242,0.141,0.223,0.774,0.405,0.436,0.641,0.521,0.583,0.272,0.318,0.425,0.429,0.423,0.248,0.225,0.232,0.296,0.3,0.301
18,0.306,0.047,0.053,0.109,0.122,0.084,0.105,0.051,0.044,0.075,0.087,0.291,0.814,0.526,0.33,0.581,0.354,0.118,0.276,0.202,0.105,0.155,0.879,0.638,0.428,0.517,0.758,0.52,0.219,0.267,0.497,0.452,0.449,0.294,0.263,0.267,0.33,0.316,0.315
19,0.382,0.061,0.062,0.097,0.115,0.048,0.122,0.055,0.076,0.101,0.102,0.171,0.723,0.556,0.298,0.691,0.451,0.194,0.443,0.261,0.162,0.259,0.782,0.392,0.438,0.562,0.521,0.621,0.271,0.375,0.509,0.458,0.457,0.288,0.27,0.272,0.286,0.262,0.256
20,0.352,0.048,0.06,0.081,0.097,0.055,0.123,0.053,0.08,0.076,0.072,0.187,0.74,0.554,0.325,0.673,0.456,0.163,0.391,0.229,0.163,0.273,0.8,0.443,0.417,0.686,0.446,0.712,0.399,0.406,0.624,0.546,0.546,0.25,0.234,0.236,0.442,0.425,0.431
21,0.295,0.052,0.036,0.103,0.103,0.073,0.099,0.033,0.065,0.088,0.073,0.261,0.771,0.512,0.317,0.637,0.408,0.164,0.352,0.196,0.131,0.218,0.781,0.534,0.466,0.58,0.427,0.668,0.339,0.342,0.59,0.519,0.523,0.291,0.297,0.297,0.483,0.48,0.482
22,0.338,0.058,0.053,0.091,0.092,0.055,0.109,0.045,0.057,0.085,0.089,0.181,0.744,0.563,0.335,0.669,0.468,0.173,0.392,0.229,0.156,0.219,0.818,0.485,0.441,0.63,0.47,0.681,0.256,0.327,0.586,0.492,0.492,0.314,0.3,0.308,0.468,0.446,0.446
23,0.322,0.038,0.047,0.104,0.11,0.079,0.128,0.056,0.051,0.075,0.073,0.251,0.773,0.526,0.337,0.634,0.377,0.128,0.287,0.195,0.126,0.172,0.807,0.557,0.446,0.433,0.708,0.646,0.394,0.271,0.566,0.509,0.511,0.252,0.216,0.22,0.267,0.267,0.262
24,0.326,0.044,0.041,0.103,0.102,0.06,0.102,0.029,0.073,0.098,0.085,0.248,0.745,0.497,0.279,0.667,0.453,0.149,0.361,0.227,0.152,0.255,0.724,0.393,0.413,0.57,0.462,0.67,0.354,0.382,0.573,0.55,0.548,0.231,0.232,0.232,0.472,0.482,0.482
25,0.303,0.028,0.041,0.088,0.107,0.077,0.08,0.044,0.041,0.085,0.069,0.326,0.796,0.487,0.266,0.605,0.366,0.132,0.295,0.225,0.14,0.175,0.782,0.511,0.447,0.421,0.575,0.622,0.155,0.289,0.514,0.443,0.444,0.32,0.304,0.307,0.25,0.252,0.251
26,0.335,0.043,0.05,0.116,0.117,0.063,0.116,0.051,0.053,0.092,0.081,0.232,0.721,0.489,0.274,0.693,0.439,0.17,0.367,0.22,0.15,0.203,0.686,0.362,0.463,0.44,0.574,0.682,0.311,0.293,0.537,0.492,0.49,0.262,0.23,0.231,0.524,0.518,0.517
27,0.335,0.054,0.055,0.096,0.103,0.066,0.11,0.036,0.068,0.077,0.075,0.19,0.747,0.559,0.333,0.664,0.456,0.154,0.389,0.226,0.15,0.25,0.818,0.489,0.396,0.678,0.482,0.664,0.475,0.377,0.596,0.47,0.475,0.264,0.248,0.255,0.47,0.454,0.452
28,0.315,0.049,0.046,0.08,0.086,0.078,0.101,0.032,0.064,0.081,0.083,0.208,0.763,0.555,0.342,0.647,0.403,0.155,0.358,0.214,0.139,0.214,0.834,0.598,0.433,0.543,0.522,0.65,0.418,0.331,0.677,0.496,0.495,0.358,0.283,0.291,0.393,0.366,0.366
29,0.292,0.048,0.043,0.073,0.079,0.051,0.091,0.046,0.065,0.048,0.068,0.291,0.774,0.483,0.283,0.633,0.364,0.139,0.333,0.202,0.148,0.257,0.741,0.527,0.417,0.705,0.429,0.733,0.399,0.406,0.613,0.529,0.528,0.21,0.218,0.22,0.372,0.377,0.377
30,0.361,0.056,0.056,0.116,0.116,0.061,0.123,0.061,0.061,0.099,0.099,0.128,0.716,0.587,0.349,0.698,0.466,0.178,0.41,0.239,0.135,0.232,0.817,0.487,0.434,0.571,0.509,0.565,0.189,0.332,0.48,0.43,0.432,0.26,0.261,0.273,0.479,0.47,0.471
31,0.3,0.044,0.044,0.097,0.097,0.044,0.097,0.035,0.079,0.076,0.071,0.229,0.741,0.512,0.309,0.671,0.468,0.177,0.371,0.203,0.15,0.274,0.741,0.453,0.477,0.506,0.454,0.739,0.391,0.408,0.581,0.545,0.55,0.258,0.256,0.261,0.46,0.443,0.444
32,0.35,0.053,0.056,0.1,0.112,0.064,0.1,0.05,0.076,0.09,0.101,0.175,0.749,0.574,0.324,0.663,0.501,0.175,0.401,0.25,0.175,0.262,0.842,0.449,0.436,0.597,0.482,0.7,0.23,0.395,0.599,0.569,0.568,0.359,0.316,0.321,0.513,0.526,0.525
33,0.271,0.042,0.043,0.097,0.096,0.062,0.071,0.042,0.054,0.066,0.072,0.283,0.763,0.48,0.279,0.646,0.408,0.146,0.343,0.202,0.15,0.223,0.722,0.51,0.426,0.665,0.405,0.743,0.214,0.345,0.63,0.488,0.49,0.286,0.26,0.268,0.406,0.365,0.349
34,0.318,0.06,0.047,0.102,0.102,0.053,0.117,0.05,0.069,0.06,0.06,0.284,0.786,0.502,0.301,0.619,0.436,0.167,0.384,0.201,0.134,0.234,0.788,0.424,0.435,0.648,0.457,0.667,0.417,0.378,0.673,0.577,0.576,0.23,0.222,0.222,0.458,0.455,0.454
35,0.287,0.04,0.049,0.08,0.083,0.062,0.093,0.042,0.06,0.072,0.068,0.285,0.766,0.484,0.291,0.643,0.416,0.14,0.331,0.195,0.131,0.219,0.732,0.476,0.423,0.567,0.517,0.672,0.311,0.341,0.566,0.541,0.541,0.28,0.249,0.252,0.371,0.359,0.357
36,0.322,0.054,0.06,0.105,0.117,0.07,0.11,0.061,0.049,0.075,0.075,0.284,0.792,0.512,0.302,0.611,0.409,0.145,0.342,0.213,0.117,0.206,0.814,0.474,0.424,0.586,0.62,0.549,0.25,0.337,0.432,0.428,0.429,0.268,0.233,0.239,0.331,0.315,0.314
37,0.319,0.059,0.059,0.116,0.113,0.064,0.094,0.042,0.084,0.072,0.077,0.162,0.716,0.556,0.33,0.698,0.51,0.185,0.432,0.225,0.164,0.33,0.775,0.465,0.428,0.615,0.48,0.729,0.311,0.473,0.493,0.404,0.406,0.268,0.252,0.259,0.345,0.312,0.315
38,0.312,0.053,0.053,0.109,0.117,0.07,0.101,0.039,0.059,0.091,0.089,0.215,0.738,0.523,0.312,0.675,0.503,0.168,0.398,0.211,0.141,0.246,0.753,0.419,0.422,0.622,0.469,0.668,0.223,0.364,0.586,0.502,0.505,0.367,0.323,0.334,0.495,0.482,0.477
39,0.315,0.05,0.051,0.098,0.102,0.058,0.092,0.045,0.061,0.078,0.079,0.199,0.75,0.554,0.331,0.661,0.451,0.168,0.399,0.223,0.133,0.226,0.814,0.53,0.421,0.638,0.435,0.596,0.207,0.342,0.515,0.417,0.414,0.24,0.238,0.244,0.225,0.217,0.214
40,0.317,0.044,0.04,0.102,0.102,0.056,0.089,0.042,0.058,0.076,0.08,0.239,0.737,0.502,0.273,0.675,0.46,0.157,0.389,0.229,0.155,0.215,0.723,0.402,0.404,0.683,0.362,0.677,0.326,0.319,0.605,0.551,0.551,0.338,0.306,0.309,0.658,0.664,0.665
41,0.325,0.054,0.054,0.076,0.087,0.054,0.109,0.043,0.077,0.063,0.078,0.228,0.759,0.531,0.315,0.651,0.447,0.174,0.38,0.217,0.152,0.272,0.793,0.461,0.458,0.574,0.5,0.7,0.47,0.418,0.512,0.493,0.492,0.27,0.258,0.26,0.455,0.441,0.441
42,0.328,0.055,0.052,0.14,0.12,0.067,0.117,0.05,0.058,0.082,0.081,0.207,0.738,0.54,0.329,0.675,0.459,0.16,0.374,0.211,0.138,0.235,0.777,0.462,0.428,0.606,0.51,0.654,0.311,0.348,0.457,0.416,0.413,0.28,0.243,0.243,0.245,0.241,0.241
43,0.258,0.012,0.044,0.097,0.121,0.076,0.065,0.036,0.038,0.081,0.07,0.302,0.784,0.483,0.296,0.62,0.397,0.114,0.252,0.206,0.123,0.173,0.757,0.584,0.452,0.406,0.56,0.597,0.147,0.279,0.54,0.481,0.477,0.353,0.348,0.35,0.39,0.366,0.368
44,0.341,0.03,0.042,0.085,0.096,0.076,0.153,0.042,0.042,0.078,0.081,0.308,0.806,0.508,0.323,0.592,0.362,0.114,0.254,0.189,0.108,0.14,0.834,0.481,0.449,0.445,0.655,0.571,0.629,0.236,0.63,0.576,0.577,0.274,0.235,0.239,0.351,0.342,0.344
45,0.289,0.058,0.058,0.095,0.106,0.059,0.082,0.036,0.069,0.065,0.067,0.242,0.752,0.511,0.303,0.66,0.473,0.163,0.385,0.208,0.15,0.279,0.752,0.469,0.423,0.601,0.547,0.721,0.302,0.423,0.493,0.444,0.443,0.364,0.345,0.348,0.368,0.345,0.345
46,0.323,0.065,0.059,0.108,0.108,0.061,0.104,0.048,0.058,0.095,0.096,0.197,0.729,0.533,0.315,0.684,0.483,0.175,0.405,0.219,0.142,0.222,0.757,0.437,0.432,0.639,0.512,0.648,0.142,0.325,0.351,0.342,0.342,0.241,0.216,0.222,0.279,0.251,0.254
47,0.335,0.024,0.044,0.11,0.133,0.079,0.134,0.053,0.032,0.081,0.084,0.257,0.787,0.539,0.345,0.617,0.403,0.121,0.293,0.202,0.118,0.151,0.849,0.533,0.413,0.466,0.557,0.584,0.37,0.245,0.493,0.449,0.454,0.245,0.228,0.235,0.242,0.233,0.235
48,0.345,0.056,0.048,0.12,0.099,0.078,0.121,0.04,0.06,0.086,0.089,0.219,0.77,0.551,0.329,0.638,0.425,0.153,0.325,0.226,0.146,0.206,0.84,0.489,0.471,0.604,0.52,0.646,0.412,0.323,0.617,0.523,0.524,0.374,0.293,0.303,0.581,0.548,0.551
49,0.329,0.04,0.025,0.088,0.088,0.064,0.11,0.033,0.066,0.069,0.079,0.23,0.779,0.549,0.331,0.627,0.4,0.143,0.318,0.219,0.121,0.197,0.851,0.55,0.45,0.64,0.328,0.553,0.518,0.314,0.767,0.725,0.724,0.283,0.294,0.293,0.489,0.462,0.466
50,0.332,0.033,0.033,0.081,0.089,0.059,0.118,0.023,0.081,0.074,0.07,0.192,0.76,0.568,0.355,0.65,0.46,0.17,0.376,0.214,0.162,0.31,0.849,0.513,0.452,0.522,0.344,0.757,1.0,0.477,0.621,0.541,0.543,0.208,0.201,0.198,0.48,0.43,0.43
51,0.319,0.055,0.055,0.107,0.106,0.072,0.101,0.043,0.066,0.089,0.086,0.196,0.731,0.543,0.325,0.682,0.491,0.171,0.408,0.218,0.15,0.268,0.774,0.458,0.419,0.67,0.444,0.688,0.238,0.393,0.484,0.408,0.412,0.246,0.223,0.228,0.276,0.271,0.27
52,0.367,0.044,0.05,0.107,0.12,0.073,0.13,0.046,0.072,0.088,0.094,0.183,0.766,0.583,0.349,0.642,0.476,0.178,0.417,0.237,0.174,0.277,0.882,0.46,0.427,0.577,0.423,0.734,0.439,0.431,0.597,0.517,0.517,0.249,0.221,0.227,0.392,0.382,0.381
53,0.3,0.036,0.037,0.079,0.079,0.074,0.099,0.032,0.07,0.068,0.057,0.28,0.766,0.487,0.286,0.643,0.422,0.134,0.312,0.204,0.147,0.23,0.736,0.443,0.429,0.572,0.44,0.721,0.631,0.358,0.609,0.503,0.5,0.245,0.231,0.232,0.425,0.404,0.405
54,0.328,0.05,0.027,0.12,0.103,0.071,0.128,0.026,0.035,0.071,0.084,0.257,0.797,0.54,0.343,0.605,0.403,0.133,0.293,0.202,0.114,0.168,0.868,0.533,0.454,0.681,0.393,0.564,0.729,0.278,0.64,0.645,0.642,0.328,0.305,0.313,0.409,0.403,0.398
55,0.31,0.034,0.053,0.072,0.075,0.072,0.072,0.048,0.072,0.086,0.086,0.215,0.764,0.549,0.311,0.646,0.479,0.169,0.406,0.238,0.169,0.263,0.826,0.501,0.416,0.651,0.366,0.71,0.155,0.407,0.603,0.409,0.413,0.274,0.312,0.312,0.458,0.429,0.429
56,0.304,0.03,0.048,0.089,0.107,0.048,0.096,0.043,0.064,0.091,0.068,0.258,0.781,0.527,0.319,0.625,0.43,0.15,0.344,0.215,0.15,0.216,0.819,0.521,0.436,0.53,0.453,0.698,0.217,0.346,0.409,0.412,0.411,0.38,0.374,0.37,0.38,0.38,0.377
57,0.381,0.067,0.067,0.116,0.137,0.074,0.128,0.042,0.063,0.11,0.108,0.105,0.728,0.623,0.37,0.686,0.497,0.18,0.432,0.253,0.147,0.285,0.882,0.489,0.417,0.652,0.528,0.581,0.244,0.415,0.377,0.384,0.386,0.311,0.3,0.302,0.523,0.503,0.504
58,0.334,0.06,0.055,0.132,0.124,0.059,0.118,0.052,0.052,0.079,0.073,0.242,0.778,0.537,0.321,0.628,0.438,0.151,0.354,0.216,0.124,0.222,0.831,0.466,0.427,0.642,0.548,0.574,0.353,0.354,0.49,0.462,0.459,0.274,0.248,0.256,0.469,0.448,0.452
59,0.34,0.06,0.049,0.093,0.108,0.078,0.116,0.039,0.062,0.08,0.08,0.162,0.726,0.564,0.341,0.687,0.502,0.162,0.41,0.224,0.147,0.24,0.798,0.446,0.395,0.707,0.44,0.656,0.431,0.349,0.515,0.498,0.501,0.313,0.264,0.269,0.388,0.37,0.372
60,0.357,0.053,0.053,0.114,0.113,0.056,0.133,0.038,0.096,0.094,0.084,0.169,0.752,0.584,0.359,0.659,0.508,0.188,0.414,0.225,0.169,0.32,0.861,0.445,0.454,0.555,0.469,0.751,0.614,0.486,0.619,0.5,0.501,0.234,0.232,0.231,0.364,0.322,0.32
61,0.294,0.053,0.046,0.099,0.105,0.064,0.083,0.042,0.06,0.073,0.065,0.235,0.74,0.508,0.3,0.673,0.457,0.147,0.336,0.21,0.131,0.248,0.734,0.477,0.437,0.666,0.467,0.624,0.266,0.368,0.416,0.385,0.39,0.268,0.252,0.257,0.343,0.296,0.296
62,0.259,0.033,0.033,0.095,0.093,0.093,0.069,0.023,0.052,0.083,0.073,0.324,0.79,0.468,0.279,0.613,0.404,0.139,0.324,0.191,0.116,0.208,0.741,0.52,0.429,0.772,0.284,0.607,0.311,0.339,0.425,0.455,0.454,0.209,0.192,0.192,0.445,0.41,0.408
63,0.309,0.036,0.036,0.059,0.07,0.053,0.094,0.04,0.079,0.085,0.053,0.268,0.756,0.489,0.274,0.655,0.41,0.159,0.347,0.218,0.159,0.288,0.726,0.441,0.458,0.518,0.404,0.729,0.459,0.44,0.637,0.531,0.525,0.221,0.235,0.234,0.53,0.489,0.489
64,0.333,0.046,0.054,0.074,0.076,0.047,0.102,0.038,0.065,0.087,0.083,0.249,0.77,0.522,0.293,0.638,0.397,0.157,0.361,0.231,0.157,0.213,0.795,0.486,0.435,0.601,0.49,0.68,0.376,0.334,0.67,0.467,0.475,0.268,0.272,0.28,0.459,0.419,0.422
65,0.343,0.053,0.053,0.139,0.123,0.066,0.13,0.042,0.063,0.087,0.08,0.205,0.74,0.544,0.331,0.673,0.454,0.16,0.376,0.214,0.137,0.247,0.785,0.443,0.426,0.618,0.495,0.64,0.466,0.367,0.47,0.436,0.433,0.284,0.244,0.245,0.255,0.248,0.248
66,0.319,0.056,0.041,0.125,0.111,0.081,0.121,0.047,0.048,0.074,0.065,0.251,0.764,0.514,0.319,0.645,0.442,0.157,0.351,0.199,0.132,0.198,0.775,0.45,0.447,0.648,0.441,0.663,0.45,0.307,0.619,0.546,0.552,0.3,0.258,0.265,0.631,0.593,0.588
67,0.31,0.048,0.057,0.137,0.122,0.078,0.124,0.055,0.043,0.086,0.069,0.282,0.786,0.506,0.323,0.619,0.38,0.122,0.296,0.188,0.134,0.162,0.794,0.526,0.412,0.507,0.784,0.713,0.305,0.262,0.538,0.467,0.465,0.27,0.246,0.252,0.399,0.391,0.393
68,0.341,0.063,0.06,0.104,0.108,0.056,0.104,0.052,0.063,0.095,0.095,0.145,0.716,0.572,0.334,0.698,0.475,0.186,0.427,0.238,0.156,0.237,0.796,0.484,0.436,0.611,0.5,0.655,0.179,0.34,0.357,0.35,0.35,0.255,0.226,0.235,0.329,0.307,0.309
69,0.319,0.031,0.046,0.098,0.121,0.075,0.093,0.061,0.049,0.086,0.082,0.236,0.77,0.543,0.327,0.638,0.402,0.131,0.291,0.232,0.117,0.17,0.827,0.582,0.45,0.409,0.664,0.504,0.122,0.266,0.617,0.554,0.557,0.332,0.31,0.318,0.28,0.276,0.276
70,0.31,0.042,0.03,0.092,0.092,0.063,0.133,0.033,0.051,0.067,0.079,0.283,0.783,0.5,0.326,0.622,0.39,0.136,0.289,0.18,0.143,0.196,0.781,0.492,0.471,0.632,0.387,0.794,0.707,0.315,0.577,0.502,0.499,0.303,0.269,0.272,0.387,0.371,0.372
71,0.249,0.041,0.041,0.091,0.101,0.087,0.072,0.046,0.058,0.061,0.065,0.26,0.739,0.48,0.304,0.674,0.484,0.145,0.347,0.179,0.144,0.231,0.692,0.477,0.418,0.644,0.406,0.804,0.196,0.343,0.616,0.557,0.558,0.34,0.307,0.309,0.442,0.444,0.444
72,0.32,0.05,0.057,0.1,0.1,0.061,0.1,0.032,0.07,0.081,0.086,0.22,0.76,0.54,0.321,0.65,0.47,0.18,0.4,0.22,0.17,0.26,0.808,0.47,0.45,0.565,0.486,0.773,0.486,0.4,0.569,0.489,0.492,0.312,0.279,0.282,0.553,0.53,0.531
73,0.306,0.052,0.043,0.1,0.093,0.074,0.115,0.04,0.047,0.054,0.071,0.226,0.751,0.525,0.334,0.661,0.437,0.147,0.329,0.195,0.14,0.195,0.772,0.503,0.447,0.673,0.444,0.718,0.567,0.295,0.566,0.534,0.535,0.273,0.266,0.266,0.471,0.456,0.457
74,0.326,0.047,0.053,0.082,0.092,0.026,0.088,0.046,0.087,0.066,0.051,0.184,0.694,0.51,0.272,0.72,0.411,0.194,0.461,0.24,0.184,0.317,0.688,0.448,0.421,0.619,0.385,0.767,0.486,0.44,0.678,0.628,0.628,0.214,0.204,0.209,0.367,0.365,0.365
75,0.311,0.035,0.035,0.11,0.125,0.078,0.11,0.049,0.047,0.091,0.079,0.264,0.794,0.531,0.332,0.607,0.394,0.125,0.284,0.203,0.124,0.172,0.85,0.566,0.44,0.518,0.5,0.611,0.197,0.283,0.743,0.714,0.715,0.299,0.275,0.279,0.325,0.321,0.322
76,0.347,0.045,0.045,0.096,0.1,0.065,0.143,0.035,0.095,0.067,0.071,0.237,0.776,0.54,0.337,0.631,0.442,0.143,0.366,0.205,0.159,0.272,0.832,0.441,0.391,0.62,0.469,0.776,0.844,0.431,0.545,0.467,0.465,0.218,0.215,0.215,0.447,0.391,0.391
77,0.319,0.046,0.046,0.093,0.09,0.057,0.102,0.04,0.052,0.081,0.08,0.242,0.792,0.552,0.337,0.611,0.394,0.155,0.349,0.216,0.128,0.207,0.878,0.594,0.444,0.555,0.495,0.593,0.295,0.339,0.613,0.549,0.549,0.32,0.301,0.303,0.429,0.418,0.419
78,0.319,0.058,0.046,0.125,0.111,0.085,0.103,0.046,0.046,0.085,0.105,0.226,0.747,0.524,0.309,0.664,0.48,0.157,0.322,0.221,0.103,0.23,0.767,0.431,0.488,0.653,0.468,0.466,0.142,0.346,0.653,0.726,0.728,0.334,0.34,0.341,0.461,0.452,0.448
79,0.374,0.066,0.058,0.129,0.105,0.047,0.129,0.058,0.058,0.094,0.089,0.152,0.713,0.561,0.316,0.701,0.48,0.164,0.409,0.245,0.152,0.212,0.777,0.39,0.401,0.727,0.481,0.62,0.311,0.302,0.508,0.476,0.477,0.279,0.255,0.26,0.449,0.44,0.441
80,0.29,0.029,0.037,0.089,0.1,0.083,0.092,0.048,0.06,0.069,0.078,0.278,0.777,0.5,0.304,0.629,0.426,0.127,0.29,0.2,0.131,0.187,0.773,0.5,0.438,0.494,0.485,0.655,0.24,0.297,0.695,0.542,0.541,0.276,0.249,0.254,0.407,0.349,0.348
81,0.335,0.046,0.043,0.128,0.13,0.06,0.115,0.04,0.075,0.068,0.072,0.165,0.736,0.571,0.35,0.677,0.492,0.155,0.371,0.221,0.155,0.281,0.819,0.48,0.418,0.656,0.405,0.701,0.544,0.415,0.456,0.441,0.443,0.21,0.216,0.217,0.403,0.363,0.363
82,0.287,0.052,0.043,0.128,0.115,0.08,0.081,0.038,0.046,0.072,0.07,0.241,0.749,0.508,0.303,0.663,0.466,0.157,0.36,0.207,0.138,0.222,0.744,0.476,0.436,0.677,0.413,0.667,0.221,0.335,0.562,0.498,0.499,0.32,0.292,0.296,0.452,0.423,0.424
83,0.312,0.059,0.059,0.099,0.099,0.049,0.084,0.033,0.084,0.093,0.073,0.197,0.739,0.542,0.312,0.674,0.477,0.197,0.428,0.23,0.181,0.263,0.781,0.482,0.46,0.544,0.509,0.787,0.311,0.39,0.619,0.56,0.561,0.302,0.285,0.287,0.536,0.52,0.521
84,0.286,0.068,0.051,0.098,0.087,0.069,0.087,0.043,0.045,0.074,0.076,0.328,0.787,0.459,0.265,0.617,0.381,0.146,0.327,0.199,0.108,0.192,0.723,0.472,0.446,0.702,0.536,0.543,0.21,0.311,0.488,0.508,0.509,0.329,0.314,0.322,0.401,0.396,0.393
